arm,replicate,case_id,tree_hash,all_l2_count,fallback_count,leaf_count,leaf_specific_count,leaf_specific_rate,leaf_parent_invalid_count,leaf_parent_invalid_rate,leaf_semantic_duplicate_count,leaf_semantic_duplicate_rate,leaf_exact_duplicate_count,leaf_exact_duplicate_rate,semantic_duplicate_excess_count,semantic_duplicate_excess_rate,exact_duplicate_excess_count,exact_duplicate_excess_rate,semantic_vs_exact_excess_gap,leaf_clean_count,leaf_clean_rate,novel_vs_c_leaf_count,novel_vs_c_leaf_specific_count,novel_vs_c_leaf_specific_rate,novel_vs_c_leaf_parent_invalid_count,novel_vs_c_leaf_parent_invalid_rate,novel_vs_c_leaf_semantic_duplicate_count,novel_vs_c_leaf_semantic_duplicate_rate,novel_vs_c_leaf_exact_duplicate_count,novel_vs_c_leaf_exact_duplicate_rate,novel_vs_c_semantic_duplicate_excess_count,novel_vs_c_semantic_duplicate_excess_rate,novel_vs_c_exact_duplicate_excess_count,novel_vs_c_exact_duplicate_excess_rate,novel_vs_c_semantic_vs_exact_excess_gap,novel_vs_c_leaf_clean_count,novel_vs_c_leaf_clean_rate
B,3,mb57_kartagener,3874e6a45dc272db384172bc3fbc7a2b8b07bc7aaf84f8f689792721e9f031bf,27,0,27,24,0.8888888888888888,13,0.48148148148148145,11,0.4074074074074074,11,0.4074074074074074,6,0.2222222222222222,6,0.2222222222222222,0.0,5,0.18518518518518517,19,17,0.8947368421052632,10,0.5263157894736842,4,0.21052631578947367,4,0.21052631578947367,2,0.10526315789473684,2,0.10526315789473684,0.0,5,0.2631578947368421
B,3,mb65_cml,1c984d3a867d0501682a9194a7348cb5a274312f4e3d6a78089dcb00dfdca363,19,0,19,18,0.9473684210526315,12,0.631578947368421,10,0.5263157894736842,10,0.5263157894736842,6,0.3157894736842105,6,0.3157894736842105,0.0,2,0.10526315789473684,17,16,0.9411764705882353,12,0.7058823529411765,10,0.5882352941176471,10,0.5882352941176471,6,0.35294117647058826,6,0.35294117647058826,0.0,0,0.0
B,3,mb66_peliosis,02c705d010ac8b68de56688f412b6b5766a9f62737c79dad6ada36432b20d0a3,20,0,20,20,1.0,8,0.4,16,0.8,16,0.8,11,0.55,11,0.55,0.0,3,0.15,6,6,1.0,3,0.5,4,0.6666666666666666,4,0.6666666666666666,3,0.5,3,0.5,0.0,1,0.16666666666666666
B,3,mb77_hyperpara,dda3189f705f3b623a98ee2339b8be4d0475fd9a908f3cce966950316e0c94bf,28,0,28,23,0.8214285714285714,11,0.39285714285714285,15,0.5357142857142857,15,0.5357142857142857,9,0.32142857142857145,9,0.32142857142857145,0.0,10,0.35714285714285715,22,17,0.7727272727272727,9,0.4090909090909091,11,0.5,11,0.5,6,0.2727272727272727,6,0.2727272727272727,0.0,8,0.36363636363636365
B,3,mb82_adhesions,02fef0396d84e41638491c4a1c612ad0457670a8df398cda382e0a0ef19c1c1b,24,0,24,21,0.875,8,0.3333333333333333,14,0.5833333333333334,14,0.5833333333333334,7,0.2916666666666667,7,0.2916666666666667,0.0,7,0.2916666666666667,23,20,0.8695652173913043,8,0.34782608695652173,14,0.6086956521739131,14,0.6086956521739131,7,0.30434782608695654,7,0.30434782608695654,0.0,6,0.2608695652173913
B,3,mb83_foreignbody,aec42d867512040d83817707629b3f86c714ee31e1d2964b5d4b4a651cf5ecd8,16,0,16,15,0.9375,3,0.1875,2,0.125,2,0.125,1,0.0625,1,0.0625,0.0,12,0.75,12,11,0.9166666666666666,3,0.25,2,0.16666666666666666,2,0.16666666666666666,1,0.08333333333333333,1,0.08333333333333333,0.0,8,0.6666666666666666
B,3,mxh011,a9f7bb27317797e66d8a60cb7e04e8ca678c574bf276435514c3d66b741b096b,25,0,25,25,1.0,9,0.36,25,1.0,25,1.0,19,0.76,19,0.76,0.0,0,0.0,17,17,1.0,6,0.35294117647058826,17,1.0,17,1.0,13,0.7647058823529411,13,0.7647058823529411,0.0,0,0.0
B,3,mxh014,5b808d3ba6d3dbc11bf5c9ce58fab653148f9e797be276d9b9b5b459dc12ae71,26,0,26,22,0.8461538461538461,12,0.46153846153846156,21,0.8076923076923077,19,0.7307692307692307,14,0.5384615384615384,13,0.5,0.038461538461538464,3,0.11538461538461539,22,18,0.8181818181818182,11,0.5,19,0.8636363636363636,19,0.8636363636363636,13,0.5909090909090909,13,0.5909090909090909,0.0,2,0.09090909090909091
B,3,mxh036,7b43dd83b49118ff0722f067b89d396f1011f03cf7d7ac11b008bcd04dd0b801,19,0,19,19,1.0,14,0.7368421052631579,18,0.9473684210526315,18,0.9473684210526315,12,0.631578947368421,12,0.631578947368421,0.0,0,0.0,5,5,1.0,3,0.6,4,0.8,4,0.8,2,0.4,2,0.4,0.0,0,0.0
B,3,mxh045,5d8c8fe05acd6a18ef0223ea53f0c76a6e52e7fc11c5b904846efdf1e68facaa,29,0,29,28,0.9655172413793104,5,0.1724137931034483,25,0.8620689655172413,24,0.8275862068965517,16,0.5517241379310345,15,0.5172413793103449,0.034482758620689655,3,0.10344827586206896,24,23,0.9583333333333334,5,0.20833333333333334,21,0.875,20,0.8333333333333334,13,0.5416666666666666,12,0.5,0.041666666666666664,2,0.08333333333333333
B,3,mxh046,27275832bbd8dfa93b1dd1d7652a8314e31b7bce18e246951af149b84e1ac4dd,23,0,23,22,0.9565217391304348,6,0.2608695652173913,21,0.9130434782608695,21,0.9130434782608695,14,0.6086956521739131,13,0.5652173913043478,0.043478260869565216,0,0.0,12,11,0.9166666666666666,5,0.4166666666666667,10,0.8333333333333334,10,0.8333333333333334,6,0.5,5,0.4166666666666667,0.08333333333333333,0,0.0
B,3,mxh055,8559d71d1a0d2327d15549cd20347b3f3808c5f3ef97af676d264877d6d67ce5,20,0,20,14,0.7,4,0.2,6,0.3,6,0.3,3,0.15,3,0.15,0.0,7,0.35,14,8,0.5714285714285714,4,0.2857142857142857,4,0.2857142857142857,4,0.2857142857142857,2,0.14285714285714285,2,0.14285714285714285,0.0,3,0.21428571428571427
B,3,mxh068,00f07607b482c33e259969b474aa7d41a1389befaad913706228e495eeccff5e,28,0,28,28,1.0,9,0.32142857142857145,17,0.6071428571428571,17,0.6071428571428571,10,0.35714285714285715,10,0.35714285714285715,0.0,8,0.2857142857142857,17,17,1.0,8,0.47058823529411764,9,0.5294117647058824,9,0.5294117647058824,5,0.29411764705882354,5,0.29411764705882354,0.0,5,0.29411764705882354
B,3,mxh075,f755122091f9d957df80c8abbf0dea0a6f8f5d36850e9a5a98775ff9d6c9d0e3,17,0,17,17,1.0,7,0.4117647058823529,8,0.47058823529411764,8,0.47058823529411764,4,0.23529411764705882,4,0.23529411764705882,0.0,6,0.35294117647058826,7,7,1.0,5,0.7142857142857143,4,0.5714285714285714,4,0.5714285714285714,2,0.2857142857142857,2,0.2857142857142857,0.0,0,0.0
