experiment_id,label,left_arm,right_arm,multiplicity_family,scope,endpoint,estimand,provenance,n,left_rate,right_rate,delta_right_minus_left,both,left_only,right_only,neither,gain_case_keys,loss_case_keys,exact_mcnemar_p,paired_case_bootstrap_delta_ci95,bootstrap_unit,source_multiplicity_family,holm_adjusted_p,holm_family_size
E5,remove_non_gold3_vs_base4,base4,remove_non_gold3,pruning_secondary_1,ALL,complete_or_compatible_partial,ita_case_paired,blinded_model_panel_sensitivity_not_root,200,0.84,0.865,0.025,158,10,15,17,"[""DA_d2_heldout100/367"", ""DA_d2_heldout100/452"", ""DA_d2_heldout200b/498"", ""DA_d2_heldout200b/530"", ""DA_d2_heldout200b/602"", ""MCR_seq200b/319"", ""MCR_seq200b/338"", ""MCR_seq200b/341"", ""MCR_seq200b/408"", ""MCR_seq200b/413"", ""MCR_seq200b/461"", ""MCR_seq200b/468"", ""MCR_v1_seq100/5"", ""MCR_v2_seq100/210"", ""MCR_v2_seq100/232""]","[""DA_d2_heldout200b/490"", ""DA_d2_heldout200b/583"", ""DA_d2_heldout200b/741"", ""DA_d2_heldout200b/747"", ""DA_d2_heldout200b/769"", ""MCR_seq200b/403"", ""MCR_seq200b/460"", ""MCR_v1_seq100/40"", ""MCR_v1_seq100/65"", ""MCR_v2_seq100/234""]",0.42435622215270996,"[-0.025, 0.07]",case,primary,0.42435622215270996,1
E5,add_component5_vs_base4,base4,add_component5,typed_addition_5,ALL,legacy_chain,ita_case_paired,blinded_model_panel_sensitivity_not_root,200,0.695,0.585,-0.11,102,37,15,46,"[""DA_d2_heldout100/306"", ""DA_d2_heldout100/329"", ""DA_d2_heldout100/374"", ""DA_d2_heldout100/452"", ""DA_d2_heldout200b/529"", ""DA_d2_heldout200b/530"", ""DA_d2_heldout200b/589"", ""DA_d2_heldout200b/646"", ""MCR_seq200b/341"", ""MCR_seq200b/405"", ""MCR_seq200b/408"", ""MCR_seq200b/413"", ""MCR_seq200b/468"", ""MCR_v2_seq100/232"", ""MCR_v2_seq100/234""]","[""DA_d2_heldout100/270"", ""DA_d2_heldout100/341"", ""DA_d2_heldout100/404"", ""DA_d2_heldout200b/490"", ""DA_d2_heldout200b/582"", ""DA_d2_seq100/103"", ""DA_d2_seq100/177"", ""DA_d2_seq100/220"", ""DA_d2_seq100/29"", ""DA_d2_seq100/90"", ""MCR_seq200b/272"", ""MCR_seq200b/275"", ""MCR_seq200b/283"", ""MCR_seq200b/371"", ""MCR_seq200b/381"", ""MCR_seq200b/403"", ""MCR_seq200b/424"", ""MCR_seq200b/450"", ""MCR_seq200b/460"", ""MCR_seq200b/466"", ""MCR_v1_seq100/107"", ""MCR_v1_seq100/109"", ""MCR_v1_seq100/119"", ""MCR_v1_seq100/17"", ""MCR_v1_seq100/19"", ""MCR_v1_seq100/22"", ""MCR_v1_seq100/33"", ""MCR_v1_seq100/64"", ""MCR_v1_seq100/65"", ""MCR_v1_seq100/75"", ""MCR_v1_seq100/93"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/142"", ""MCR_v2_seq100/143"", ""MCR_v2_seq100/151"", ""MCR_v2_seq100/168"", ""MCR_v2_seq100/245""]",0.003185253447776759,"[-0.18, -0.04]",case,primary,0.003185253447776759,5
E5,add_parent5_vs_base4,base4,add_parent5,typed_addition_5,ALL,legacy_chain,ita_case_paired,blinded_model_panel_sensitivity_not_root,200,0.695,0.525,-0.17,94,45,11,50,"[""DA_d2_heldout100/306"", ""DA_d2_heldout100/359"", ""DA_d2_heldout100/367"", ""DA_d2_heldout200b/529"", ""DA_d2_heldout200b/645"", ""MCR_seq200b/279"", ""MCR_seq200b/341"", ""MCR_seq200b/408"", ""MCR_seq200b/468"", ""MCR_v2_seq100/165"", ""MCR_v2_seq100/232""]","[""DA_d2_heldout100/270"", ""DA_d2_heldout100/341"", ""DA_d2_heldout100/373"", ""DA_d2_heldout100/404"", ""DA_d2_heldout200b/582"", ""DA_d2_heldout200b/628"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/636"", ""DA_d2_heldout200b/736"", ""DA_d2_heldout200b/741"", ""DA_d2_seq100/103"", ""DA_d2_seq100/177"", ""DA_d2_seq100/242"", ""DA_d2_seq100/87"", ""DA_d2_seq100/90"", ""DA_d2_seq100/99"", ""MCR_seq200b/251"", ""MCR_seq200b/266"", ""MCR_seq200b/272"", ""MCR_seq200b/275"", ""MCR_seq200b/330"", ""MCR_seq200b/342"", ""MCR_seq200b/371"", ""MCR_seq200b/381"", ""MCR_seq200b/394"", ""MCR_seq200b/403"", ""MCR_seq200b/424"", ""MCR_seq200b/450"", ""MCR_seq200b/460"", ""MCR_seq200b/466"", ""MCR_v1_seq100/119"", ""MCR_v1_seq100/17"", ""MCR_v1_seq100/19"", ""MCR_v1_seq100/22"", ""MCR_v1_seq100/33"", ""MCR_v1_seq100/40"", ""MCR_v1_seq100/64"", ""MCR_v1_seq100/65"", ""MCR_v1_seq100/75"", ""MCR_v1_seq100/93"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/142"", ""MCR_v2_seq100/143"", ""MCR_v2_seq100/168"", ""MCR_v2_seq100/245""]",5.37831811014966e-06,"[-0.24, -0.1]",case,primary,2.151327244059864e-05,5
E5,add_sibling5_vs_base4,base4,add_sibling5,typed_addition_5,ALL,legacy_chain,ita_case_paired,blinded_model_panel_sensitivity_not_root,200,0.695,0.49,-0.205,91,48,7,54,"[""DA_d2_heldout100/306"", ""DA_d2_heldout100/359"", ""DA_d2_heldout200b/529"", ""DA_d2_heldout200b/530"", ""MCR_seq200b/341"", ""MCR_seq200b/408"", ""MCR_v2_seq100/232""]","[""DA_d2_heldout100/259"", ""DA_d2_heldout100/270"", ""DA_d2_heldout100/341"", ""DA_d2_heldout100/404"", ""DA_d2_heldout200b/563"", ""DA_d2_heldout200b/582"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/741"", ""DA_d2_heldout200b/775"", ""DA_d2_seq100/103"", ""DA_d2_seq100/164"", ""DA_d2_seq100/177"", ""DA_d2_seq100/29"", ""DA_d2_seq100/90"", ""DA_d2_seq100/99"", ""MCR_seq200b/265"", ""MCR_seq200b/272"", ""MCR_seq200b/275"", ""MCR_seq200b/302"", ""MCR_seq200b/314"", ""MCR_seq200b/330"", ""MCR_seq200b/342"", ""MCR_seq200b/355"", ""MCR_seq200b/371"", ""MCR_seq200b/372"", ""MCR_seq200b/381"", ""MCR_seq200b/424"", ""MCR_seq200b/450"", ""MCR_seq200b/460"", ""MCR_seq200b/466"", ""MCR_v1_seq100/109"", ""MCR_v1_seq100/119"", ""MCR_v1_seq100/17"", ""MCR_v1_seq100/19"", ""MCR_v1_seq100/22"", ""MCR_v1_seq100/33"", ""MCR_v1_seq100/64"", ""MCR_v1_seq100/65"", ""MCR_v1_seq100/72"", ""MCR_v1_seq100/75"", ""MCR_v1_seq100/93"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/142"", ""MCR_v2_seq100/143"", ""MCR_v2_seq100/151"", ""MCR_v2_seq100/168"", ""MCR_v2_seq100/237"", ""MCR_v2_seq100/245""]",1.3087586125948292e-08,"[-0.27, -0.14]",case,primary,6.543793062974146e-08,5
E5,add_synonym5_vs_base4,base4,add_synonym5,typed_addition_5,ALL,legacy_chain,ita_case_paired,blinded_model_panel_sensitivity_not_root,200,0.695,0.56,-0.135,94,45,18,43,"[""DA_d2_heldout100/306"", ""DA_d2_heldout100/317"", ""DA_d2_heldout100/374"", ""DA_d2_heldout200b/589"", ""DA_d2_heldout200b/602"", ""DA_d2_heldout200b/653"", ""DA_d2_heldout200b/747"", ""DA_d2_seq100/188"", ""MCR_seq200b/279"", ""MCR_seq200b/341"", ""MCR_seq200b/354"", ""MCR_seq200b/405"", ""MCR_seq200b/408"", ""MCR_seq200b/461"", ""MCR_seq200b/468"", ""MCR_v1_seq100/94"", ""MCR_v2_seq100/165"", ""MCR_v2_seq100/232""]","[""DA_d2_heldout100/259"", ""DA_d2_heldout100/270"", ""DA_d2_heldout100/341"", ""DA_d2_heldout100/347"", ""DA_d2_heldout100/404"", ""DA_d2_heldout200b/582"", ""DA_d2_heldout200b/628"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/741"", ""DA_d2_seq100/103"", ""DA_d2_seq100/140"", ""DA_d2_seq100/177"", ""DA_d2_seq100/29"", ""DA_d2_seq100/90"", ""MCR_seq200b/251"", ""MCR_seq200b/272"", ""MCR_seq200b/275"", ""MCR_seq200b/312"", ""MCR_seq200b/314"", ""MCR_seq200b/339"", ""MCR_seq200b/358"", ""MCR_seq200b/371"", ""MCR_seq200b/381"", ""MCR_seq200b/424"", ""MCR_seq200b/450"", ""MCR_seq200b/460"", ""MCR_seq200b/466"", ""MCR_v1_seq100/109"", ""MCR_v1_seq100/119"", ""MCR_v1_seq100/17"", ""MCR_v1_seq100/19"", ""MCR_v1_seq100/22"", ""MCR_v1_seq100/26"", ""MCR_v1_seq100/33"", ""MCR_v1_seq100/41"", ""MCR_v1_seq100/64"", ""MCR_v1_seq100/65"", ""MCR_v1_seq100/72"", ""MCR_v1_seq100/75"", ""MCR_v1_seq100/93"", ""MCR_v2_seq100/142"", ""MCR_v2_seq100/143"", ""MCR_v2_seq100/168"", ""MCR_v2_seq100/245""]",0.0008980471786680215,"[-0.21, -0.06]",case,primary,0.001796094357336043,5
E5,add_unrelated5_vs_base4,base4,add_unrelated5,typed_addition_5,ALL,legacy_chain,ita_case_paired,blinded_model_panel_sensitivity_not_root,200,0.695,0.545,-0.15,99,40,10,51,"[""DA_d2_heldout100/359"", ""DA_d2_heldout100/367"", ""DA_d2_heldout100/374"", ""DA_d2_heldout100/375"", ""DA_d2_heldout200b/529"", ""DA_d2_heldout200b/589"", ""DA_d2_heldout200b/646"", ""MCR_seq200b/341"", ""MCR_seq200b/468"", ""MCR_v2_seq100/232""]","[""DA_d2_heldout100/270"", ""DA_d2_heldout100/341"", ""DA_d2_heldout100/373"", ""DA_d2_heldout100/404"", ""DA_d2_heldout200b/582"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/775"", ""DA_d2_seq100/103"", ""DA_d2_seq100/177"", ""DA_d2_seq100/242"", ""DA_d2_seq100/90"", ""MCR_seq200b/272"", ""MCR_seq200b/275"", ""MCR_seq200b/355"", ""MCR_seq200b/371"", ""MCR_seq200b/381"", ""MCR_seq200b/403"", ""MCR_seq200b/419"", ""MCR_seq200b/424"", ""MCR_seq200b/450"", ""MCR_seq200b/460"", ""MCR_seq200b/466"", ""MCR_v1_seq100/107"", ""MCR_v1_seq100/111"", ""MCR_v1_seq100/119"", ""MCR_v1_seq100/17"", ""MCR_v1_seq100/19"", ""MCR_v1_seq100/22"", ""MCR_v1_seq100/33"", ""MCR_v1_seq100/64"", ""MCR_v1_seq100/65"", ""MCR_v1_seq100/75"", ""MCR_v1_seq100/93"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/142"", ""MCR_v2_seq100/143"", ""MCR_v2_seq100/151"", ""MCR_v2_seq100/168"", ""MCR_v2_seq100/245""]",2.3861331676755526e-05,"[-0.22, -0.085]",case,primary,7.158399503026658e-05,5
E5,nested_width6_vs_base4,base4,nested_width6,width_ladder_3,ALL,legacy_chain,ita_case_paired,blinded_model_panel_sensitivity_not_root,200,0.695,0.5,-0.195,91,48,9,52,"[""DA_d2_heldout100/306"", ""DA_d2_heldout100/359"", ""DA_d2_heldout100/375"", ""DA_d2_heldout200b/529"", ""DA_d2_heldout200b/646"", ""DA_d2_heldout200b/653"", ""MCR_seq200b/279"", ""MCR_seq200b/341"", ""MCR_v2_seq100/232""]","[""DA_d2_heldout100/257"", ""DA_d2_heldout100/259"", ""DA_d2_heldout100/270"", ""DA_d2_heldout100/341"", ""DA_d2_heldout100/404"", ""DA_d2_heldout200b/582"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/741"", ""DA_d2_heldout200b/775"", ""DA_d2_seq100/103"", ""DA_d2_seq100/164"", ""DA_d2_seq100/177"", ""DA_d2_seq100/29"", ""DA_d2_seq100/90"", ""MCR_seq200b/251"", ""MCR_seq200b/265"", ""MCR_seq200b/272"", ""MCR_seq200b/275"", ""MCR_seq200b/288"", ""MCR_seq200b/302"", ""MCR_seq200b/314"", ""MCR_seq200b/355"", ""MCR_seq200b/371"", ""MCR_seq200b/372"", ""MCR_seq200b/375"", ""MCR_seq200b/381"", ""MCR_seq200b/403"", ""MCR_seq200b/424"", ""MCR_seq200b/450"", ""MCR_seq200b/460"", ""MCR_seq200b/466"", ""MCR_v1_seq100/107"", ""MCR_v1_seq100/119"", ""MCR_v1_seq100/17"", ""MCR_v1_seq100/18"", ""MCR_v1_seq100/19"", ""MCR_v1_seq100/22"", ""MCR_v1_seq100/33"", ""MCR_v1_seq100/64"", ""MCR_v1_seq100/65"", ""MCR_v1_seq100/93"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/142"", ""MCR_v2_seq100/143"", ""MCR_v2_seq100/151"", ""MCR_v2_seq100/168"", ""MCR_v2_seq100/245""]",1.520195229143262e-07,"[-0.265, -0.125]",case,primary,3.040390458286524e-07,3
E5,nested_width8_vs_base4,base4,nested_width8,width_ladder_3,ALL,legacy_chain,ita_case_paired,blinded_model_panel_sensitivity_not_root,200,0.695,0.435,-0.26,83,56,4,57,"[""DA_d2_heldout100/359"", ""DA_d2_heldout200b/529"", ""DA_d2_heldout200b/653"", ""MCR_v2_seq100/232""]","[""DA_d2_heldout100/257"", ""DA_d2_heldout100/259"", ""DA_d2_heldout100/270"", ""DA_d2_heldout100/341"", ""DA_d2_heldout100/404"", ""DA_d2_heldout200b/563"", ""DA_d2_heldout200b/582"", ""DA_d2_heldout200b/591"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/741"", ""DA_d2_seq100/103"", ""DA_d2_seq100/164"", ""DA_d2_seq100/177"", ""DA_d2_seq100/29"", ""DA_d2_seq100/87"", ""DA_d2_seq100/90"", ""MCR_seq200b/257"", ""MCR_seq200b/265"", ""MCR_seq200b/271"", ""MCR_seq200b/272"", ""MCR_seq200b/275"", ""MCR_seq200b/288"", ""MCR_seq200b/302"", ""MCR_seq200b/330"", ""MCR_seq200b/342"", ""MCR_seq200b/358"", ""MCR_seq200b/371"", ""MCR_seq200b/381"", ""MCR_seq200b/403"", ""MCR_seq200b/419"", ""MCR_seq200b/424"", ""MCR_seq200b/436"", ""MCR_seq200b/450"", ""MCR_seq200b/460"", ""MCR_seq200b/466"", ""MCR_v1_seq100/107"", ""MCR_v1_seq100/109"", ""MCR_v1_seq100/119"", ""MCR_v1_seq100/17"", ""MCR_v1_seq100/18"", ""MCR_v1_seq100/19"", ""MCR_v1_seq100/22"", ""MCR_v1_seq100/33"", ""MCR_v1_seq100/42"", ""MCR_v1_seq100/64"", ""MCR_v1_seq100/65"", ""MCR_v1_seq100/72"", ""MCR_v1_seq100/93"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/142"", ""MCR_v2_seq100/143"", ""MCR_v2_seq100/151"", ""MCR_v2_seq100/168"", ""MCR_v2_seq100/237"", ""MCR_v2_seq100/245""]",9.084503982403902e-13,"[-0.325, -0.19]",case,primary,2.7253511947211706e-12,3
E5,remove_non_gold3_vs_base4,base4,remove_non_gold3,pruning_secondary_1,ALL,legacy_chain,ita_case_paired,blinded_model_panel_sensitivity_not_root,200,0.695,0.77,0.075,126,13,28,33,"[""DA_d2_heldout100/306"", ""DA_d2_heldout100/317"", ""DA_d2_heldout100/328"", ""DA_d2_heldout100/359"", ""DA_d2_heldout100/367"", ""DA_d2_heldout100/452"", ""DA_d2_heldout200b/497"", ""DA_d2_heldout200b/498"", ""DA_d2_heldout200b/530"", ""DA_d2_heldout200b/569"", ""DA_d2_heldout200b/586"", ""DA_d2_heldout200b/589"", ""DA_d2_heldout200b/602"", ""DA_d2_heldout200b/603"", ""DA_d2_heldout200b/645"", ""DA_d2_heldout200b/646"", ""MCR_seq200b/319"", ""MCR_seq200b/327"", ""MCR_seq200b/338"", ""MCR_seq200b/341"", ""MCR_seq200b/408"", ""MCR_seq200b/413"", ""MCR_seq200b/461"", ""MCR_seq200b/468"", ""MCR_v1_seq100/23"", ""MCR_v1_seq100/5"", ""MCR_v2_seq100/210"", ""MCR_v2_seq100/232""]","[""DA_d2_heldout200b/490"", ""DA_d2_heldout200b/583"", ""DA_d2_heldout200b/628"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/741"", ""DA_d2_heldout200b/769"", ""DA_d2_heldout200b/775"", ""DA_d2_seq100/242"", ""MCR_seq200b/403"", ""MCR_seq200b/460"", ""MCR_seq200b/466"", ""MCR_v1_seq100/40"", ""MCR_v1_seq100/65""]",0.027533155829587486,"[0.015, 0.135]",case,primary,0.027533155829587486,1
E5,add_component5_vs_base4,base4,add_component5,typed_addition_5,ALL,safe_exact,ita_case_paired,blinded_model_panel_sensitivity_not_root,200,0.68,0.55,-0.13,95,41,15,49,"[""DA_d2_heldout100/302"", ""DA_d2_heldout100/306"", ""DA_d2_heldout100/329"", ""DA_d2_heldout100/374"", ""DA_d2_heldout100/452"", ""DA_d2_heldout200b/529"", ""DA_d2_heldout200b/530"", ""DA_d2_heldout200b/589"", ""DA_d2_heldout200b/646"", ""MCR_seq200b/341"", ""MCR_seq200b/405"", ""MCR_seq200b/408"", ""MCR_seq200b/413"", ""MCR_seq200b/468"", ""MCR_v2_seq100/232""]","[""DA_d2_heldout100/270"", ""DA_d2_heldout100/341"", ""DA_d2_heldout100/404"", ""DA_d2_heldout200b/488"", ""DA_d2_heldout200b/490"", ""DA_d2_heldout200b/582"", ""DA_d2_heldout200b/775"", ""DA_d2_seq100/103"", ""DA_d2_seq100/177"", ""DA_d2_seq100/220"", ""DA_d2_seq100/29"", ""DA_d2_seq100/90"", ""MCR_seq200b/272"", ""MCR_seq200b/275"", ""MCR_seq200b/283"", ""MCR_seq200b/330"", ""MCR_seq200b/356"", ""MCR_seq200b/371"", ""MCR_seq200b/381"", ""MCR_seq200b/403"", ""MCR_seq200b/420"", ""MCR_seq200b/424"", ""MCR_seq200b/460"", ""MCR_seq200b/466"", ""MCR_v1_seq100/107"", ""MCR_v1_seq100/109"", ""MCR_v1_seq100/119"", ""MCR_v1_seq100/17"", ""MCR_v1_seq100/19"", ""MCR_v1_seq100/22"", ""MCR_v1_seq100/33"", ""MCR_v1_seq100/64"", ""MCR_v1_seq100/65"", ""MCR_v1_seq100/75"", ""MCR_v1_seq100/93"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/142"", ""MCR_v2_seq100/143"", ""MCR_v2_seq100/151"", ""MCR_v2_seq100/168"", ""MCR_v2_seq100/245""]",0.0006855641563783821,"[-0.2, -0.06]",case,primary,0.0013711283127567642,5
E5,add_parent5_vs_base4,base4,add_parent5,typed_addition_5,ALL,safe_exact,ita_case_paired,blinded_model_panel_sensitivity_not_root,200,0.68,0.48,-0.2,86,50,10,54,"[""DA_d2_heldout100/302"", ""DA_d2_heldout100/306"", ""DA_d2_heldout100/359"", ""DA_d2_heldout100/367"", ""DA_d2_heldout200b/529"", ""DA_d2_heldout200b/645"", ""MCR_seq200b/279"", ""MCR_seq200b/341"", ""MCR_seq200b/408"", ""MCR_v2_seq100/232""]","[""DA_d2_heldout100/270"", ""DA_d2_heldout100/341"", ""DA_d2_heldout100/373"", ""DA_d2_heldout100/404"", ""DA_d2_heldout200b/507"", ""DA_d2_heldout200b/582"", ""DA_d2_heldout200b/628"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/636"", ""DA_d2_heldout200b/736"", ""DA_d2_heldout200b/741"", ""DA_d2_seq100/103"", ""DA_d2_seq100/15"", ""DA_d2_seq100/177"", ""DA_d2_seq100/242"", ""DA_d2_seq100/87"", ""DA_d2_seq100/90"", ""DA_d2_seq100/99"", ""MCR_seq200b/251"", ""MCR_seq200b/266"", ""MCR_seq200b/272"", ""MCR_seq200b/275"", ""MCR_seq200b/302"", ""MCR_seq200b/330"", ""MCR_seq200b/342"", ""MCR_seq200b/371"", ""MCR_seq200b/381"", ""MCR_seq200b/394"", ""MCR_seq200b/403"", ""MCR_seq200b/420"", ""MCR_seq200b/424"", ""MCR_seq200b/460"", ""MCR_seq200b/466"", ""MCR_v1_seq100/119"", ""MCR_v1_seq100/17"", ""MCR_v1_seq100/19"", ""MCR_v1_seq100/22"", ""MCR_v1_seq100/33"", ""MCR_v1_seq100/40"", ""MCR_v1_seq100/64"", ""MCR_v1_seq100/65"", ""MCR_v1_seq100/72"", ""MCR_v1_seq100/75"", ""MCR_v1_seq100/93"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/142"", ""MCR_v2_seq100/143"", ""MCR_v2_seq100/168"", ""MCR_v2_seq100/237"", ""MCR_v2_seq100/245""]",1.6163814566157175e-07,"[-0.27, -0.13]",case,primary,6.46552582646287e-07,5
E5,add_sibling5_vs_base4,base4,add_sibling5,typed_addition_5,ALL,safe_exact,ita_case_paired,blinded_model_panel_sensitivity_not_root,200,0.68,0.46,-0.22,85,51,7,57,"[""DA_d2_heldout100/306"", ""DA_d2_heldout100/359"", ""DA_d2_heldout200b/529"", ""DA_d2_heldout200b/530"", ""MCR_seq200b/341"", ""MCR_seq200b/408"", ""MCR_v2_seq100/232""]","[""DA_d2_heldout100/259"", ""DA_d2_heldout100/270"", ""DA_d2_heldout100/341"", ""DA_d2_heldout100/404"", ""DA_d2_heldout200b/507"", ""DA_d2_heldout200b/563"", ""DA_d2_heldout200b/574"", ""DA_d2_heldout200b/582"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/741"", ""DA_d2_heldout200b/775"", ""DA_d2_seq100/103"", ""DA_d2_seq100/164"", ""DA_d2_seq100/177"", ""DA_d2_seq100/29"", ""DA_d2_seq100/90"", ""DA_d2_seq100/99"", ""MCR_seq200b/265"", ""MCR_seq200b/272"", ""MCR_seq200b/275"", ""MCR_seq200b/283"", ""MCR_seq200b/302"", ""MCR_seq200b/314"", ""MCR_seq200b/330"", ""MCR_seq200b/342"", ""MCR_seq200b/355"", ""MCR_seq200b/371"", ""MCR_seq200b/372"", ""MCR_seq200b/381"", ""MCR_seq200b/420"", ""MCR_seq200b/424"", ""MCR_seq200b/460"", ""MCR_seq200b/466"", ""MCR_v1_seq100/109"", ""MCR_v1_seq100/119"", ""MCR_v1_seq100/17"", ""MCR_v1_seq100/19"", ""MCR_v1_seq100/22"", ""MCR_v1_seq100/33"", ""MCR_v1_seq100/64"", ""MCR_v1_seq100/65"", ""MCR_v1_seq100/72"", ""MCR_v1_seq100/75"", ""MCR_v1_seq100/93"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/142"", ""MCR_v2_seq100/143"", ""MCR_v2_seq100/151"", ""MCR_v2_seq100/168"", ""MCR_v2_seq100/237"", ""MCR_v2_seq100/245""]",2.402164578363397e-09,"[-0.29, -0.15]",case,primary,1.2010822891816986e-08,5
E5,add_synonym5_vs_base4,base4,add_synonym5,typed_addition_5,ALL,safe_exact,ita_case_paired,blinded_model_panel_sensitivity_not_root,200,0.68,0.545,-0.135,90,46,19,45,"[""DA_d2_heldout100/302"", ""DA_d2_heldout100/306"", ""DA_d2_heldout100/317"", ""DA_d2_heldout100/374"", ""DA_d2_heldout200b/589"", ""DA_d2_heldout200b/602"", ""DA_d2_heldout200b/653"", ""DA_d2_heldout200b/747"", ""DA_d2_seq100/188"", ""MCR_seq200b/279"", ""MCR_seq200b/341"", ""MCR_seq200b/354"", ""MCR_seq200b/405"", ""MCR_seq200b/408"", ""MCR_seq200b/461"", ""MCR_seq200b/468"", ""MCR_v1_seq100/94"", ""MCR_v2_seq100/165"", ""MCR_v2_seq100/232""]","[""DA_d2_heldout100/259"", ""DA_d2_heldout100/270"", ""DA_d2_heldout100/341"", ""DA_d2_heldout100/347"", ""DA_d2_heldout100/404"", ""DA_d2_heldout200b/507"", ""DA_d2_heldout200b/582"", ""DA_d2_heldout200b/628"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/741"", ""DA_d2_seq100/103"", ""DA_d2_seq100/140"", ""DA_d2_seq100/177"", ""DA_d2_seq100/29"", ""DA_d2_seq100/90"", ""DA_d2_seq100/99"", ""MCR_seq200b/251"", ""MCR_seq200b/272"", ""MCR_seq200b/275"", ""MCR_seq200b/312"", ""MCR_seq200b/314"", ""MCR_seq200b/339"", ""MCR_seq200b/358"", ""MCR_seq200b/371"", ""MCR_seq200b/381"", ""MCR_seq200b/424"", ""MCR_seq200b/460"", ""MCR_seq200b/466"", ""MCR_v1_seq100/109"", ""MCR_v1_seq100/119"", ""MCR_v1_seq100/17"", ""MCR_v1_seq100/19"", ""MCR_v1_seq100/22"", ""MCR_v1_seq100/26"", ""MCR_v1_seq100/33"", ""MCR_v1_seq100/41"", ""MCR_v1_seq100/64"", ""MCR_v1_seq100/65"", ""MCR_v1_seq100/72"", ""MCR_v1_seq100/75"", ""MCR_v1_seq100/93"", ""MCR_v2_seq100/142"", ""MCR_v2_seq100/143"", ""MCR_v2_seq100/168"", ""MCR_v2_seq100/245""]",0.0010900838044475788,"[-0.21, -0.06]",case,primary,0.0013711283127567642,5
E5,add_unrelated5_vs_base4,base4,add_unrelated5,typed_addition_5,ALL,safe_exact,ita_case_paired,blinded_model_panel_sensitivity_not_root,200,0.68,0.53,-0.15,94,42,12,52,"[""DA_d2_heldout100/302"", ""DA_d2_heldout100/359"", ""DA_d2_heldout100/367"", ""DA_d2_heldout100/374"", ""DA_d2_heldout100/375"", ""DA_d2_heldout200b/529"", ""DA_d2_heldout200b/589"", ""DA_d2_heldout200b/646"", ""MCR_seq200b/341"", ""MCR_seq200b/384"", ""MCR_seq200b/468"", ""MCR_v2_seq100/232""]","[""DA_d2_heldout100/270"", ""DA_d2_heldout100/341"", ""DA_d2_heldout100/373"", ""DA_d2_heldout100/404"", ""DA_d2_heldout200b/507"", ""DA_d2_heldout200b/582"", ""DA_d2_heldout200b/630"", ""DA_d2_heldout200b/723"", ""DA_d2_heldout200b/775"", ""DA_d2_seq100/103"", ""DA_d2_seq100/15"", ""DA_d2_seq100/177"", ""DA_d2_seq100/242"", ""DA_d2_seq100/90"", ""MCR_seq200b/272"", ""MCR_seq200b/275"", ""MCR_seq200b/355"", ""MCR_seq200b/371"", ""MCR_seq200b/381"", ""MCR_seq200b/403"", ""MCR_seq200b/419"", ""MCR_seq200b/420"", ""MCR_seq200b/424"", ""MCR_seq200b/460"", ""MCR_seq200b/466"", ""MCR_v1_seq100/107"", ""MCR_v1_seq100/111"", ""MCR_v1_seq100/119"", ""MCR_v1_seq100/17"", ""MCR_v1_seq100/19"", ""MCR_v1_seq100/22"", ""MCR_v1_seq100/33"", ""MCR_v1_seq100/64"", ""MCR_v1_seq100/65"", ""MCR_v1_seq100/75"", ""MCR_v1_seq100/93"", ""MCR_v2_seq100/140"", ""MCR_v2_seq100/142"", ""MCR_v2_seq100/143"", ""MCR_v2_seq100/151"", ""MCR_v2_seq100/168"", ""MCR_v2_seq100/245""]",5.2094472007935266e-05,"[-0.22, -0.08]",case,primary,0.0001562834160238058,5
