symptom_uuid,condition_snomed_id,likelihood_symptom_given_condition,likelihood_condition_given_symptom,strong_predictor
49ec2303-63d2-4e0b-ac7d-34fa090fbd10,310701003,high,low,
4720607a-a65c-11eb-8d02-1e003a340630,310701003,low,low,
4728ddae-a65c-11eb-8d02-1e003a340630,310701003,medium,low,
4783a9dc-a65c-11eb-8d02-1e003a340630,310701003,low,low,
e2f2e3c4-d456-11eb-a77f-1e003a340630,310701003,high,medium,
471f987a-a65c-11eb-8d02-1e003a340630,310701003,medium,low,
1a3d82f4-c9ca-44b9-bd4f-4ce5fc7b2a0f,310701003,very_high,high,
47a7ab20-a65c-11eb-8d02-1e003a340630,310701003,high,low,
a7046846-b319-11eb-82fd-1e003a340631,310701003,medium,medium,
95af793b-aa1d-4126-89de-5dd24b91d830,310701003,high,low,
a7046738-b319-11eb-82fd-1e003a340631,310701003,high,medium,
47826efa-a65c-11eb-8d02-1e003a340630,310701003,high,low,
e2f2e248-d456-11eb-a77f-1e003a340630,310701003,high,low,
e2f2a7ce-d456-11eb-a77f-1e003a340630,310701003,low,low,
e2f2e306-d456-11eb-a77f-1e003a340630,310701003,high,low,
477d7cce-a65c-11eb-8d02-1e003a340630,310701003,high,low,
4752ec02-a65c-11eb-8d02-1e003a340630,128209004,medium,medium,
6bcb574b-a1e8-4848-b36a-975bf1f74e93,128209004,high,medium,
473569ac-a65c-11eb-8d02-1e003a340630,128209004,low,low,
9750a505-6bd6-4b7e-a457-d15a0407862f,128209004,high,medium,
31ce0ea4-00f1-40f3-9a2b-922a30148d1b,128209004,high,medium,
a3fb7788-36b4-49b7-b3f9-b85f1408f54e,128209004,low,low,
47364610-a65c-11eb-8d02-1e003a340630,128209004,low,low,
429234f1-830d-46e4-82c7-465f189d6203,128209004,high,medium,
478a382e-a65c-11eb-8d02-1e003a340630,128209004,low,low,
3203bb98-28f0-4c5c-9c5b-adc989bf2f57,128209004,low,low,
4751fe78-a65c-11eb-8d02-1e003a340630,128209004,medium,medium,
4dc9f2b3-c84f-49fd-87f4-a5e2e16062b8,128209004,high,medium,
1fd426c2-af36-11eb-8fc3-1e003a340631,128209004,high,low,
47618474-a65c-11eb-8d02-1e003a340630,128209004,medium,medium,
477c3b2a-a65c-11eb-8d02-1e003a340630,128209004,medium,medium,
477160ba-a65c-11eb-8d02-1e003a340630,128209004,high,medium,
47705ff8-a65c-11eb-8d02-1e003a340630,128209004,high,medium,
47701066-a65c-11eb-8d02-1e003a340630,128209004,high,medium,
8415edb6-ebf7-4460-baee-cf7ba996762a,128209004,high,medium,
443b75e1-6aa5-44d7-bb77-c08373fcf4c5,128209004,high,medium,
4b0086ce-7b51-4f4a-a282-b4ed9c8b4a2c,128209004,high,medium,
90248a87-b169-41a1-bf06-94f414efaeec,128209004,high,medium,
4765de3e-a65c-11eb-8d02-1e003a340630,128209004,medium,medium,
0ad1cc20-252e-11ec-832a-1e003a340631,128209004,low,low,
4762ae76-a65c-11eb-8d02-1e003a340630,128209004,medium,medium,
47708776-a65c-11eb-8d02-1e003a340630,128209004,high,medium,
b113f4b6-c087-11eb-9e58-1e003a340631,128209004,high,medium,
477a4cb6-a65c-11eb-8d02-1e003a340630,128209004,low,rare,
476aa946-a65c-11eb-8d02-1e003a340630,128209004,medium,medium,
4769e268-a65c-11eb-8d02-1e003a340630,128209004,medium,medium,
5ea4770b-d4c3-4c87-9ed6-75d4c3c09269,128209004,high,medium,
4764b3d8-a65c-11eb-8d02-1e003a340630,128209004,medium,medium,
47714cec-a65c-11eb-8d02-1e003a340630,128209004,low,medium,
40043fbd-7ac3-4610-a632-3dd09031b426,128209004,high,medium,
1856e42b-037b-47ca-8dfa-de7e5b17abaa,128209004,high,medium,
a6fb9b9e-b319-11eb-82fd-1e003a340631,792004,medium,rare,
212d6c3b-54e8-45ed-adbb-5a60f5e83b0c,792004,high,low,
477cc9d2-a65c-11eb-8d02-1e003a340630,792004,medium,medium,
475e43c2-a65c-11eb-8d02-1e003a340630,792004,medium,low,
4759a308-a65c-11eb-8d02-1e003a340630,792004,medium,rare,
a700ced4-b319-11eb-82fd-1e003a340631,792004,high,medium,
477a4cb6-a65c-11eb-8d02-1e003a340630,792004,low,rare,
a6febbc6-b319-11eb-82fd-1e003a340631,792004,low,low,
e2f2d820-d456-11eb-a77f-1e003a340630,792004,high,low,
478a8702-a65c-11eb-8d02-1e003a340630,792004,medium,medium,
475e92fa-a65c-11eb-8d02-1e003a340630,792004,medium,low,
1fd54214-af36-11eb-8fc3-1e003a340631,792004,medium,rare,
763e766d-a653-4d61-bd58-c24699eeb5cf,792004,medium,medium,
e2f2d690-d456-11eb-a77f-1e003a340630,792004,high,low,
a701a8f4-b319-11eb-82fd-1e003a340631,792004,medium,rare,
477b7596-a65c-11eb-8d02-1e003a340630,792004,medium,low,
477886ec-a65c-11eb-8d02-1e003a340630,792004,medium,low,
477c4fe8-a65c-11eb-8d02-1e003a340630,792004,medium,low,
477da4b0-a65c-11eb-8d02-1e003a340630,792004,low,low,
478233fe-a65c-11eb-8d02-1e003a340630,792004,high,medium,
dc8cbf96-0740-4bb2-87b9-adde37a27a51,792004,medium,medium,
47856fba-a65c-11eb-8d02-1e003a340630,792004,high,low,
a6fe5cda-b319-11eb-82fd-1e003a340631,792004,medium,medium,
4746df52-a65c-11eb-8d02-1e003a340630,237722004,high,medium,
475b7ca0-a65c-11eb-8d02-1e003a340630,237722004,medium,low,
47826efa-a65c-11eb-8d02-1e003a340630,237722004,low,low,
8f6688fe-b97c-11eb-8741-1e003a340631,237722004,low,low,
ea0b61a3-7451-4647-a846-6b323fddedfe,237722004,high,high,
a700e874-b319-11eb-82fd-1e003a340631,237722004,low,low,
4720607a-a65c-11eb-8d02-1e003a340630,237722004,medium,medium,
a6fbe40a-b319-11eb-82fd-1e003a340631,237722004,medium,low,
47801f1a-a65c-11eb-8d02-1e003a340630,237722004,medium,medium,
4759b6d6-a65c-11eb-8d02-1e003a340630,237722004,high,medium,
332938a6-5dc9-468d-a039-1cf4605f02da,237722004,medium,low,
aac6ea51-3995-4693-a3b1-805b969bd28e,237722004,medium,low,
475b68f0-a65c-11eb-8d02-1e003a340630,237722004,high,medium,
47838268-a65c-11eb-8d02-1e003a340630,237722004,medium,medium,
1fd516a4-af36-11eb-8fc3-1e003a340631,237722004,medium,medium,
93e31744-ec7d-451b-be61-b70c2bb1c3ca,237722004,medium,medium,
2bc7e0f5-e3b9-4152-917b-6505673f3215,237722004,medium,medium,
3203bb98-28f0-4c5c-9c5b-adc989bf2f57,237722004,medium,medium,
0ad1cc20-252e-11ec-832a-1e003a340631,237722004,low,medium,
4783bd96-a65c-11eb-8d02-1e003a340630,237722004,low,low,
33a1379a-375c-11ec-b008-1e003a340631,237722004,high,medium,
47587b0e-a65c-11eb-8d02-1e003a340630,237722004,low,low,
1fd47776-af36-11eb-8fc3-1e003a340631,237722004,medium,medium,
4721e03a-a65c-11eb-8d02-1e003a340630,237722004,medium,low,
473aa656-a65c-11eb-8d02-1e003a340630,237722004,high,medium,
4b0086ce-7b51-4f4a-a282-b4ed9c8b4a2c,3868,low,low,
429234f1-830d-46e4-82c7-465f189d6203,3868,low,low,
47705ff8-a65c-11eb-8d02-1e003a340630,3868,high,medium,
473914a8-a65c-11eb-8d02-1e003a340630,3868,medium,rare,
c4bd049d-37a4-4ddf-b01f-bbdfb831fc58,3868,medium,medium,
ecd60c09-6b99-4a7c-aaf0-384a6b829a4a,3868,low,low,
475e92fa-a65c-11eb-8d02-1e003a340630,3868,low,low,
47714cec-a65c-11eb-8d02-1e003a340630,3868,high,medium,
47708776-a65c-11eb-8d02-1e003a340630,3868,high,medium,
1fd426c2-af36-11eb-8fc3-1e003a340631,3868,high,medium,
595e42b4-1c38-49a3-b69d-80721a16d55c,3868,low,low,
477da4b0-a65c-11eb-8d02-1e003a340630,3868,medium,low,
475e43c2-a65c-11eb-8d02-1e003a340630,3868,low,low,
5ea4770b-d4c3-4c87-9ed6-75d4c3c09269,3868,low,low,
0ad1cc20-252e-11ec-832a-1e003a340631,3868,low,low,
6bcb574b-a1e8-4848-b36a-975bf1f74e93,3868,low,low,
47701066-a65c-11eb-8d02-1e003a340630,3868,high,medium,
5a206ee4-a8ad-4843-b7be-18bc5fbca7dc,3868,medium,medium,
a6febbc6-b319-11eb-82fd-1e003a340631,3868,medium,low,
90248a87-b169-41a1-bf06-94f414efaeec,3868,low,low,
477160ba-a65c-11eb-8d02-1e003a340630,3868,high,medium,
443b75e1-6aa5-44d7-bb77-c08373fcf4c5,3868,low,low,
4770af76-a65c-11eb-8d02-1e003a340630,3868,high,medium,
10a92d15-ec49-4d37-aadf-4ac146152c48,3868,medium,rare,
477d691e-a65c-11eb-8d02-1e003a340630,3868,medium,low,
40043fbd-7ac3-4610-a632-3dd09031b426,3868,low,low,
8415edb6-ebf7-4460-baee-cf7ba996762a,3868,low,low,
31ce0ea4-00f1-40f3-9a2b-922a30148d1b,3868,low,low,
4dc9f2b3-c84f-49fd-87f4-a5e2e16062b8,3868,low,low,
477f1e26-a65c-11eb-8d02-1e003a340630,3868,low,low,
1856e42b-037b-47ca-8dfa-de7e5b17abaa,3868,low,low,
9750a505-6bd6-4b7e-a457-d15a0407862f,3868,low,low,
9b77c164-57df-42cb-8d07-69a0f5b5b9da,60380001,medium,medium,
3b81ccb3-7859-49ed-bf18-d44a32e713b1,60380001,high,high,
b965476f-7375-4a5b-8848-25661bde4084,60380001,high,high,
3ec1894f-e1c7-4760-8832-c95abe3dda84,60380001,high,high,
1fd54214-af36-11eb-8fc3-1e003a340631,60380001,medium,medium,
10a92d15-ec49-4d37-aadf-4ac146152c48,60380001,medium,medium,
4759a308-a65c-11eb-8d02-1e003a340630,60380001,medium,medium,
6d26d814-705f-453b-8d5f-492e44cc393c,60380001,very_high,very_high,1
47832052-a65c-11eb-8d02-1e003a340630,60380001,medium,medium,
4781953e-a65c-11eb-8d02-1e003a340630,60380001,medium,low,
6482c785-e3b8-47a5-a13d-81b5e7e7d6df,60380001,very_high,very_high,1
477f9464-a65c-11eb-8d02-1e003a340630,60380001,high,medium,
1fd47776-af36-11eb-8fc3-1e003a340631,60380001,medium,medium,
a6fca9d0-b319-11eb-82fd-1e003a340631,60380001,medium,medium,
a7013540-b319-11eb-82fd-1e003a340631,60380001,medium,medium,
278b6db8-fa25-4417-b27e-a2dece02b07d,60380001,high,high,
1fd4990e-af36-11eb-8fc3-1e003a340631,60380001,very_high,high,
a7008b04-b319-11eb-82fd-1e003a340631,60380001,medium,low,
5eee9ec1-d2e0-4430-bdee-6dfd61962316,60380001,very_high,very_high,1
a701a8f4-b319-11eb-82fd-1e003a340631,60380001,medium,medium,
4720607a-a65c-11eb-8d02-1e003a340630,60380001,medium,medium,
332938a6-5dc9-468d-a039-1cf4605f02da,60380001,medium,medium,
473914a8-a65c-11eb-8d02-1e003a340630,60380001,medium,medium,
b5c7de27-570a-44b2-9194-3ee64aae6e48,26039008,medium,low,
32bfc89e-3362-11ec-a716-1e003a340631,26039008,medium,high,
1fd426c2-af36-11eb-8fc3-1e003a340631,26039008,very_high,high,
47860ccc-a65c-11eb-8d02-1e003a340630,26039008,high,low,
49ec2303-63d2-4e0b-ac7d-34fa090fbd10,26039008,high,low,
47708776-a65c-11eb-8d02-1e003a340630,26039008,high,high,
477a254c-a65c-11eb-8d02-1e003a340630,26039008,high,medium,
4772af74-a65c-11eb-8d02-1e003a340630,26039008,very_high,low,
477c3b2a-a65c-11eb-8d02-1e003a340630,26039008,medium,low,
474755e0-a65c-11eb-8d02-1e003a340630,26039008,medium,low,
472878c8-a65c-11eb-8d02-1e003a340630,26039008,low,low,
47318cce-a65c-11eb-8d02-1e003a340630,26039008,medium,low,
4780e42c-a65c-11eb-8d02-1e003a340630,26039008,medium,low,
47701066-a65c-11eb-8d02-1e003a340630,26039008,medium,low,
4737ee0c-a65c-11eb-8d02-1e003a340630,26039008,medium,low,
7be82451-234a-44c4-8fbb-77d4cab174ae,26039008,low,medium,
4783a9dc-a65c-11eb-8d02-1e003a340630,26039008,very_high,low,
4726f7fa-a65c-11eb-8d02-1e003a340630,26039008,low,zero,
4720607a-a65c-11eb-8d02-1e003a340630,26039008,high,low,
473569ac-a65c-11eb-8d02-1e003a340630,26039008,medium,zero,
47483014-a65c-11eb-8d02-1e003a340630,26039008,low,zero,
47826efa-a65c-11eb-8d02-1e003a340630,26039008,high,low,
477c4fe8-a65c-11eb-8d02-1e003a340630,26039008,high,medium,
e378da32-d65e-484d-b3a6-74fcc2cada74,26039008,high,medium,
47587b0e-a65c-11eb-8d02-1e003a340630,26039008,medium,medium,
a70173ca-b319-11eb-82fd-1e003a340631,26039008,high,low,
477b7596-a65c-11eb-8d02-1e003a340630,26039008,high,medium,
e2f2c7b8-d456-11eb-a77f-1e003a340630,26039008,high,low,
4789c178-a65c-11eb-8d02-1e003a340630,26039008,medium,medium,
4735f534-a65c-11eb-8d02-1e003a340630,28651003,medium,medium,
a3fb7788-36b4-49b7-b3f9-b85f1408f54e,28651003,very_high,very_high,1
6f296b2e-c962-4c1b-b08b-d26b5c4aef16,28651003,very_high,high,
3203bb98-28f0-4c5c-9c5b-adc989bf2f57,28651003,high,low,
473569ac-a65c-11eb-8d02-1e003a340630,28651003,high,low,
1fd3a54e-af36-11eb-8fc3-1e003a340631,28651003,high,low,
473914a8-a65c-11eb-8d02-1e003a340630,28651003,low,low,
b5c7de27-570a-44b2-9194-3ee64aae6e48,28651003,low,low,
47365a42-a65c-11eb-8d02-1e003a340630,28651003,high,high,
f3ceaef4-6366-47f2-b58a-9a4d32eba61d,28651003,medium,low,
47364610-a65c-11eb-8d02-1e003a340630,28651003,very_high,very_high,1
4735e18e-a65c-11eb-8d02-1e003a340630,28651003,high,medium,
47483014-a65c-11eb-8d02-1e003a340630,28651003,low,low,
474224b2-a65c-11eb-8d02-1e003a340630,71760005,medium,medium,
4722ac2c-a65c-11eb-8d02-1e003a340630,71760005,very_high,very_high,1
4720607a-a65c-11eb-8d02-1e003a340630,71760005,high,low,
4721b060-a65c-11eb-8d02-1e003a340630,71760005,very_high,high,
2f0cec03-15b9-4a0a-94f3-bc05db5f9f2e,71760005,high,medium,
476d100a-a65c-11eb-8d02-1e003a340630,71760005,medium,low,
47210a20-a65c-11eb-8d02-1e003a340630,71760005,high,low,
18f4d725-0cfe-46d5-94f5-b5947be760e2,71760005,high,high,
4720779a-a65c-11eb-8d02-1e003a340630,71760005,high,low,
275cca7d-42f4-423f-8e29-aa7973b79f92,71760005,very_high,high,
476c72c6-a65c-11eb-8d02-1e003a340630,71760005,medium,low,
47217f78-a65c-11eb-8d02-1e003a340630,71760005,low,low,
47216948-a65c-11eb-8d02-1e003a340630,71760005,high,medium,
47220b14-a65c-11eb-8d02-1e003a340630,71760005,very_high,medium,
472151f6-a65c-11eb-8d02-1e003a340630,71760005,high,medium,
25c194c4-b7cd-4855-812b-9dd8802cab2f,71760005,very_high,medium,
5bc41c5d-b791-4bc0-beb3-38cd1df81fc5,71760005,medium,medium,
477a4cb6-a65c-11eb-8d02-1e003a340630,71760005,low,low,
d2810a02-7a31-4aec-bc03-f132f50dc694,71760005,very_high,very_high,1
d91cc7da-3c91-4693-8772-4191c0a70f5e,71760005,high,high,
0ad15a1a-252e-11ec-832a-1e003a340631,71760005,high,low,
47587b0e-a65c-11eb-8d02-1e003a340630,74351001,high,low,
4780e42c-a65c-11eb-8d02-1e003a340630,74351001,high,low,
4785f93a-a65c-11eb-8d02-1e003a340630,74351001,medium,low,
47386634-a65c-11eb-8d02-1e003a340630,74351001,very_high,medium,
4730007a-a65c-11eb-8d02-1e003a340630,74351001,medium,medium,
477a608e-a65c-11eb-8d02-1e003a340630,74351001,medium,low,
47849676-a65c-11eb-8d02-1e003a340630,74351001,high,low,
47308b9e-a65c-11eb-8d02-1e003a340630,74351001,very_high,low,
b5c7de27-570a-44b2-9194-3ee64aae6e48,74351001,high,low,
477c793c-a65c-11eb-8d02-1e003a340630,74351001,low,low,
4736971e-a65c-11eb-8d02-1e003a340630,74351001,low,low,
47a7d280-a65c-11eb-8d02-1e003a340630,74351001,medium,low,
471a08ec-a65c-11eb-8d02-1e003a340630,74351001,medium,low,
47172c6c-a65c-11eb-8d02-1e003a340630,74351001,medium,low,
4737ee0c-a65c-11eb-8d02-1e003a340630,74351001,high,low,
473063b2-a65c-11eb-8d02-1e003a340630,74351001,high,low,
471a5f04-a65c-11eb-8d02-1e003a340630,74351001,high,low,
473914a8-a65c-11eb-8d02-1e003a340630,74351001,medium,low,
4720607a-a65c-11eb-8d02-1e003a340630,74351001,low,low,
4735e18e-a65c-11eb-8d02-1e003a340630,127295002,high,very_high,1
477f9464-a65c-11eb-8d02-1e003a340630,127295002,very_high,medium,
47860ccc-a65c-11eb-8d02-1e003a340630,127295002,low,low,
477c793c-a65c-11eb-8d02-1e003a340630,127295002,high,low,
47714cec-a65c-11eb-8d02-1e003a340630,127295002,high,medium,
4737ee0c-a65c-11eb-8d02-1e003a340630,127295002,medium,low,
47385216-a65c-11eb-8d02-1e003a340630,127295002,medium,medium,
4759a308-a65c-11eb-8d02-1e003a340630,127295002,low,low,
47701066-a65c-11eb-8d02-1e003a340630,127295002,high,low,
477160ba-a65c-11eb-8d02-1e003a340630,127295002,high,medium,
1bd99d67-839e-4d37-a007-6f3ed10751ca,127295002,high,high,
47a7d280-a65c-11eb-8d02-1e003a340630,127295002,very_high,high,
3f21a273-80fa-4b1e-be79-b0212422a219,127295002,high,high,
47856fba-a65c-11eb-8d02-1e003a340630,127295002,high,high,
b5c7de27-570a-44b2-9194-3ee64aae6e48,127295002,high,high,
47826efa-a65c-11eb-8d02-1e003a340630,127295002,high,medium,
47587b0e-a65c-11eb-8d02-1e003a340630,127295002,high,high,
473569ac-a65c-11eb-8d02-1e003a340630,127295002,high,low,
1fd47776-af36-11eb-8fc3-1e003a340631,127295002,medium,medium,
4720607a-a65c-11eb-8d02-1e003a340630,127295002,high,low,
474755e0-a65c-11eb-8d02-1e003a340630,127295002,high,low,
47383e20-a65c-11eb-8d02-1e003a340630,127295002,medium,medium,
e378da32-d65e-484d-b3a6-74fcc2cada74,127295002,medium,medium,
47483014-a65c-11eb-8d02-1e003a340630,127295002,medium,low,
477111fa-a65c-11eb-8d02-1e003a340630,127295002,high,medium,
1fd426c2-af36-11eb-8fc3-1e003a340631,127295002,high,medium,
4771881a-a65c-11eb-8d02-1e003a340630,127295002,high,medium,
473914a8-a65c-11eb-8d02-1e003a340630,127295002,high,low,
47880e78-a65c-11eb-8d02-1e003a340630,127295002,low,low,
0bffbb88-9584-4fa3-865d-5952cc1dfae1,127295002,high,high,
477c3b2a-a65c-11eb-8d02-1e003a340630,127295002,low,low,
479f7d60-a65c-11eb-8d02-1e003a340630,66264000,high,medium,
47862090-a65c-11eb-8d02-1e003a340630,66264000,low,rare,
4771afb6-a65c-11eb-8d02-1e003a340630,66264000,medium,low,
4770fe68-a65c-11eb-8d02-1e003a340630,66264000,medium,low,
479fb8b6-a65c-11eb-8d02-1e003a340630,66264000,high,high,
4720607a-a65c-11eb-8d02-1e003a340630,66264000,medium,low,
4770c362-a65c-11eb-8d02-1e003a340630,66264000,medium,low,
47702452-a65c-11eb-8d02-1e003a340630,66264000,medium,medium,
f14f1a61-c501-4da4-85a6-ab75e00c40dc,66264000,high,very_high,1
479f9142-a65c-11eb-8d02-1e003a340630,66264000,high,high,
47587b0e-a65c-11eb-8d02-1e003a340630,66264000,rare,low,
4771c33e-a65c-11eb-8d02-1e003a340630,66264000,medium,low,
477073b2-a65c-11eb-8d02-1e003a340630,66264000,medium,high,
47701066-a65c-11eb-8d02-1e003a340630,66264000,medium,low,
471a08ec-a65c-11eb-8d02-1e003a340630,88518009,medium,medium,
475e43c2-a65c-11eb-8d02-1e003a340630,88518009,medium,medium,
b5c7de27-570a-44b2-9194-3ee64aae6e48,88518009,medium,low,
477cc9d2-a65c-11eb-8d02-1e003a340630,88518009,medium,medium,
4720607a-a65c-11eb-8d02-1e003a340630,88518009,low,low,
478a8702-a65c-11eb-8d02-1e003a340630,88518009,medium,medium,
47587b0e-a65c-11eb-8d02-1e003a340630,88518009,high,medium,
47758294-a65c-11eb-8d02-1e003a340630,88518009,high,medium,
477f6d2c-a65c-11eb-8d02-1e003a340630,88518009,rare,low,
47172c6c-a65c-11eb-8d02-1e003a340630,88518009,medium,medium,
763e766d-a653-4d61-bd58-c24699eeb5cf,88518009,medium,medium,
477c793c-a65c-11eb-8d02-1e003a340630,88518009,low,low,
47856fba-a65c-11eb-8d02-1e003a340630,88518009,low,low,
473914a8-a65c-11eb-8d02-1e003a340630,88518009,medium,low,
471a5f04-a65c-11eb-8d02-1e003a340630,88518009,medium,medium,
477b7596-a65c-11eb-8d02-1e003a340630,128608001,low,low,
b5c7de27-570a-44b2-9194-3ee64aae6e48,128608001,rare,rare,
4720607a-a65c-11eb-8d02-1e003a340630,128608001,low,low,
47210a20-a65c-11eb-8d02-1e003a340630,128608001,low,low,
47483014-a65c-11eb-8d02-1e003a340630,128608001,low,rare,
34419af6-b416-11eb-8c69-1e003a340631,128608001,medium,medium,
4743b0ca-a65c-11eb-8d02-1e003a340630,128608001,medium,low,
47a29360-a65c-11eb-8d02-1e003a340630,128608001,low,low,
e2f2954a-d456-11eb-a77f-1e003a340630,128608001,medium,medium,
47213a90-a65c-11eb-8d02-1e003a340630,128608001,low,low,
34410a3c-b416-11eb-8c69-1e003a340631,128608001,medium,medium,
47a7d280-a65c-11eb-8d02-1e003a340630,128608001,medium,low,
473569ac-a65c-11eb-8d02-1e003a340630,128608001,medium,low,
479f7d60-a65c-11eb-8d02-1e003a340630,128608001,medium,low,
e23bfa12-bde8-44a6-a51b-d4fc2a1a80be,128608001,medium,low,
47587b0e-a65c-11eb-8d02-1e003a340630,128608001,medium,medium,
473bbdc0-a65c-11eb-8d02-1e003a340630,43763009,medium,medium,
6e659085-cb7e-44d2-92b5-eb434f843807,43763009,medium,medium,
1fd3a54e-af36-11eb-8fc3-1e003a340631,43763009,medium,low,
b082f60c-30e1-4772-a007-c752fc27460c,43763009,very_high,high,
c7e8de11-53ee-4e8f-9d85-c8b493d25bfe,43763009,medium,medium,
94e2cad7-64ed-4145-938a-642afab95dc2,43763009,medium,medium,
477a38de-a65c-11eb-8d02-1e003a340630,43763009,medium,low,
d5553542-9625-452f-b9fa-bef87283a9e4,43763009,high,medium,
473b48a4-a65c-11eb-8d02-1e003a340630,43763009,high,medium,
47172c6c-a65c-11eb-8d02-1e003a340630,386584007,very_high,rare,
10a92d15-ec49-4d37-aadf-4ac146152c48,386584007,very_high,low,
4735e18e-a65c-11eb-8d02-1e003a340630,386584007,high,low,
47701066-a65c-11eb-8d02-1e003a340630,386584007,high,rare,
93e31744-ec7d-451b-be61-b70c2bb1c3ca,386584007,high,medium,
473914a8-a65c-11eb-8d02-1e003a340630,386584007,medium,zero,
472b1fe2-a65c-11eb-8d02-1e003a340630,386584007,high,rare,
4736971e-a65c-11eb-8d02-1e003a340630,386584007,high,rare,
4726f7fa-a65c-11eb-8d02-1e003a340630,386584007,high,zero,
477a608e-a65c-11eb-8d02-1e003a340630,386584007,low,rare,
06e56bfb-c265-4a58-abf6-639517284584,386584007,high,rare,
473569ac-a65c-11eb-8d02-1e003a340630,386584007,low,rare,
1fd5a29a-af36-11eb-8fc3-1e003a340631,386584007,low,rare,
4746df52-a65c-11eb-8d02-1e003a340630,386584007,high,rare,
72e43400-8432-4d9a-ad3c-cafc354840f6,386584007,high,high,
47383e20-a65c-11eb-8d02-1e003a340630,386584007,high,low,
4780e42c-a65c-11eb-8d02-1e003a340630,386584007,low,rare,
4739c8bc-a65c-11eb-8d02-1e003a340630,386584007,medium,zero,
474af916-a65c-11eb-8d02-1e003a340630,386584007,high,rare,
479ef368-a65c-11eb-8d02-1e003a340630,386584007,medium,rare,
4737ee0c-a65c-11eb-8d02-1e003a340630,386584007,medium,rare,
b5c7de27-570a-44b2-9194-3ee64aae6e48,386584007,low,rare,
3203bb98-28f0-4c5c-9c5b-adc989bf2f57,386584007,high,low,
47483014-a65c-11eb-8d02-1e003a340630,386584007,low,zero,
4720607a-a65c-11eb-8d02-1e003a340630,386584007,low,rare,
479f1ab4-a65c-11eb-8d02-1e003a340630,386584007,high,medium,
4785d1e4-a65c-11eb-8d02-1e003a340630,21983002,very_high,very_high,1
33a1379a-375c-11ec-b008-1e003a340631,21983002,very_high,medium,
aaa4b3b7-b159-47ad-a9b4-b54f10ddfbf8,21983002,very_high,high,
473914a8-a65c-11eb-8d02-1e003a340630,21983002,high,low,
475fa97e-a65c-11eb-8d02-1e003a340630,21983002,medium,low,
477ac39e-a65c-11eb-8d02-1e003a340630,21983002,medium,low,
477225c2-a65c-11eb-8d02-1e003a340630,21983002,high,very_high,1
473f9e54-a65c-11eb-8d02-1e003a340630,21983002,medium,low,
2bc7e0f5-e3b9-4152-917b-6505673f3215,21983002,very_high,medium,
1fd54214-af36-11eb-8fc3-1e003a340631,21983002,high,low,
4772880a-a65c-11eb-8d02-1e003a340630,21983002,medium,high,
4771d702-a65c-11eb-8d02-1e003a340630,21983002,medium,low,
474af916-a65c-11eb-8d02-1e003a340630,21983002,medium,low,
4746df52-a65c-11eb-8d02-1e003a340630,21983002,very_high,high,
473aa656-a65c-11eb-8d02-1e003a340630,21983002,high,rare,
477aeb8a-a65c-11eb-8d02-1e003a340630,21983002,high,low,
47472e8a-a65c-11eb-8d02-1e003a340630,21983002,medium,very_high,1
1fd516a4-af36-11eb-8fc3-1e003a340631,21983002,high,medium,
47297d40-a65c-11eb-8d02-1e003a340630,21983002,medium,low,
477211ea-a65c-11eb-8d02-1e003a340630,21983002,medium,low,
47431318-a65c-11eb-8d02-1e003a340630,21983002,high,medium,
4728ddae-a65c-11eb-8d02-1e003a340630,21983002,low,low,
7be82451-234a-44c4-8fbb-77d4cab174ae,397827003,high,low,
7d3cd79e-997b-4328-b218-0399c94a2c81,397827003,low,low,
e2f28fdc-d456-11eb-a77f-1e003a340630,397827003,medium,medium,
1fd47776-af36-11eb-8fc3-1e003a340631,397827003,low,low,
93e31744-ec7d-451b-be61-b70c2bb1c3ca,397827003,medium,low,
47856fba-a65c-11eb-8d02-1e003a340630,397827003,medium,low,
4799c672-a65c-11eb-8d02-1e003a340630,397827003,high,low,
47801f1a-a65c-11eb-8d02-1e003a340630,397827003,medium,low,
4759a308-a65c-11eb-8d02-1e003a340630,397827003,low,low,
1d278b54-a294-4341-9e1c-ea9c9ba17a9b,397827003,very_high,medium,
473914a8-a65c-11eb-8d02-1e003a340630,397827003,medium,low,
477f1e26-a65c-11eb-8d02-1e003a340630,397827003,high,low,
dc6a44d7-50c2-44bb-9e84-bbef32efa145,397827003,high,low,
32bfd4d8-3362-11ec-a716-1e003a340631,397827003,high,medium,
a6fca9d0-b319-11eb-82fd-1e003a340631,397827003,medium,medium,
e2f2a364-d456-11eb-a77f-1e003a340630,397827003,very_high,very_high,1
47994fe4-a65c-11eb-8d02-1e003a340630,397827003,low,rare,
10a92d15-ec49-4d37-aadf-4ac146152c48,397827003,high,medium,
477aeb8a-a65c-11eb-8d02-1e003a340630,397827003,low,zero,
a6fd6dca-b319-11eb-82fd-1e003a340631,397827003,low,rare,
473aa656-a65c-11eb-8d02-1e003a340630,397827003,medium,low,
1fd54214-af36-11eb-8fc3-1e003a340631,397827003,low,low,
09db5416-d6bc-47f0-9a85-b4d03ec17905,397827003,medium,low,
544ceadb-8ef3-42d9-b4b2-7651d87d7071,397827003,medium,low,
478b4be2-a65c-11eb-8d02-1e003a340630,30664006,low,zero,
70f157f4-2d0b-41ff-a181-53f808bc3319,30664006,high,low,
4770fe68-a65c-11eb-8d02-1e003a340630,30664006,medium,rare,
