uuid,snomed_id,root_snomed_id,root_snomed_name,name,triage_level,relevance_male,relevance_female,relation1_type,child1_name,grouping1_selection_type,relation2_type,child2_name,grouping2_selection_type,relation3_type,child3_name,grouping3_selection_type
4772af74-a65c-11eb-8d02-1e003a340630,7973008,7973008,Abnormal vision,Abnormal vision,worrisome,,,,,,,,,,,
4772c324-a65c-11eb-8d02-1e003a340630,,7973008,Abnormal vision,Abnormal vision <since> less than 1 day,worrisome,,,duration_since,less than 1 day,s,,,,,,
4772d6de-a65c-11eb-8d02-1e003a340630,,7973008,Abnormal vision,Abnormal vision <since> 1 day to 7 days,worrisome,,,duration_since,1 day to 7 days,s,,,,,,
4772eae8-a65c-11eb-8d02-1e003a340630,,7973008,Abnormal vision,Abnormal vision <since> 1 week to 4 weeks,worrisome,,,duration_since,1 week to 4 weeks,s,,,,,,
4772fee8-a65c-11eb-8d02-1e003a340630,,7973008,Abnormal vision,Abnormal vision <since> more than 1 month,worrisome,,,duration_since,more than 1 month,s,,,,,,
47731306-a65c-11eb-8d02-1e003a340630,,7973008,Abnormal vision,Abnormal vision <laterality> left,worrisome,,,laterality,left,s,,,,,,
4773276a-a65c-11eb-8d02-1e003a340630,,7973008,Abnormal vision,Abnormal vision <laterality> right,worrisome,,,laterality,right,s,,,,,,
47733b7e-a65c-11eb-8d02-1e003a340630,,7973008,Abnormal vision,Abnormal vision <onset> sudden onset,worrisome,,,onset,sudden onset,s,,,,,,
47734f9c-a65c-11eb-8d02-1e003a340630,,7973008,Abnormal vision,Abnormal vision <onset> gradual onset,worrisome,,,onset,gradual onset,s,,,,,,
4773639c-a65c-11eb-8d02-1e003a340630,34436003,34436003,Blood in urine,Blood in urine,worrisome,,,,,,,,,,,
477377b0-a65c-11eb-8d02-1e003a340630,,34436003,Blood in urine,Blood in urine <since> less than 1 day,opd_managed,,,duration_since,less than 1 day,s,,,,,,
47738bf6-a65c-11eb-8d02-1e003a340630,,34436003,Blood in urine,Blood in urine <since> 1 day to 7 days,worrisome,,,duration_since,1 day to 7 days,s,,,,,,
4773a000-a65c-11eb-8d02-1e003a340630,,34436003,Blood in urine,Blood in urine <since> 1 week to 4 weeks,emergency,,,duration_since,1 week to 4 weeks,s,,,,,,
4773b414-a65c-11eb-8d02-1e003a340630,,34436003,Blood in urine,Blood in urine <since> more than 1 month,emergency,,,duration_since,more than 1 month,s,,,,,,
4773c8aa-a65c-11eb-8d02-1e003a340630,,34436003,Blood in urine,Blood in urine <char> painful,worrisome,,,characteristic,painful,m,,,,,,
4773ded0-a65c-11eb-8d02-1e003a340630,,34436003,Blood in urine,Blood in urine <char> painless,worrisome,,,characteristic,painless,m,,,,,,
47743218-a65c-11eb-8d02-1e003a340630,274667000,274667000,Jaw pain,Jaw pain,opd_managed,,,,,,,,,,,
477445e6-a65c-11eb-8d02-1e003a340630,,274667000,Jaw pain,Jaw pain <radiate> to eye,opd_managed,,,radiating,to eye,m,,,,,,
477459a0-a65c-11eb-8d02-1e003a340630,,274667000,Jaw pain,Jaw pain <severity> mild,opd_managed,,,severity,mild,s,,,,,,
47746d64-a65c-11eb-8d02-1e003a340630,,274667000,Jaw pain,Jaw pain <severity> moderate,opd_managed,,,severity,moderate,s,,,,,,
47748128-a65c-11eb-8d02-1e003a340630,,274667000,Jaw pain,Jaw pain <severity> severe,worrisome,,,severity,severe,s,,,,,,
477494ec-a65c-11eb-8d02-1e003a340630,,274667000,Jaw pain,Jaw pain <laterality> left,opd_managed,,,laterality,left,s,,,,,,
4774a892-a65c-11eb-8d02-1e003a340630,,274667000,Jaw pain,Jaw pain <laterality> right,opd_managed,,,laterality,right,s,,,,,,
4774bc7e-a65c-11eb-8d02-1e003a340630,266601003,266601003,Excessive and frequent menstruation,Excessive and frequent menstruation,opd_managed,,,,,,,,,,,
4774d038-a65c-11eb-8d02-1e003a340630,,266601003,Excessive and frequent menstruation,Excessive and frequent menstruation <since> less than 1 month,opd_managed,,,duration_since,less than 1 month,s,,,,,,
4774e3fc-a65c-11eb-8d02-1e003a340630,,266601003,Excessive and frequent menstruation,Excessive and frequent menstruation <since> 1 month to 6 month,opd_managed,,,duration_since,1 month to 6 month,s,,,,,,
4774f806-a65c-11eb-8d02-1e003a340630,,266601003,Excessive and frequent menstruation,Excessive and frequent menstruation <since> more than 6 month,opd_managed,,,duration_since,more than 6 month,s,,,,,,
47750bca-a65c-11eb-8d02-1e003a340630,,266601003,Excessive and frequent menstruation,Excessive and frequent menstruation <char> dysmenorrhea,opd_managed,,,characteristic,dysmenorrhea,m,,,,,,
47758294-a65c-11eb-8d02-1e003a340630,18165001,18165001,Jaundice,Jaundice,worrisome,,,,,,,,,,,
47759644-a65c-11eb-8d02-1e003a340630,,18165001,Jaundice,Jaundice <since> less than 1 day,opd_managed,,,duration_since,less than 1 day,s,,,,,,
4775aa1c-a65c-11eb-8d02-1e003a340630,,18165001,Jaundice,Jaundice <since> 1 day to 7 days,opd_managed,,,duration_since,1 day to 7 days,s,,,,,,
4775bdcc-a65c-11eb-8d02-1e003a340630,,18165001,Jaundice,Jaundice <since> more than 1 week,worrisome,,,duration_since,more than 1 week,s,,,,,,
4775d19a-a65c-11eb-8d02-1e003a340630,,18165001,Jaundice,Jaundice <severity> mild (conjunctiva),opd_managed,,,severity,mild (conjunctiva),s,,,,,,
4775e554-a65c-11eb-8d02-1e003a340630,,18165001,Jaundice,Jaundice <severity> moderate (skin and mucosa),worrisome,,,severity,moderate (skin and mucosa),s,,,,,,
4775f9a4-a65c-11eb-8d02-1e003a340630,,18165001,Jaundice,Jaundice <severity> severe (palms and soles),emergency,,,severity,severe (palms and soles),s,,,,,,
47760d5e-a65c-11eb-8d02-1e003a340630,102576009,102576009,Edema of foot,Edema of foot,opd_managed,,,,,,,,,,,
477621e0-a65c-11eb-8d02-1e003a340630,,102576009,Edema of foot,Edema of foot <onset> gradual onset,opd_managed,,,onset,gradual onset,s,,,,,,
477635a4-a65c-11eb-8d02-1e003a340630,,102576009,Edema of foot,Edema of foot <onset> sudden onset,worrisome,,,onset,sudden onset,s,,,,,,
47764936-a65c-11eb-8d02-1e003a340630,,102576009,Edema of foot,Edema of foot <since> less than 1 day,worrisome,,,duration_since,less than 1 day,s,,,,,,
47765cfa-a65c-11eb-8d02-1e003a340630,,102576009,Edema of foot,Edema of foot <since> 1 day to 7 days,worrisome,,,duration_since,1 day to 7 days,s,,,,,,
477670a0-a65c-11eb-8d02-1e003a340630,,102576009,Edema of foot,Edema of foot <since> 1 week to 4 weeks,opd_managed,,,duration_since,1 week to 4 weeks,s,,,,,,
47768450-a65c-11eb-8d02-1e003a340630,,102576009,Edema of foot,Edema of foot <since> more than a month,opd_managed,,,duration_since,more than a month,s,,,,,,
4776981e-a65c-11eb-8d02-1e003a340630,,102576009,Edema of foot,Edema of foot <char> pitting,worrisome,,,characteristic,pitting,m,,,,,,
4776aba6-a65c-11eb-8d02-1e003a340630,,102576009,Edema of foot,Edema of foot <char> non pitting,opd_managed,,,characteristic,non pitting,m,,,,,,
4776bfd8-a65c-11eb-8d02-1e003a340630,,102576009,Edema of foot,Edema of foot <agg by> limb elevation,worrisome,,,aggravated,limb elevation,m,,,,,,
4776d3ce-a65c-11eb-8d02-1e003a340630,,102576009,Edema of foot,Edema of foot <rel by> limb elevation,opd_managed,,,relieved,limb elevation,m,,,,,,
4776e756-a65c-11eb-8d02-1e003a340630,,102576009,Edema of foot,Edema of foot <agg by> in the morning,worrisome,,,aggravated,in the morning,m,,,,,,
4776fb38-a65c-11eb-8d02-1e003a340630,,102576009,Edema of foot,Edema of foot <agg by> at night,worrisome,,,aggravated,at night,m,,,,,,
47770f38-a65c-11eb-8d02-1e003a340630,,102576009,Edema of foot,Edema of foot <rel by> in the morning,opd_managed,,,relieved,in the morning,m,,,,,,
47772306-a65c-11eb-8d02-1e003a340630,,102576009,Edema of foot,Edema of foot <rel by> at night,opd_managed,,,relieved,at night,m,,,,,,
477736ca-a65c-11eb-8d02-1e003a340630,63901009,63901009,Pain in testicle,Pain in testicle,emergency,,,,,,,,,,,
47774aa2-a65c-11eb-8d02-1e003a340630,,63901009,Pain in testicle,Pain in testicle <since> less than 6 hour,emergency,,,duration_since,less than 6 hour,s,,,,,,
47775e48-a65c-11eb-8d02-1e003a340630,,63901009,Pain in testicle,Pain in testicle <since> 6 hour to 1 day,emergency,,,duration_since,6 hour to 1 day,s,,,,,,
4777720c-a65c-11eb-8d02-1e003a340630,,63901009,Pain in testicle,Pain in testicle <since> more than 1 day,emergency,,,duration_since,more than 1 day,s,,,,,,
477785d0-a65c-11eb-8d02-1e003a340630,,63901009,Pain in testicle,Pain in testicle <laterality> left,emergency,,,laterality,left,s,,,,,,
47779a02-a65c-11eb-8d02-1e003a340630,,63901009,Pain in testicle,Pain in testicle <laterality> right,worrisome,,,laterality,right,s,,,,,,
4777ad94-a65c-11eb-8d02-1e003a340630,,63901009,Pain in testicle,Pain in testicle <onset> gradual onset,worrisome,,,onset,gradual onset,s,,,,,,
4777c14e-a65c-11eb-8d02-1e003a340630,,63901009,Pain in testicle,Pain in testicle <onset> sudden onset,emergency,,,onset,sudden onset,s,,,,,,
4777d508-a65c-11eb-8d02-1e003a340630,,63901009,Pain in testicle,Pain in testicle <severity> mild,worrisome,,,severity,mild,s,,,,,,
4777e8b8-a65c-11eb-8d02-1e003a340630,,63901009,Pain in testicle,Pain in testicle <severity> moderate,emergency,,,severity,moderate,s,,,,,,
4777fca4-a65c-11eb-8d02-1e003a340630,,63901009,Pain in testicle,Pain in testicle <severity> severe,emergency,,,severity,severe,s,,,,,,
47781036-a65c-11eb-8d02-1e003a340630,,63901009,Pain in testicle,Pain in testicle <agg by> lifting the scrotum,emergency,,,aggravated,lifting the scrotum,m,,,,,,
477823d2-a65c-11eb-8d02-1e003a340630,,63901009,Pain in testicle,Pain in testicle <rel by> lifting the scrotum,opd_managed,,,relieved,lifting the scrotum,m,,,,,,
47784b64-a65c-11eb-8d02-1e003a340630,,63901009,Pain in testicle,Pain in testicle <char> spontaneous,emergency,,,characteristic,spontaneous,m,,,,,,
47785f28-a65c-11eb-8d02-1e003a340630,,63901009,Pain in testicle,Pain in testicle <pattern> Occured more than once in the last 3 months,worrisome,,,temporal_pattern,Occured more than once in the last 3 months,s,,,,,,
47787314-a65c-11eb-8d02-1e003a340630,221360009,221360009,Spasticity,Spasticity,worrisome,,,,,,,,,,,
477886ec-a65c-11eb-8d02-1e003a340630,7011001,7011001,Hallucinations,Hallucinations,worrisome,,,,,,,,,,,
47789a92-a65c-11eb-8d02-1e003a340630,,7011001,Hallucinations,Hallucinations <since> less than 1 week,opd_managed,,,duration_since,less than 1 week,s,,,,,,
4778aea6-a65c-11eb-8d02-1e003a340630,,7011001,Hallucinations,Hallucinations <since> 1 day to 1 month,worrisome,,,duration_since,1 day to 1 month,s,,,,,,
4778c27e-a65c-11eb-8d02-1e003a340630,,7011001,Hallucinations,Hallucinations <since> more than a month,worrisome,,,duration_since,more than a month,s,,,,,,
4778d638-a65c-11eb-8d02-1e003a340630,,7011001,Hallucinations,Hallucinations <char> auditory,worrisome,,,characteristic,auditory,m,,,,,,
4778ea38-a65c-11eb-8d02-1e003a340630,,7011001,Hallucinations,Hallucinations <char> visual,worrisome,,,characteristic,visual,m,,,,,,
4778fde8-a65c-11eb-8d02-1e003a340630,,7011001,Hallucinations,Hallucinations <char> olfactory,worrisome,,,characteristic,olfactory,m,,,,,,
4778ff80-0764-4b5b-9118-07bdef8af303,,95319004,Skin nodule,Skin nodule <loc> Face,opd_managed,,,location,Face,m,,,,,,
477911a2-a65c-11eb-8d02-1e003a340630,,7011001,Hallucinations,Hallucinations <char> tactile,worrisome,,,characteristic,tactile,m,,,,,,
4779255c-a65c-11eb-8d02-1e003a340630,297217002,297217002,Rib pain,Rib pain,worrisome,,,,,,,,,,,
4779390c-a65c-11eb-8d02-1e003a340630,,297217002,Rib pain,Rib pain <since> less than 1 day,worrisome,,,duration_since,less than 1 day,s,,,,,,
47794ca8-a65c-11eb-8d02-1e003a340630,,297217002,Rib pain,Rib pain <since> 1 day to 7 days,opd_managed,,,duration_since,1 day to 7 days,s,,,,,,
47796058-a65c-11eb-8d02-1e003a340630,,297217002,Rib pain,Rib pain <since> more than 1 week,opd_managed,,,duration_since,more than 1 week,s,,,,,,
477973fe-a65c-11eb-8d02-1e003a340630,,297217002,Rib pain,Rib pain <laterality> left,opd_managed,,,laterality,left,s,,,,,,
4779879a-a65c-11eb-8d02-1e003a340630,,297217002,Rib pain,Rib pain <laterality> right,opd_managed,,,laterality,right,s,,,,,,
47799b68-a65c-11eb-8d02-1e003a340630,,297217002,Rib pain,Rib pain <char> single rib,opd_managed,,,characteristic,single rib,m,,,,,,
4779aee6-a65c-11eb-8d02-1e003a340630,,297217002,Rib pain,Rib pain <char> multiple rib,opd_managed,,,characteristic,multiple rib,m,,,,,,
4779c2aa-a65c-11eb-8d02-1e003a340630,,297217002,Rib pain,Rib pain <agg by> on deep respiration,worrisome,,,aggravated,on deep respiration,m,,,,,,
4779d68c-a65c-11eb-8d02-1e003a340630,,297217002,Rib pain,Rib pain <char> tenderness,worrisome,,,characteristic,tenderness,m,,,,,,
4779ea1e-a65c-11eb-8d02-1e003a340630,,297217002,Rib pain,Rib pain <char> pain during movement,worrisome,,,characteristic,pain during movement,m,,,,,,
4779fdd8-a65c-11eb-8d02-1e003a340630,225457007,225457007,Feeling suicidal,Feeling suicidal,emergency,,,,,,,,,,,
477a119c-a65c-11eb-8d02-1e003a340630,68235000,68235000,Nasal congestion,Nasal congestion,opd_managed,,,,,,,,,,,
477a254c-a65c-11eb-8d02-1e003a340630,22325002,22325002,Abnormal gait,Abnormal gait,worrisome,,,,,,,,,,,
477a38de-a65c-11eb-8d02-1e003a340630,48867003,48867003,Bradycardia,Bradycardia,emergency,,,,,,,,,,,
477a4cb6-a65c-11eb-8d02-1e003a340630,45352006,45352006,Muscle spasm,Muscle spasm,opd_managed,,,,,,,,,,,
477a608e-a65c-11eb-8d02-1e003a340630,3424008,3424008,Tachycardia,Tachycardia,worrisome,,,,,,,,,,,
477aafb2-a65c-11eb-8d02-1e003a340630,56018004,56018004,Wheezing,Wheezing,worrisome,,,,,,,,,,,
477ac39e-a65c-11eb-8d02-1e003a340630,50219008,50219008,Hoarse,Hoarse,opd_managed,,,,,,,,,,,
477ad7da-a65c-11eb-8d02-1e003a340630,8619003,8619003,Infertile,Infertile,opd_managed,,,,,,,,,,,
477aeb8a-a65c-11eb-8d02-1e003a340630,16386004,16386004,Dry skin,Dry skin,opd_managed,,,,,,,,,,,
477aff8a-a65c-11eb-8d02-1e003a340630,609328004,609328004,Allergic disposition,Allergic disposition,opd_managed,,,,,,,,,,,
477b1326-a65c-11eb-8d02-1e003a340630,73595000,73595000,Stress,Stress,opd_managed,,,,,,,,,,,
477b3a9a-a65c-11eb-8d02-1e003a340630,139394000,139394000,Nocturia,Nocturia,opd_managed,,,,,,,,,,,
477b7596-a65c-11eb-8d02-1e003a340630,87557004,87557004,Urge incontinence of urine,Urge incontinence of urine,opd_managed,,,,,,,,,,,
477b8950-a65c-11eb-8d02-1e003a340630,8009008,8009008,Nocturnal enuresis,Nocturnal enuresis,opd_managed,,,,,,,,,,,
477b9cf6-a65c-11eb-8d02-1e003a340630,22220005,22220005,Genuine stress incontinence,Genuine stress incontinence,opd_managed,,,,,,,,,,,
477bc438-a65c-11eb-8d02-1e003a340630,266261006,266261006,Raynaud's phenomenon,Raynaud's phenomenon,opd_managed,,,,,,,,,,,
477bd7c0-a65c-11eb-8d02-1e003a340630,314631008,314631008,Menometrorrhagia,Menometrorrhagia,opd_managed,,,,,,,,,,,
477bff3e-a65c-11eb-8d02-1e003a340630,268471004,268471004,Vaginal show,Vaginal show,opd_managed,,,,,,,,,,,
477c133e-a65c-11eb-8d02-1e003a340630,449918009,449918009,Cramp in lower leg,Cramp in lower leg,worrisome,,,,,,,,,,,
477c2716-a65c-11eb-8d02-1e003a340630,20301004,20301004,Dysphasia,Dysphasia,worrisome,,,,,,,,,,,
477c3b2a-a65c-11eb-8d02-1e003a340630,44077006,44077006,Numbness,Numbness,worrisome,,,,,,,,,,,
477c4fe8-a65c-11eb-8d02-1e003a340630,72042002,72042002,Incontinence of feces,Incontinence of feces,worrisome,,,,,,,,,,,
477c793c-a65c-11eb-8d02-1e003a340630,53888004,53888004,Disturbance in sleep behavior,Disturbance in sleep behavior,opd_managed,,,,,,,,,,,
477c8d14-a65c-11eb-8d02-1e003a340630,160822004,160822004,Relationship problems,Relationship problems,opd_managed,,,,,,,,,,,
477ca16e-a65c-11eb-8d02-1e003a340630,225624000,225624000,Panic attack,Panic attack,worrisome,,,,,,,,,,,
477cb5dc-a65c-11eb-8d02-1e003a340630,79890006,79890006,Loss of appetite,Loss of appetite,opd_managed,,,,,,,,,,,
477cc9d2-a65c-11eb-8d02-1e003a340630,20262006,20262006,Ataxia,Ataxia,worrisome,,,,,,,,,,,
477d1950-a65c-11eb-8d02-1e003a340630,116289008,116289008,Abdominal bloating,Abdominal bloating,opd_managed,,,,,,,,,,,
477d2d0a-a65c-11eb-8d02-1e003a340630,72552008,72552008,Feeding problems in newborn,Feeding problems in newborn,worrisome,,,,,,,,,,,
477d40c4-a65c-11eb-8d02-1e003a340630,81712001,81712001,Pain in female genitalia on intercourse,Pain in female genitalia on intercourse,opd_managed,,,,,,,,,,,
477d691e-a65c-11eb-8d02-1e003a340630,55300003,55300003,Cramp,Cramp,opd_managed,,,,,,,,,,,
477d7cce-a65c-11eb-8d02-1e003a340630,95319004,95319004,Skin nodule,Skin nodule,opd_managed,,,,,,,,,,,
477da4b0-a65c-11eb-8d02-1e003a340630,267095009,267095009,Speech problem,Speech problem,opd_managed,,,,,,,,,,,
477db874-a65c-11eb-8d02-1e003a340630,78164000,78164000,Feeding problem,Feeding problem,opd_managed,,,,,,,,,,,
477ddff2-a65c-11eb-8d02-1e003a340630,247398009,247398009,Neuropathic pain,Neuropathic pain,worrisome,,,,,,,,,,,
477e43b6-a65c-11eb-8d02-1e003a340630,102570003,102570003,Inguinal pain,Inguinal pain,opd_managed,,,,,,,,,,,
477e6b48-a65c-11eb-8d02-1e003a340630,783572008,783572008,Has special educational needs,Has special educational needs,opd_managed,,,,,,,,,,,
477ea6ee-a65c-11eb-8d02-1e003a340630,10085004,10085004,Metatarsalgia,Metatarsalgia,opd_managed,,,,,,,,,,,
477ebabc-a65c-11eb-8d02-1e003a340630,36440009,36440009,Failure to gain weight,Failure to gain weight,worrisome,,,,,,,,,,,
477ece80-a65c-11eb-8d02-1e003a340630,8011004,8011004,Dysarthria,Dysarthria,emergency,,,,,,,,,,,
477f0a76-a65c-11eb-8d02-1e003a340630,228158008,228158008,Walking disability,Walking disability,worrisome,,,,,,,,,,,
477f1e26-a65c-11eb-8d02-1e003a340630,8357008,8357008,Reduced libido,Reduced libido,opd_managed,,,,,,,,,,,
477f45cc-a65c-11eb-8d02-1e003a340630,2733002,2733002,Heel pain,Heel pain,opd_managed,,,,,,,,,,,
477f595e-a65c-11eb-8d02-1e003a340630,87486003,87486003,Aphasia,Aphasia,emergency,,,,,,,,,,,
477f6d2c-a65c-11eb-8d02-1e003a340630,131148009,131148009,Bleeding,Bleeding,worrisome,,,,,,,,,,,
477f9464-a65c-11eb-8d02-1e003a340630,271782001,271782001,Drowsy,Drowsy,opd_managed,,,,,,,,,,,
477fa83c-a65c-11eb-8d02-1e003a340630,161816004,161816004,Vaginal irritation,Vaginal irritation,opd_managed,,,,,,,,,,,
477ff7a6-a65c-11eb-8d02-1e003a340630,95668009,95668009,Pain in face,Pain in face,opd_managed,,,,,,,,,,,
47801f1a-a65c-11eb-8d02-1e003a340630,56925008,56925008,Abnormal sexual function,Abnormal sexual function,opd_managed,,,,,,,,,,,
478032ac-a65c-11eb-8d02-1e003a340630,102616008,102616008,Painful mouth,Painful mouth,worrisome,,,,,,,,,,,
47806e0c-a65c-11eb-8d02-1e003a340630,42984000,42984000,Night sweats,Night sweats,opd_managed,,,,,,,,,,,
4780e42c-a65c-11eb-8d02-1e003a340630,55929007,55929007,Feeling irritable,Feeling irritable,opd_managed,,,,,,,,,,,
478132f6-a65c-11eb-8d02-1e003a340630,4800001,4800001,Pyuria,Pyuria,opd_managed,,,,,,,,,,,
47815a42-a65c-11eb-8d02-1e003a340630,82971005,82971005,Impaired mobility,Impaired mobility,worrisome,,,,,,,,,,,
4781953e-a65c-11eb-8d02-1e003a340630,367391008,367391008,Malaise,Malaise,opd_managed,,,,,,,,,,,
4781a8f8-a65c-11eb-8d02-1e003a340630,6077001,6077001,Foot-drop,Foot-drop,worrisome,,,,,,,,,,,
4781bca8-a65c-11eb-8d02-1e003a340630,34789001,34789001,Pain in the coccyx,Pain in the coccyx,worrisome,,,,,,,,,,,
4781e476-a65c-11eb-8d02-1e003a340630,28701003,28701003,Low maternal weight gain,Low maternal weight gain,opd_managed,,,,,,,,,,,
4781f86c-a65c-11eb-8d02-1e003a340630,424131007,424131007,Easy bruising,Easy bruising,opd_managed,,,,,,,,,,,
47820c1c-a65c-11eb-8d02-1e003a340630,298222004,298222004,Active range of joint movement reduced,Active range of joint movement reduced,opd_managed,,,,,,,,,,,
478233fe-a65c-11eb-8d02-1e003a340630,17450006,17450006,Myoclonus,Myoclonus,worrisome,,,,,,,,,,,
478247ae-a65c-11eb-8d02-1e003a340630,298854003,298854003,Shoulder joint unstable,Shoulder joint unstable,worrisome,,,,,,,,,,,
47826efa-a65c-11eb-8d02-1e003a340630,111516008,111516008,Blurring of visual image,Blurring of visual image,opd_managed,,,,,,,,,,,
47829650-a65c-11eb-8d02-1e003a340630,285375003,285375003,Pain in penis,Pain in penis,opd_managed,,,,,,,,,,,
4782aa50-a65c-11eb-8d02-1e003a340630,78456001,78456001,Normal menstrual cycle,Normal menstrual cycle,opd_managed,,,,,,,,,,,
4782bdf6-a65c-11eb-8d02-1e003a340630,279043006,279043006,Pain in buttock,Pain in buttock,opd_managed,,,,,,,,,,,
4782e556-a65c-11eb-8d02-1e003a340630,248342006,248342006,Underweight,Underweight,worrisome,,,,,,,,,,,
4782f8f2-a65c-11eb-8d02-1e003a340630,302690004,302690004,Encopresis,Encopresis,opd_managed,,,,,,,,,,,
47830c84-a65c-11eb-8d02-1e003a340630,418290006,418290006,Itching,Itching,opd_managed,,,,,,,,,,,
47832052-a65c-11eb-8d02-1e003a340630,24199005,24199005,Feeling agitated,Feeling agitated,opd_managed,,,,,,,,,,,
47834780-a65c-11eb-8d02-1e003a340630,225824003,225824003,Victim of physical abuse,Victim of physical abuse,opd_managed,,,,,,,,,,,
47835b30-a65c-11eb-8d02-1e003a340630,315284009,315284009,Mass of parotid gland,Mass of parotid gland,opd_managed,,,,,,,,,,,
47836eb8-a65c-11eb-8d02-1e003a340630,361137007,361137007,Irregular heart beat,Irregular heart beat,emergency,,,,,,,,,,,
47838268-a65c-11eb-8d02-1e003a340630,17173007,17173007,Excessive thirst,Excessive thirst,worrisome,,,,,,,,,,,
4783960e-a65c-11eb-8d02-1e003a340630,308698004,308698004,Flatulence symptom,Flatulence symptom,opd_managed,,,,,,,,,,,
4783a9dc-a65c-11eb-8d02-1e003a340630,103276001,103276001,Decreased hearing,Decreased hearing,opd_managed,,,,,,,,,,,
4783bd96-a65c-11eb-8d02-1e003a340630,386689009,386689009,Hypothermia,Hypothermia,worrisome,,,,,,,,,,,
4783e500-a65c-11eb-8d02-1e003a340630,419145002,419145002,Nightmares,Nightmares,opd_managed,,,,,,,,,,,
4783f8c4-a65c-11eb-8d02-1e003a340630,309521004,309521004,Numbness of hand,Numbness of hand,opd_managed,,,,,,,,,,,
47840c92-a65c-11eb-8d02-1e003a340630,239160006,239160006,Wound hematoma,Wound hematoma,worrisome,,,,,,,,,,,
47842038-a65c-11eb-8d02-1e003a340630,238108007,238108007,Cachexia,Cachexia,opd_managed,,,,,,,,,,,
478433e8-a65c-11eb-8d02-1e003a340630,19887002,19887002,Claustrophobia,Claustrophobia,opd_managed,,,,,,,,,,,
47846ef8-a65c-11eb-8d02-1e003a340630,276369006,276369006,Reduced fetal movement,Reduced fetal movement,emergency,,,,,,,,,,,
47849676-a65c-11eb-8d02-1e003a340630,214264003,214264003,Lethargy,Lethargy,opd_managed,,,,,,,,,,,
4784be1c-a65c-11eb-8d02-1e003a340630,43724002,43724002,Chill,Chill,opd_managed,,,,,,,,,,,
4784d1ae-a65c-11eb-8d02-1e003a340630,68345001,68345001,Apraxia,Apraxia,worrisome,,,,,,,,,,,
4784e554-a65c-11eb-8d02-1e003a340630,44169009,44169009,Loss of sense of smell,Loss of sense of smell,worrisome,,,,,,,,,,,
4784f92c-a65c-11eb-8d02-1e003a340630,441124000,441124000,Mass of chest wall,Mass of chest wall,worrisome,,,,,,,,,,,
47850d5e-a65c-11eb-8d02-1e003a340630,386702006,386702006,Victim of abuse,Victim of abuse,worrisome,,,,,,,,,,,
478520e6-a65c-11eb-8d02-1e003a340630,442076002,442076002,Early satiety,Early satiety,opd_managed,,,,,,,,,,,
478534be-a65c-11eb-8d02-1e003a340630,86276007,86276007,Bleeding gums,Bleeding gums,opd_managed,,,,,,,,,,,
47855c00-a65c-11eb-8d02-1e003a340630,34615008,34615008,Hemospermia,Hemospermia,opd_managed,,,,,,,,,,,
47856fba-a65c-11eb-8d02-1e003a340630,386807006,386807006,Memory impairment,Memory impairment,worrisome,,,,,,,,,,,
478596de-a65c-11eb-8d02-1e003a340630,309527000,309527000,Mass of lower limb,Mass of lower limb,opd_managed,,,,,,,,,,,
4785aaac-a65c-11eb-8d02-1e003a340630,247441003,247441003,Erythema,Erythema,opd_managed,,,,,,,,,,,
4785be52-a65c-11eb-8d02-1e003a340630,48880000,48880000,Postcoital bleeding,Postcoital bleeding,worrisome,,,,,,,,,,,
4785d1e4-a65c-11eb-8d02-1e003a340630,80585000,80585000,Intolerant of cold,Intolerant of cold,opd_managed,,,,,,,,,,,
4785f93a-a65c-11eb-8d02-1e003a340630,271823003,271823003,Tachypnea,Tachypnea,emergency,,,,,,,,,,,
47860ccc-a65c-11eb-8d02-1e003a340630,90128006,90128006,Photosensitivity,Photosensitivity,opd_managed,,,,,,,,,,,
47862090-a65c-11eb-8d02-1e003a340630,82470000,82470000,Muscle fasciculation,Muscle fasciculation,opd_managed,,,,,,,,,,,
47863436-a65c-11eb-8d02-1e003a340630,441975003,441975003,Mass of tongue,Mass of tongue,opd_managed,,,,,,,,,,,
478647d2-a65c-11eb-8d02-1e003a340630,228146008,228146008,Personal care impairment,Personal care impairment,opd_managed,,,,,,,,,,,
47866f3c-a65c-11eb-8d02-1e003a340630,109728009,109728009,Defective dental restoration,Defective dental restoration,opd_managed,,,,,,,,,,,
478682ce-a65c-11eb-8d02-1e003a340630,299033004,299033004,Deformity of hand,Deformity of hand,opd_managed,,,,,,,,,,,
478696b0-a65c-11eb-8d02-1e003a340630,301191003,301191003,Lesion of nose,Lesion of nose,opd_managed,,,,,,,,,,,
4786bde8-a65c-11eb-8d02-1e003a340630,813001,813001,Ankle instability,Ankle instability,opd_managed,,,,,,,,,,,
4786d1b6-a65c-11eb-8d02-1e003a340630,240301009,240301009,Breastfeeding problem in the newborn,Breastfeeding problem in the newborn,opd_managed,,,,,,,,,,,
4786f966-a65c-11eb-8d02-1e003a340630,423902002,423902002,Purpura,Purpura,opd_managed,,,,,,,,,,,
47874830-a65c-11eb-8d02-1e003a340630,25540007,25540007,Tooth loss,Tooth loss,opd_managed,,,,,,,,,,,
47875bf4-a65c-11eb-8d02-1e003a340630,79879001,79879001,Breath smells unpleasant,Breath smells unpleasant,opd_managed,,,,,,,,,,,
