dataset,slice,case_id,gold,layer,layer_aphhm,e7_locus,e7_correct,e7_s2_recall,e7_s3_recall,e7_s4_hit,e7_s2_n,e7_s3_n,e7_champion,v0_locus,v0_correct,v0_s2_recall,v0_s3_recall,v0_s4_hit,v0_s2_n,v0_s3_n,v0_champion,B06_correct,B06_locus,B06_agents_hit,B06_supervisor_hit,B06_gold_first_discussion_turn,B06_discussion_turns,B06_votes,B07_correct,B07_locus,B07_draft_hit,B07_refine_hit,B07_diagnose_hit,B07_has_refine,B07_recovered_after_refine_drop,B07_draft,B07_diagnose,B01_correct,B01_locus,B01_rag_hit,B01_gen_hit,B01_n_queries,B01_n_chunks,APHHM_locus,APHHM_correct,APHHM_tree_recall,APHHM_final_recall,APHHM_tree_n,APHHM_final_n,APHHM_gold_leaf,APHHM_gold_parent,APHHM_human_at1
mcr,mcr_v2,129,biliary cystadenocarcinoma,all_miss_but_recalled,,s2_hit_s3_drop,0,True,False,False,43,5,Pyogenic liver abscess,s3_hit_s4_miss,0,True,True,False,16,5,Complex Hepatic Cyst,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Infected Non-Parasitic Liver Cyst"", ""Hepatic Hydatid Cyst""]","[""Infected Non-Parasitic Liver Cyst"", ""Hepatic Hydatid Cyst""]",0,rag_miss,False,False,4,12,na,,,,,,,,
mcr,mcr_v2,130,Clinging carcinoma in situ,,,s2_miss,0,False,False,False,55,5,Bilateral invasive ductal carcinoma,s2_miss,0,False,False,False,20,5,invasive ductal carcinoma,0,agents_hit_supervisor_drop,True,False,0,3,3,0,draft_miss,False,False,False,True,False,"[""Invasive Ductal Carcinoma (Left Breast)"", ""Fibroadenoma (Right Breast)""]","[""Invasive Ductal Carcinoma (Left Breast)"", ""Fibroadenoma (Right Breast)""]",0,rag_hit_gen_miss,True,False,4,12,na,,,,,,,,
mcr,mcr_v2,131,Histiocytic necrotizing lymphadenitis,,,s3_hit_s4_miss,1,True,True,False,52,5,Kikuchi-Fujimoto disease,s3_hit_s4_miss,1,True,True,False,17,5,Kikuchi-Fujimoto disease,1,supervisor_miss_but_scored_ok,True,False,0,3,3,1,diagnose_miss_but_scored_ok,False,False,False,True,False,"[""Kikuchi-Fujimoto disease"", ""Cat scratch disease""]","[""Kikuchi-Fujimoto disease"", ""Cat scratch disease""]",1,rag_miss,False,False,4,12,na,,,,,,,,
mcr,mcr_v2,132,Bowel-associated dermatosis-arthritis syndrome,,,s2_miss,0,False,False,False,46,5,Sweet syndrome,s2_miss,0,False,False,False,19,5,Sweet syndrome,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Sweet syndrome"", ""Neutrophilic panniculitis""]","[""Sweet syndrome"", ""Neutrophilic panniculitis""]",0,rag_miss,False,False,4,12,na,,,,,,,,
mcr,mcr_v2,133,ProstateStromalSarcoma,,,s2_miss,1,False,False,False,49,5,Prostatic stromal sarcoma,s2_miss,1,False,False,False,18,5,Prostatic stromal sarcoma,1,supervisor_miss_but_scored_ok,False,False,,3,3,1,diagnose_miss_but_scored_ok,False,False,False,True,False,"[""Prostatic Stromal Sarcoma"", ""Prostatic Stromal Tumor of Uncertain Malignant Potential""]","[""Prostatic Stromal Sarcoma"", ""Prostatic Stromal Tumor of Uncertain Malignant Potential""]",1,rag_miss,False,False,4,12,na,,,,,,,,
mcr,mcr_v2,134,Malakoplakia,,,s2_miss,1,False,False,False,54,5,Malacoplakia,ok,1,True,True,True,21,5,Malakoplakia,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""MTAP deficiency"", ""6-mercaptopurine-induced gastrointestinal toxicity""]","[""MTAP deficiency"", ""6-mercaptopurine-induced gastrointestinal toxicity""]",0,rag_miss,False,False,4,12,na,,,,,,,,
mcr,mcr_v2,135,Intraductal papilloma,,,s2_hit_s3_drop,0,True,False,False,52,5,Gynecomastia,s3_hit_s4_miss,0,True,True,False,17,5,Gynecomastia,1,supervisor_miss_but_scored_ok,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Breast Cancer"", ""Gynecomastia""]","[""Breast Cancer"", ""Gynecomastia""]",0,rag_miss,False,False,4,12,na,,,,,,,,
mcr,mcr_v2,136,glioblastoma multiforme,,,s2_miss,0,False,False,False,52,5,Acute Demyelinating Encephalomyelitis,s2_miss,0,False,False,False,17,5,Acute Disseminated Encephalomyelitis,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Acute Demyelinating Encephalomyelitis (ADEM)"", ""Brainstem Glioma""]","[""Acute Demyelinating Encephalomyelitis (ADEM)"", ""Brainstem Glioma""]",0,rag_miss,False,False,4,12,na,,,,,,,,
mcr,mcr_v2,137,Solitary fibrous tumour,,,s2_miss,0,False,False,False,47,5,Pleomorphic adenoma,s2_miss,0,False,False,False,16,5,Pleomorphic adenoma,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Fibroma"", ""Lipoma""]","[""Fibroma"", ""Lipoma""]",0,rag_miss,False,False,4,12,na,,,,,,,,
mcr,mcr_v2,138,appendiceal intussusception,all_miss_but_recalled,,s2_hit_s3_drop,0,True,False,False,52,5,Intestinal endometriosis,s2_hit_s3_drop,0,True,False,False,19,5,Intestinal endometriosis,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Endometriosis with bowel involvement"", ""Inverted appendix or appendiceal neoplasm""]","[""Endometriosis with bowel involvement"", ""Inverted appendix or appendiceal neoplasm""]",0,rag_miss,False,False,4,12,na,,,,,,,,
mcr,mcr_v2,139,type 2 autoimmune pancreatitis,base_win_rank,,s3_hit_s4_miss,0,True,True,False,52,5,IgG4-related pancreatitis,s3_hit_s4_miss,0,True,True,False,18,5,IgG4-related pancreatitis,1,supervisor_ok,True,True,0,3,3,1,diagnose_ok,True,False,True,True,True,"[""Autoimmune Pancreatitis"", ""IgG4-related Disease""]","[""Autoimmune Pancreatitis"", ""IgG4-related Disease""]",0,rag_hit_gen_miss,True,False,4,12,na,,,,,,,,
mcr,mcr_v2,140,Gastric adenomyoma,,,s2_miss,0,False,False,False,45,5,Gastric polyps,s2_miss,0,False,False,False,17,5,Gastric polyps,0,agents_hit_supervisor_drop,True,False,0,3,3,0,draft_miss,False,False,False,True,False,"[""Hyperplastic Gastric Polyp"", ""Adenomatous Gastric Polyp""]","[""Hyperplastic Gastric Polyp"", ""Adenomatous Gastric Polyp""]",0,rag_hit_gen_miss,True,False,4,12,na,,,,,,,,
mcr,mcr_v2,141,Rhegmatogenous retinal detachment with choroidal detachment,all_miss_but_recalled,,s2_hit_s3_drop,0,True,False,False,52,5,Posterior Scleritis,s2_hit_s3_drop,0,True,False,False,20,5,Posterior Scleritis,0,agents_hit_supervisor_drop,True,False,0,3,3,0,draft_miss,False,False,False,True,False,"[""Posterior Scleritis"", ""Serous Retinal Detachment""]","[""Posterior Scleritis"", ""Serous Retinal Detachment""]",0,rag_hit_gen_miss,True,False,4,12,na,,,,,,,,
mcr,mcr_v2,142,angiosarcoma,all_miss_but_recalled,,s3_hit_s4_miss,0,True,True,False,45,5,Rhabdomyosarcoma,s3_hit_s4_miss,0,True,True,False,18,5,Rhabdomyosarcoma,0,supervisor_hit_judge_miss,True,True,0,3,3,0,draft_miss,False,False,False,True,False,"[""Rhabdomyosarcoma"", ""Langerhans Cell Histiocytosis (LCH)""]","[""Rhabdomyosarcoma"", ""Langerhans Cell Histiocytosis (LCH)""]",0,rag_miss,False,False,4,12,na,,,,,,,,
mcr,mcr_v2,143,ANCA-associated vasculitis,,,s2_miss,0,False,False,False,51,5,Goodpasture syndrome,s2_miss,0,False,False,False,21,5,Goodpasture syndrome,1,supervisor_miss_but_scored_ok,True,False,0,3,3,0,draft_miss,False,False,False,True,False,"[""Pulmonary-Renal Syndrome"", ""Post-infectious Complication (e.g., Goodpasture syndrome)""]","[""Pulmonary-Renal Syndrome"", ""Post-infectious Complication (e.g., Goodpasture syndrome)""]",0,rag_miss,False,False,4,12,na,,,,,,,,
mcr,mcr_v2,144,systemic lupus erythematosus,,,ok,1,True,True,True,50,5,Systemic Lupus Erythematosus,ok,1,True,True,True,18,5,Systemic Lupus Erythematosus,1,supervisor_ok,True,True,0,3,3,1,diagnose_ok,True,False,True,True,True,"[""Systemic Lupus Erythematosus (SLE) with cardiac involvement"", ""Hypertensive emergency with pericardial effusion""]","[""Systemic Lupus Erythematosus (SLE) with cardiac involvement"", ""Hypertensive emergency with pericardial effusion""]",1,gen_ok,True,True,4,12,na,,,,,,,,
mcr,mcr_v2,145,right paraduodenal hernia,,,s2_miss,0,False,False,False,51,5,Midgut volvulus,s2_miss,0,False,False,False,17,5,Malrotation of the intestine,0,agents_hit_supervisor_drop,True,False,1,3,3,0,draft_miss,False,False,False,True,False,"[""Intestinal Malrotation"", ""Small Bowel Obstruction""]","[""Intestinal Malrotation"", ""Small Bowel Obstruction""]",0,rag_miss,False,False,4,12,na,,,,,,,,
mcr,mcr_v2,146,Diffuse large B cell lymphoma,,,s2_miss,0,False,False,False,50,5,Ileocecal tuberculosis,s2_miss,0,False,False,False,21,5,Intestinal tuberculosis,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Intestinal Tuberculosis"", ""Crohn's Disease""]","[""Intestinal Tuberculosis"", ""Crohn's Disease""]",0,rag_miss,False,False,4,12,na,,,,,,,,
mcr,mcr_v2,147,angioleiomyoma,,,s2_miss,0,False,False,False,49,5,Chondroblastoma,s2_miss,0,False,False,False,18,5,Chondroblastoma,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Synovial Chondromatosis"", ""Pigmented Villonodular Synovitis""]","[""Synovial Chondromatosis"", ""Pigmented Villonodular Synovitis""]",0,rag_miss,False,False,4,12,na,,,,,,,,
mcr,mcr_v2,150,Intraosseous lipoma,,,s2_miss,0,False,False,False,44,5,Periapical granuloma,s2_miss,0,False,False,False,18,5,Periapical granuloma,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Periapical Granuloma"", ""Periapical Cyst""]","[""Periapical Granuloma"", ""Periapical Cyst""]",0,rag_miss,False,False,4,12,na,,,,,,,,
mcr,mcr_v2,151,coccidioidomycosis,all_miss_but_recalled,,s2_hit_s3_drop,0,True,False,False,54,5,Toxoplasmosis,s2_hit_s3_drop,0,True,False,False,17,5,Toxoplasmosis,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Pneumocystis jirovecii pneumonia (PCP)"", ""Toxoplasmosis""]","[""Pneumocystis jirovecii pneumonia (PCP)"", ""Toxoplasmosis""]",0,rag_miss,False,False,4,12,na,,,,,,,,
mcr,mcr_v2,152,Squamous cell carcinoma,base_win_rank,,s3_hit_s4_miss,0,True,True,False,48,5,Verrucous carcinoma,s3_hit_s4_miss,0,True,True,False,18,5,Verrucous carcinoma,1,supervisor_ok,True,True,0,3,3,1,diagnose_ok,True,False,True,True,True,"[""Squamous Cell Carcinoma"", ""Keratoacanthoma""]","[""Squamous Cell Carcinoma"", ""Keratoacanthoma""]",1,gen_ok,False,True,4,12,na,,,,,,,,
mcr,mcr_v2,153,Pheochromocytoma,all_miss_but_recalled,,s2_hit_s3_drop,0,True,False,False,49,5,Myocarditis,s2_miss,0,False,False,False,19,5,Chronic active myocarditis,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Myocarditis"", ""Reverse Takotsubo Cardiomyopathy""]","[""Myocarditis"", ""Reverse Takotsubo Cardiomyopathy""]",0,rag_miss,False,False,4,12,na,,,,,,,,
mcr,mcr_v2,154,Decompression sickness,,,ok,1,True,True,True,47,5,Decompression sickness,ok,1,True,True,True,19,5,Decompression sickness,1,supervisor_ok,True,True,0,3,3,1,diagnose_ok,True,False,True,True,True,"[""Decompression Sickness"", ""Arterial Gas Embolism""]","[""Decompression Sickness"", ""Arterial Gas Embolism""]",1,gen_ok,True,True,4,12,na,,,,,,,,
mcr,mcr_v2,156,Angiomyolipoma,all_miss_but_recalled,,s3_hit_s4_miss,0,True,True,False,44,5,Renal cell carcinoma with vascular extension,s3_hit_s4_miss,0,True,True,False,15,5,Renal cell carcinoma with vascular extension,0,supervisor_hit_judge_miss,True,True,0,3,3,0,diagnose_hit_judge_miss,True,False,True,True,True,"[""Renal Cell Carcinoma with Tumor Thrombus"", ""Angiomyolipoma""]","[""Renal Cell Carcinoma with Tumor Thrombus"", ""Angiomyolipoma""]",0,gen_hit_judge_miss,False,True,4,12,na,,,,,,,,
mcr,mcr_v2,159,endometrioid adenocarcinoma,,,s3_hit_s4_miss,0,True,True,False,50,5,Undifferentiated uterine sarcoma,ok,1,True,True,True,18,5,Endometrioid adenocarcinoma,0,agents_hit_supervisor_drop,True,False,0,3,3,0,draft_miss,False,False,False,True,False,"[""Iatrogenic dissemination of malignant cells"", ""Disseminated peritoneal leiomyomatosis""]","[""Iatrogenic dissemination of malignant cells"", ""Disseminated peritoneal leiomyomatosis""]",1,gen_ok,True,True,4,12,na,,,,,,,,
mcr,mcr_v2,161,EccrinePorocarcinoma,,,s2_miss,0,False,False,False,43,5,Squamous cell carcinoma,s2_miss,0,False,False,False,13,5,Squamous cell carcinoma,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Squamous Cell Carcinoma"", ""Melanoma""]","[""Squamous Cell Carcinoma"", ""Melanoma""]",0,rag_miss,False,False,4,12,na,,,,,,,,
mcr,mcr_v2,162,Milker's nodules,,,ok,1,True,True,True,48,5,Milker's nodule,ok,1,True,True,True,15,5,Milker's nodule,0,supervisor_hit_judge_miss,True,True,0,3,3,1,diagnose_miss_but_scored_ok,False,False,False,True,False,"[""Paravaccinia (Milker's nodule)"", ""Orf (ecthyma contagiosum)""]","[""Paravaccinia (Milker's nodule)"", ""Orf (ecthyma contagiosum)""]",0,rag_hit_gen_miss,True,False,4,12,na,,,,,,,,
mcr,mcr_v2,163,Acute appendicitis,all_miss_but_recalled,,s3_hit_s4_miss,0,True,True,False,49,5,Ectopic pregnancy,s3_hit_s4_miss,0,True,True,False,17,5,Ectopic pregnancy,0,agents_hit_supervisor_drop,True,False,0,3,3,0,draft_miss,False,False,False,True,False,"[""Ectopic Pregnancy"", ""Adnexal Mass or Ovarian Cyst""]","[""Ectopic Pregnancy"", ""Adnexal Mass or Ovarian Cyst""]",0,rag_hit_gen_miss,True,False,4,12,na,,,,,,,,
mcr,mcr_v2,164,Primary squamous cell carcinoma of the liver,,,s2_miss,0,False,False,False,47,5,Intrahepatic cholangiocarcinoma,s2_miss,0,False,False,False,17,5,Intrahepatic cholangiocarcinoma,0,agents_hit_supervisor_drop,True,False,0,3,3,0,draft_miss,False,False,False,True,False,"[""Intrahepatic Cholangiocarcinoma"", ""Gallbladder Cancer""]","[""Intrahepatic Cholangiocarcinoma"", ""Gallbladder Cancer""]",0,rag_miss,False,False,4,12,na,,,,,,,,
mcr,mcr_v2,165,Leiomyosarcoma,all_miss_but_recalled,,s2_hit_s3_drop,0,True,False,False,49,5,Gastrointestinal stromal tumor,s3_hit_s4_miss,0,True,True,False,18,5,Gastrointestinal stromal tumor (GIST),0,agents_miss,False,False,,3,3,0,diagnose_hit_judge_miss,True,False,True,True,True,"[""Gastrointestinal Stromal Tumor (GIST)"", ""Sarcoma""]","[""Gastrointestinal Stromal Tumor (GIST)"", ""Sarcoma""]",0,rag_miss,False,False,4,12,na,,,,,,,,
mcr,mcr_v2,166,Contrast-induced encephalopathy,base_win_recall,,s2_miss,0,False,False,False,50,5,Hypoxic-Ischemic Encephalopathy,s2_miss,0,False,False,False,19,5,Hypoxic-Ischemic Encephalopathy,1,supervisor_ok,True,True,0,3,3,1,diagnose_ok,True,False,True,True,True,"[""Contrast-induced encephalopathy"", ""Cerebral complication related to complex congenital heart disease""]","[""Contrast-induced encephalopathy"", ""Cerebral complication related to complex congenital heart disease""]",1,gen_ok,True,True,4,12,na,,,,,,,,
mcr,mcr_v2,167,Myofibroma,,,s2_miss,0,False,False,False,50,5,Osteosarcoma,s2_miss,0,False,False,False,17,5,Osteosarcoma,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Osteosarcoma"", ""Ewing's Sarcoma""]","[""Osteosarcoma"", ""Ewing's Sarcoma""]",0,rag_miss,False,False,4,12,na,,,,,,,,
mcr,mcr_v2,168,Paraneoplastic encephalomyelitis,,,s2_miss,0,False,False,False,50,5,Acute Disseminated Encephalomyelitis,s2_miss,0,False,False,False,16,5,Acute Disseminated Encephalomyelitis,0,agents_hit_supervisor_drop,True,False,0,3,3,0,draft_miss,False,False,False,True,False,"[""Acute Disseminated Encephalomyelitis (ADEM)"", ""Multiple Sclerosis (MS)""]","[""Acute Disseminated Encephalomyelitis (ADEM)"", ""Multiple Sclerosis (MS)""]",0,rag_miss,False,False,4,12,na,,,,,,,,
mcr,mcr_v2,169,rheumatoid arthritis,,,ok,1,True,True,True,52,5,Seropositive Rheumatoid Arthritis,ok,1,True,True,True,19,5,Rheumatoid Arthritis,1,supervisor_ok,True,True,0,3,3,1,diagnose_ok,True,False,True,True,True,"[""Rheumatoid Arthritis (RA)"", ""Seronegative Spondyloarthropathy or other Autoimmune Disorder""]","[""Rheumatoid Arthritis (RA)"", ""Seronegative Spondyloarthropathy or other Autoimmune Disorder""]",1,gen_ok,True,True,4,12,na,,,,,,,,
mcr,mcr_v2,170,T-cell lymphoblastic lymphoma,e7_win_rank,,ok,1,True,True,True,49,5,Lymphoblastic lymphoma,s2_miss,0,False,False,False,18,5,Hodgkin lymphoma,0,supervisor_hit_judge_miss,True,True,0,3,3,0,diagnose_hit_judge_miss,True,False,True,True,True,"[""Lymphoma"", ""Germ Cell Tumor""]","[""Lymphoma"", ""Germ Cell Tumor""]",0,gen_hit_judge_miss,False,True,4,12,na,,,,,,,,
mcr,mcr_v2,171,mast cell leukaemia,,,s2_miss,0,False,False,False,42,5,Hemophagocytic Lymphohistiocytosis,s2_miss,0,False,False,False,16,5,Hemophagocytic Lymphohistiocytosis,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Hemophagocytic Lymphohistiocytosis (HLH)"", ""Myelodysplastic Syndrome (MDS) with features of acute leukemia""]","[""Hemophagocytic Lymphohistiocytosis (HLH)"", ""Myelodysplastic Syndrome (MDS) with features of acute leukemia""]",0,rag_miss,False,False,4,12,na,,,,,,,,
mcr,mcr_v2,172,mucormycosis,,,ok,1,True,True,True,46,5,Mucormycosis,s3_hit_s4_miss,0,True,True,False,16,5,Conidiobolomycosis,1,supervisor_ok,True,True,0,3,3,1,diagnose_ok,True,False,True,True,True,"[""Mucormycosis"", ""Aspergillosis""]","[""Mucormycosis"", ""Aspergillosis""]",0,gen_hit_judge_miss,False,True,4,12,na,,,,,,,,
mcr,mcr_v2,173,Chronic subdural hematoma,e7_win_rank,,ok,1,True,True,True,48,5,Chronic subdural hematoma,ok,1,True,True,True,17,5,Chronic subdural hematoma,0,supervisor_hit_judge_miss,True,True,0,3,3,0,diagnose_hit_judge_miss,True,False,True,True,True,"[""Subdural Hematoma"", ""Post-Dural Puncture Headache (PDPH)""]","[""Subdural Hematoma"", ""Post-Dural Puncture Headache (PDPH)""]",0,rag_hit_gen_miss,True,False,4,12,na,,,,,,,,
mcr,mcr_v2,174,autoimmune gastritis,base_win_rank,,s3_hit_s4_miss,0,True,True,False,51,5,Gastric involvement in Sjögren’s syndrome,s3_hit_s4_miss,0,True,True,False,18,5,Chronic atrophic gastritis,1,supervisor_ok,True,True,0,3,3,1,diagnose_ok,True,False,True,True,True,"[""Autoimmune Gastritis"", ""Chronic Erosive Gastritis""]","[""Autoimmune Gastritis"", ""Chronic Erosive Gastritis""]",1,gen_ok,True,True,4,12,na,,,,,,,,
mcr,mcr_v2,175,Fibrous dysplasia,all_miss_but_recalled,,s3_hit_s4_miss,0,True,True,False,45,5,Juvenile ossifying fibroma,s3_hit_s4_miss,0,True,True,False,15,5,Juvenile ossifying fibroma,0,supervisor_hit_judge_miss,True,True,0,3,3,0,diagnose_hit_judge_miss,True,False,True,True,True,"[""Juvenile ossifying fibroma"", ""Fibrous dysplasia""]","[""Juvenile ossifying fibroma"", ""Fibrous dysplasia""]",0,gen_hit_judge_miss,True,True,4,12,na,,,,,,,,
mcr,mcr_v2,177,Niemann-Pick disease type B,all_miss_but_recalled,,s2_hit_s3_drop,0,True,False,False,49,5,Primary Myelofibrosis,s2_miss,0,False,False,False,18,5,Primary Myelofibrosis,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Hereditary Spherocytosis"", ""Portal Hypertension due to Portal Vein Thrombosis or Splenic Vein Thrombosis""]","[""Hereditary Spherocytosis"", ""Portal Hypertension due to Portal Vein Thrombosis or Splenic Vein Thrombosis""]",0,rag_miss,False,False,4,12,na,,,,,,,,
mcr,mcr_v2,178,Malingering,all_miss_but_recalled,,s3_hit_s4_miss,0,True,True,False,51,5,Factitious disorder,s2_miss,0,False,False,False,19,5,Factitious disorder,0,supervisor_hit_judge_miss,True,True,0,3,3,0,diagnose_hit_judge_miss,True,False,True,True,True,"[""Factitious Disorder"", ""Malingering""]","[""Factitious Disorder"", ""Malingering""]",0,gen_hit_judge_miss,True,True,4,12,na,,,,,,,,
mcr,mcr_v2,179,hypoxia-induced thrombocytopenia,,,s2_miss,0,False,False,False,50,5,Thrombocytopenia with congenital heart disease,s2_miss,0,False,False,False,15,5,Thrombocytopenia with pulmonary atresia and ventricular septal defect,0,agents_hit_supervisor_drop,True,False,1,3,3,0,draft_miss,False,False,False,True,False,"[""Heparin-Induced Thrombocytopenia (HIT)"", ""Postoperative Thrombocytopenia due to Cardiac Surgery""]","[""Heparin-Induced Thrombocytopenia (HIT)"", ""Postoperative Thrombocytopenia due to Cardiac Surgery""]",0,rag_hit_gen_miss,True,False,4,12,na,,,,,,,,
mcr,mcr_v2,182,Plasmacytoma,all_miss_but_recalled,,s3_hit_s4_miss,0,True,True,False,44,5,Plasma cell myeloma hepatic involvement,s2_miss,0,False,False,False,16,5,Metastatic plasma cell myeloma,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Liver Metastasis"", ""Direct Liver Involvement by Myeloma""]","[""Liver Metastasis"", ""Direct Liver Involvement by Myeloma""]",0,rag_miss,False,False,4,12,na,,,,,,,,
mcr,mcr_v2,183,atypical femoral neck fracture,all_miss_but_recalled,,s2_hit_s3_drop,0,True,False,False,50,5,Atypical femoral fracture,s2_miss,0,False,False,False,18,5,Atypical femoral fracture,0,agents_hit_supervisor_drop,True,False,0,3,3,0,draft_miss,False,False,False,True,False,"[""Atypical Femoral Fracture"", ""Osteoporotic Femoral Neck Fracture""]","[""Atypical Femoral Fracture"", ""Osteoporotic Femoral Neck Fracture""]",0,rag_hit_gen_miss,True,False,4,12,na,,,,,,,,
mcr,mcr_v2,184,Psoriasiform drug eruption,,,s2_miss,1,False,False,False,49,5,Drug-induced psoriasiform eruption,s2_miss,1,False,False,False,17,5,Drug-induced psoriasiform eruption,1,supervisor_miss_but_scored_ok,True,False,0,3,3,1,diagnose_miss_but_scored_ok,False,False,False,True,False,"[""Psoriasiform drug reaction"", ""Cutaneous lymphoma""]","[""Psoriasiform drug reaction"", ""Cutaneous lymphoma""]",1,gen_ok,True,True,4,12,na,,,,,,,,
mcr,mcr_v2,186,pyogenic spondylodiscitis,,,ok,1,True,True,True,49,5,Spondylodiscitis,ok,1,True,True,True,18,5,Spondylodiscitis,1,supervisor_ok,True,True,0,3,3,1,diagnose_miss_but_scored_ok,False,False,False,True,False,"[""Spinal Epidural Abscess"", ""Discitis/Osteomyelitis""]","[""Spinal Epidural Abscess"", ""Discitis/Osteomyelitis""]",1,gen_ok,True,True,4,12,na,,,,,,,,
mcr,mcr_v2,187,Schwannoma,all_miss_but_recalled,,s2_hit_s3_drop,0,True,False,False,45,5,Ganglion Cyst,s3_hit_s4_miss,0,True,True,False,15,5,Ganglion cyst,0,agents_hit_supervisor_drop,True,False,0,3,3,0,draft_miss,False,False,False,True,False,"[""Ganglion cyst"", ""Giant cell tumor of the tendon sheath""]","[""Ganglion cyst"", ""Giant cell tumor of the tendon sheath""]",0,rag_miss,False,False,4,12,na,,,,,,,,
mcr,mcr_v2,188,Liposarcoma,all_miss_but_recalled,,s3_hit_s4_miss,0,True,True,False,43,5,Gastrointestinal stromal tumor,s3_hit_s4_miss,0,True,True,False,17,5,Gastrointestinal stromal tumor,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Gastrointestinal Stromal Tumor (GIST)"", ""Leiomyoma""]","[""Gastrointestinal Stromal Tumor (GIST)"", ""Leiomyoma""]",0,rag_miss,False,False,4,12,na,,,,,,,,
mcr,mcr_v2,189,cherubism,,,ok,1,True,True,True,41,5,Cherubism,ok,1,True,True,True,16,5,Cherubism,1,supervisor_ok,True,True,0,3,3,1,diagnose_ok,True,False,True,True,True,"[""Cherubism"", ""Fibrous Dysplasia""]","[""Cherubism"", ""Fibrous Dysplasia""]",1,gen_ok,False,True,4,12,na,,,,,,,,
mcr,mcr_v2,190,Primary signet-ring cell carcinoma of the bladder,all_miss_but_recalled,,s3_hit_s4_miss,0,True,True,False,49,5,Primary bladder adenocarcinoma,s2_miss,0,False,False,False,16,5,Primary bladder adenocarcinoma,0,agents_hit_supervisor_drop,True,False,0,3,3,0,draft_miss,False,False,False,True,False,"[""Primary adenocarcinoma of the bladder"", ""Secondary adenocarcinoma of the bladder""]","[""Primary adenocarcinoma of the bladder"", ""Secondary adenocarcinoma of the bladder""]",0,rag_hit_gen_miss,True,False,4,12,na,,,,,,,,
mcr,mcr_v2,192,Neurosyphilis,all_miss_but_recalled,,s2_hit_s3_drop,0,True,False,False,47,5,Ischemic stroke,s2_miss,0,False,False,False,17,5,Lateral Medullary Syndrome,0,agents_miss,False,False,,3,3,0,draft_miss,False,False,False,True,False,"[""Ischemic Stroke"", ""Cavernoma-related Stroke""]","[""Ischemic Stroke"", ""Cavernoma-related Stroke""]",0,rag_miss,False,False,4,12,na,,,,,,,,
mcr,mcr_v2,194,Mycosis fungoides,,,ok,1,True,True,True,44,5,Mycosis fungoides,ok,1,True,True,True,16,5,Mycosis fungoides,1,supervisor_ok,True,True,0,3,3,1,diagnose_ok,True,False,True,True,True,"[""Mycosis Fungoides"", ""Cutaneous T-cell Lymphoma""]","[""Mycosis Fungoides"", ""Cutaneous T-cell Lymphoma""]",1,gen_ok,False,True,4,12,na,,,,,,,,
mcr,mcr_v2,196,vertebral hemangioma,all_miss_but_recalled,,s2_hit_s3_drop,0,True,False,False,46,5,Chordoma,s2_miss,0,False,False,False,19,5,Chordoma,0,agents_hit_supervisor_drop,True,False,0,3,3,0,draft_miss,False,False,False,True,False,"[""Spinal tumor"", ""Metastatic spinal disease""]","[""Spinal tumor"", ""Metastatic spinal disease""]",0,rag_miss,False,False,4,12,na,,,,,,,,
mcr,mcr_v2,197,Pseudoseptic arthritis,base_win_rank,,s3_hit_s4_miss,0,True,True,False,50,5,Viscosupplementation-related inflammatory reaction,s3_hit_s4_miss,0,True,True,False,16,5,Viscosupplementation-related inflammatory reaction,1,supervisor_ok,True,True,0,3,3,0,diagnose_hit_judge_miss,True,False,True,True,True,"[""Aseptic inflammatory reaction to Synvisc injections"", ""Septic arthritis""]","[""Aseptic inflammatory reaction to Synvisc injections"", ""Septic arthritis""]",0,gen_hit_judge_miss,True,True,4,12,na,,,,,,,,
