dataset,slice,case_id,gold,layer,layer_aphhm,e7_correct,v0_correct,B06_correct,B07_correct,B01_correct,APHHM_correct,e7_win_vs_base,base_win_vs_e7,exclusive_arm,vig_chars,vig_words,vig_sents,vig_lab_hits,vig_diff_hits,vig_lab_dens,vig_diff_dens,gold_chars,gold_words,gold_has_eponym,gold_has_subtype,gold_has_paren,gold_comma_parts,n_options,gold_in_options,max_opt_gold_overlap,n_opts_near_gold,e7_s2_n,e7_s2_recall,e7_s3_recall,e7_s4_hit,e7_fail_mode,v0_s2_n,v0_s2_recall,v0_s3_recall,v0_s4_hit,v0_fail_mode,e7_s2_gold_rank,e7_mapper_rescue,B06_recall,B06_fail_mode,B07_recall,B07_fail_mode,B01_recall,B01_fail_mode,e7_s3_n,e7_s3_near_gold_n
mcr,mcr_v2,209,melanoma,all_miss_but_recalled,,0,0,0,0,0,,0,0,,2200,312,30,10,4,3.205128205128205,1.282051282051282,8,1,False,False,False,1,0,,,,46.0,1,0,0,prune_miss_s3,15.0,1,1,0,rank_miss_s4,6,False,1,cand_ok,0,recall_miss,0,recall_miss,5,0
mcr,mcr_v2,210,Periapical actinomycosis,,,0,0,0,0,0,,0,0,,1563,221,20,1,5,0.4524886877828055,2.262443438914027,24,2,False,False,False,1,0,,,,43.0,0,0,0,recall_miss_s2,16.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_v2,211,Ewing sarcoma,base_win_rank,,0,0,1,1,0,,0,1,,1406,201,17,1,1,0.4975124378109453,0.4975124378109453,13,2,False,False,False,1,0,,,,49.0,1,1,0,rank_miss_s4,17.0,1,1,0,rank_miss_s4,5,False,0,recall_miss,1,cand_ok,0,recall_miss,5,1
mcr,mcr_v2,212,Neurofibromatosis type 2,base_win_recall,,0,0,1,0,0,,0,1,B06,2226,308,24,6,1,1.948051948051948,0.3246753246753247,24,3,False,True,False,1,0,,,,49.0,0,0,0,recall_miss_s2,18.0,0,0,0,recall_miss_s2,,False,1,cand_ok,1,cand_ok,0,recall_miss,5,1
mcr,mcr_v2,213,morbilliform drug eruption,,,0,0,1,0,0,,0,1,B06,1533,226,20,1,2,0.4424778761061947,0.8849557522123894,26,3,False,False,False,1,0,,,,47.0,0,0,0,recall_miss_s2,19.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,1
mcr,mcr_v2,214,Urticarial vasculitis,all_miss_but_recalled,,0,0,0,0,0,,0,0,,1631,205,19,2,1,0.975609756097561,0.4878048780487805,21,2,False,False,False,1,0,,,,48.0,1,1,0,rank_miss_s4,21.0,1,1,0,rank_miss_s4,1,False,0,recall_miss,0,recall_miss,1,cand_ok,5,0
mcr,mcr_v2,215,ClearCellSarcoma,,,0,0,0,0,1,,0,0,,2017,307,30,0,2,0.0,0.6514657980456027,16,1,False,False,False,1,0,,,,52.0,0,0,0,recall_miss_s2,13.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_v2,217,Herpes simplex virus reactivation,,,0,0,0,0,0,,0,0,,1623,235,19,1,2,0.425531914893617,0.851063829787234,33,4,False,False,False,1,0,,,,50.0,0,0,0,recall_miss_s2,19.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_v2,218,Erdheim-Chester disease,,,1,1,1,1,1,,0,0,,2496,356,18,14,2,3.932584269662921,0.5617977528089888,23,3,True,False,False,1,0,,,,50.0,1,1,1,s4_ok,16.0,0,1,1,recall_miss_s2,11,False,1,cand_ok,1,cand_ok,1,cand_ok,5,1
mcr,mcr_v2,220,Kawasaki disease,,,1,1,1,1,1,,0,0,,1594,223,26,8,2,3.587443946188341,0.8968609865470852,16,2,False,False,False,1,0,,,,55.0,1,1,1,s4_ok,20.0,1,1,1,s4_ok,1,False,1,cand_ok,1,cand_ok,1,cand_ok,5,1
mcr,mcr_v2,221,giant cell-rich osteosarcoma,,,0,0,0,0,0,,0,0,,2731,398,35,5,5,1.256281407035176,1.256281407035176,28,4,False,False,False,1,0,,,,50.0,0,0,0,recall_miss_s2,17.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_v2,222,fibromatosis-like metaplastic carcinoma,,,0,0,0,0,0,,0,0,,1321,197,22,3,0,1.5228426395939088,0.0,39,4,False,False,False,1,0,,,,51.0,0,0,0,recall_miss_s2,19.0,1,1,0,rank_miss_s4,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_v2,223,COVID-19-related coagulopathy,,,0,0,0,0,0,,0,0,,1622,234,29,6,1,2.564102564102564,0.4273504273504274,29,4,False,False,False,1,0,,,,51.0,0,0,0,recall_miss_s2,17.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_v2,224,mucosal melanoma,,,1,0,0,1,1,,0,0,,1425,228,25,0,0,0.0,0.0,16,2,False,False,False,1,0,,,,47.0,1,1,1,s4_ok,20.0,0,0,0,recall_miss_s2,34,False,1,cand_ok,0,recall_miss,0,recall_miss,5,1
mcr,mcr_v2,226,Glomus tumor,all_miss_but_recalled,,0,0,0,0,0,,0,0,,1473,218,18,2,1,0.9174311926605505,0.45871559633027525,12,2,False,False,False,1,0,,,,42.0,1,0,0,prune_miss_s3,18.0,1,0,0,prune_miss_s3,16,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_v2,227,pulmonary embolism,base_win_rank,,0,0,1,0,0,,0,1,B06,1400,203,20,1,0,0.49261083743842365,0.0,18,2,False,False,False,1,0,,,,48.0,1,1,0,rank_miss_s4,16.0,1,1,0,rank_miss_s4,6,False,1,cand_ok,0,recall_miss,1,cand_ok,5,1
mcr,mcr_v2,229,Idiopathic retroperitoneal fibrosis,,,1,1,1,1,1,,0,0,,2025,279,26,7,3,2.5089605734767026,1.0752688172043012,35,3,False,False,False,1,0,,,,46.0,1,1,1,s4_ok,19.0,1,1,1,s4_ok,1,False,1,cand_ok,1,cand_ok,1,cand_ok,5,1
mcr,mcr_v2,230,Mucormycosis,all_miss_but_recalled,,0,0,0,0,0,,0,0,,1954,277,25,6,3,2.166064981949458,1.083032490974729,12,1,False,False,False,1,0,,,,62.0,0,0,0,recall_miss_s2,22.0,1,1,0,rank_miss_s4,,False,0,recall_miss,1,cand_ok,0,recall_miss,5,0
mcr,mcr_v2,231,urachal cyst,,,0,0,0,0,0,,0,0,,1370,194,20,4,1,2.0618556701030926,0.5154639175257731,12,2,False,False,False,1,0,,,,52.0,0,0,0,recall_miss_s2,19.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_v2,232,eccrine chromhidrosis,,,0,0,0,0,0,,0,0,,1432,205,22,2,0,0.975609756097561,0.0,21,2,False,False,False,1,0,,,,52.0,0,0,0,recall_miss_s2,17.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_v2,233,double-outlet right ventricle,,,1,1,1,0,0,,0,0,,1958,281,20,0,4,0.0,1.4234875444839856,29,4,False,False,False,1,0,,,,42.0,0,0,0,recall_miss_s2,15.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,1
mcr,mcr_v2,234,SpindleCellHemangioma,,,0,0,0,0,0,,0,0,,1026,151,21,3,0,1.9867549668874174,0.0,21,1,False,False,False,1,0,,,,48.0,0,0,0,recall_miss_s2,19.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_v2,235,Nonketotic hyperglycemia hemichorea,,,0,0,1,0,1,,0,1,B06,1702,256,21,8,7,3.125,2.734375,35,3,False,False,False,1,0,,,,48.0,0,0,0,recall_miss_s2,20.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_v2,236,Eosinophilic mastitis,,,1,1,1,1,0,,0,0,,1274,172,20,1,0,0.5813953488372093,0.0,21,2,False,False,False,1,0,,,,46.0,1,1,1,s4_ok,17.0,1,1,1,s4_ok,2,False,1,cand_ok,1,cand_ok,1,cand_ok,5,1
mcr,mcr_v2,237,Peripheral odontoma,all_miss_but_recalled,,0,0,0,0,0,,0,0,,1145,172,15,2,4,1.1627906976744187,2.3255813953488373,19,2,False,False,False,1,0,,,,43.0,1,1,0,rank_miss_s4,16.0,0,0,0,recall_miss_s2,1,False,1,cand_ok,0,recall_miss,0,recall_miss,5,1
mcr,mcr_v2,240,IgG4-related disease,,,0,0,0,0,0,,0,0,,1538,228,17,3,5,1.3157894736842104,2.1929824561403506,20,3,False,False,False,1,0,,,,50.0,0,0,0,recall_miss_s2,16.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_v2,241,Perianal mucinous adenocarcinoma,,,1,1,1,1,1,,0,0,,1626,241,18,3,2,1.2448132780082988,0.8298755186721992,32,3,False,False,False,1,0,,,,43.0,1,1,1,s4_ok,18.0,0,0,0,recall_miss_s2,1,False,1,cand_ok,0,recall_miss,0,recall_miss,5,1
mcr,mcr_v2,242,Intraventricular hemorrhage,,,0,0,0,0,0,,0,0,,1396,186,17,4,5,2.1505376344086025,2.6881720430107525,27,2,False,False,False,1,0,,,,48.0,0,0,0,recall_miss_s2,18.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_v2,243,spermatocytic seminoma,all_miss_but_recalled,,0,0,0,0,1,,0,0,,1391,192,21,1,4,0.5208333333333333,2.083333333333333,22,2,False,False,False,1,0,,,,50.0,1,1,0,rank_miss_s4,17.0,1,1,0,rank_miss_s4,1,False,0,recall_miss,0,recall_miss,1,cand_ok,5,1
mcr,mcr_v2,244,Hydranencephaly,,,0,0,0,0,0,,0,0,,1272,183,21,2,3,1.092896174863388,1.639344262295082,15,1,False,False,False,1,0,,,,48.0,0,0,0,recall_miss_s2,17.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_v2,245,ovarian cyst adenofibroma,all_miss_but_recalled,,0,0,0,0,0,,0,0,,1550,224,23,1,2,0.4464285714285714,0.8928571428571428,25,3,False,False,False,1,0,,,,47.0,0,0,0,recall_miss_s2,16.0,0,0,0,recall_miss_s2,,False,0,recall_miss,1,cand_ok,1,cand_ok,5,1
mcr,mcr_v2,246,Liponeurocytoma,all_miss_but_recalled,,0,0,0,0,0,,0,0,,1708,234,18,3,4,1.282051282051282,1.7094017094017095,15,1,False,False,False,1,0,,,,52.0,1,0,0,prune_miss_s3,15.0,1,0,0,prune_miss_s3,11,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_v2,247,Diffuse large B-cell lymphoma of the central nervous system,,,0,0,0,0,0,,0,0,,1462,225,18,6,4,2.666666666666667,1.7777777777777777,59,10,False,False,False,1,0,,,,48.0,0,0,0,recall_miss_s2,16.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,1
mcr,mcr_200b,249,Organizing pneumonia,base_win_recall,,0,0,0,1,0,,0,1,B07,2613,362,33,7,2,1.9337016574585635,0.5524861878453038,20,2,False,False,False,1,0,,,,54.0,0,0,0,recall_miss_s2,21.0,0,0,0,recall_miss_s2,,False,0,recall_miss,1,cand_ok,0,recall_miss,5,0
mcr,mcr_200b,250,Toxocariasis,base_win_recall,,0,0,1,0,0,,0,1,B06,2788,382,32,5,5,1.3089005235602094,1.3089005235602094,12,1,False,False,False,1,0,,,,51.0,0,0,0,recall_miss_s2,16.0,0,0,0,recall_miss_s2,,False,0,recall_miss,1,cand_ok,0,recall_miss,5,0
mcr,mcr_200b,251,twin anemia polycythemia sequence,,,1,1,1,1,1,,0,0,,1937,283,25,5,2,1.76678445229682,0.7067137809187279,33,4,False,False,False,1,0,,,,51.0,1,0,0,prune_miss_s3,20.0,0,0,0,recall_miss_s2,9,False,0,recall_miss,0,recall_miss,0,recall_miss,5,1
mcr,mcr_200b,252,Visceral leishmaniasis,,,1,1,1,1,1,,0,0,,1863,277,28,3,2,1.083032490974729,0.7220216606498195,22,2,False,False,False,1,0,,,,57.0,1,1,1,s4_ok,18.0,1,1,1,s4_ok,1,False,1,cand_ok,1,cand_ok,0,recall_miss,5,1
mcr,mcr_200b,254,Intimal sarcoma of the pulmonary artery,,,0,0,0,0,1,,0,0,,1289,192,19,2,1,1.0416666666666665,0.5208333333333333,39,6,False,False,False,1,0,,,,52.0,0,0,0,recall_miss_s2,15.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,2
mcr,mcr_200b,257,collar button abscess,all_miss_but_recalled,,0,0,0,0,0,,0,0,,983,163,18,1,0,0.6134969325153374,0.0,21,3,False,False,False,1,0,,,,48.0,1,1,0,rank_miss_s4,18.0,1,1,0,rank_miss_s4,5,False,1,cand_ok,0,recall_miss,0,recall_miss,5,0
mcr,mcr_200b,258,Tuberculous hemorrhagic meningoencephalitis,,,0,0,0,0,0,,0,0,,1507,208,17,4,1,1.9230769230769231,0.4807692307692308,43,3,False,False,False,1,0,,,,53.0,0,0,0,recall_miss_s2,19.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_200b,259,Klippel-Trenaunay syndrome,,,1,0,1,1,0,,0,0,,1657,246,22,1,0,0.40650406504065045,0.0,26,3,True,False,False,1,0,,,,46.0,1,1,1,s4_ok,14.0,0,0,0,recall_miss_s2,5,False,1,cand_ok,1,cand_ok,0,recall_miss,5,2
mcr,mcr_200b,260,syphilitic aortitis,e7_win_recall,,1,1,0,0,0,,1,0,,1976,248,22,0,1,0.0,0.4032258064516129,19,2,False,False,False,1,0,,,,51.0,1,1,1,s4_ok,19.0,1,1,1,s4_ok,4,False,0,recall_miss,0,recall_miss,0,recall_miss,5,1
mcr,mcr_200b,261,Granulomatous pneumonitis,,,0,0,0,0,0,,0,0,,2019,268,23,4,3,1.4925373134328357,1.1194029850746268,25,2,False,False,False,1,0,,,,49.0,0,0,0,recall_miss_s2,18.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_200b,262,Schwannoma,,,0,0,0,0,0,,0,0,,1106,145,20,1,0,0.6896551724137931,0.0,10,1,False,False,False,1,0,,,,46.0,0,0,0,recall_miss_s2,16.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_200b,263,sarcoidosis,,,1,1,1,0,1,,0,0,,1881,258,27,5,4,1.937984496124031,1.550387596899225,11,1,False,False,False,1,0,,,,50.0,1,1,1,s4_ok,17.0,1,1,1,s4_ok,5,False,1,cand_ok,1,cand_ok,1,cand_ok,5,1
mcr,mcr_200b,264,Benign cystic mesothelioma,,,0,0,0,0,0,,0,0,,1673,248,27,2,3,0.8064516129032258,1.2096774193548387,26,3,False,False,False,1,0,,,,49.0,0,0,0,recall_miss_s2,19.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_200b,265,Intestinal T-cell lymphoma not otherwise specified,base_win_recall,,0,0,1,1,0,,0,1,,2375,316,28,2,1,0.6329113924050633,0.31645569620253167,50,7,False,False,False,1,0,,,,49.0,0,0,0,recall_miss_s2,19.0,0,0,0,recall_miss_s2,,False,1,cand_ok,1,cand_ok,1,cand_ok,5,0
mcr,mcr_200b,266,Aortic Dissection,all_miss_but_recalled,,0,0,0,0,0,,0,0,,1425,200,18,4,5,2.0,2.5,17,2,False,False,False,1,0,,,,51.0,1,0,0,prune_miss_s3,16.0,1,0,0,prune_miss_s3,11,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_200b,267,T-cell lymphoma,all_miss_but_recalled,,0,0,0,0,0,,0,0,,1889,266,29,1,4,0.37593984962406013,1.5037593984962405,15,3,False,False,False,1,0,,,,48.0,1,1,0,rank_miss_s4,19.0,1,1,0,rank_miss_s4,3,False,0,recall_miss,0,recall_miss,0,recall_miss,5,1
mcr,mcr_200b,268,pustular psoriasis,all_miss_but_recalled,,0,0,0,0,0,,0,0,,1308,171,16,1,1,0.5847953216374269,0.5847953216374269,18,2,False,False,False,1,0,,,,49.0,1,0,0,prune_miss_s3,16.0,1,0,0,prune_miss_s3,3,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_200b,269,Osteoid osteoma,all_miss_but_recalled,,0,0,0,0,0,,0,0,,1998,290,22,8,4,2.7586206896551726,1.3793103448275863,15,2,False,False,False,1,0,,,,51.0,1,0,0,prune_miss_s3,20.0,0,0,0,recall_miss_s2,24,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_200b,270,epidermal inclusion cyst,,,0,0,0,0,0,,0,0,,1715,262,24,3,3,1.1450381679389312,1.1450381679389312,24,3,False,False,False,1,0,,,,53.0,0,0,0,recall_miss_s2,19.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_200b,271,solid persistent facial edema,,,0,0,0,0,0,,0,0,,1285,186,17,2,4,1.0752688172043012,2.1505376344086025,29,4,False,False,False,1,0,,,,44.0,0,0,0,recall_miss_s2,16.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_200b,272,sclerosing hemangioma,all_miss_but_recalled,,0,0,0,0,0,,0,0,,1927,277,27,5,3,1.8050541516245486,1.083032490974729,21,2,False,False,False,1,0,,,,46.0,1,1,0,rank_miss_s4,17.0,1,1,1,s4_ok,4,False,0,recall_miss,1,cand_ok,0,recall_miss,5,1
mcr,mcr_200b,274,tricuspid valve aneurysm,,,0,0,0,0,0,,0,0,,1598,222,19,1,0,0.45045045045045046,0.0,24,3,False,False,False,1,0,,,,42.0,0,0,0,recall_miss_s2,15.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_200b,275,Ischemic colitis,all_miss_but_recalled,,0,0,0,0,0,,0,0,,2165,306,25,4,2,1.3071895424836601,0.6535947712418301,16,2,False,False,False,1,0,,,,47.0,1,1,0,rank_miss_s4,19.0,1,1,0,rank_miss_s4,4,False,0,recall_miss,0,recall_miss,0,recall_miss,5,1
mcr,mcr_200b,276,Inflammatory cap polyp,,,0,0,0,0,0,,0,0,,1459,217,22,3,2,1.3824884792626728,0.9216589861751152,22,3,False,False,False,1,0,,,,46.0,0,0,0,recall_miss_s2,18.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_200b,277,Wilms tumor,all_miss_but_recalled,,0,0,0,0,0,,0,0,,2127,312,24,6,4,1.9230769230769231,1.282051282051282,11,2,False,False,False,1,0,,,,44.0,1,1,0,rank_miss_s4,15.0,1,0,0,prune_miss_s3,3,False,0,recall_miss,0,recall_miss,1,cand_ok,5,1
mcr,mcr_200b,278,Refeeding syndrome,,,1,1,1,1,1,,0,0,,2309,341,33,2,5,0.5865102639296188,1.466275659824047,18,2,False,False,False,1,0,,,,45.0,1,1,1,s4_ok,18.0,1,1,1,s4_ok,3,False,1,cand_ok,1,cand_ok,1,cand_ok,5,1
mcr,mcr_200b,279,Leiomyosarcoma,,,0,0,0,0,0,,0,0,,1129,174,18,0,2,0.0,1.1494252873563218,14,1,False,False,False,1,0,,,,44.0,0,0,0,recall_miss_s2,16.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_200b,280,Invasive papillary carcinoma,all_miss_but_recalled,,0,0,0,0,0,,0,0,,1795,249,21,6,2,2.4096385542168677,0.8032128514056224,28,3,False,False,False,1,0,,,,47.0,1,1,0,rank_miss_s4,21.0,1,1,0,rank_miss_s4,5,False,1,cand_ok,0,recall_miss,0,recall_miss,5,4
mcr,mcr_200b,283,dermoid cyst,,,1,1,1,1,1,,0,0,,2111,302,18,3,1,0.9933774834437087,0.33112582781456956,12,2,False,False,False,1,0,,,,48.0,1,1,1,s4_ok,18.0,1,1,1,s4_ok,1,False,1,cand_ok,1,cand_ok,1,cand_ok,5,1
mcr,mcr_200b,284,hibernoma,all_miss_but_recalled,,0,0,0,0,0,,0,0,,1519,220,19,5,3,2.272727272727273,1.3636363636363635,9,1,False,False,False,1,0,,,,42.0,1,0,0,prune_miss_s3,17.0,0,0,0,recall_miss_s2,23,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_200b,285,Pycnodysostosis,,,1,1,1,1,1,,0,0,,1578,212,22,1,1,0.4716981132075472,0.4716981132075472,15,1,False,False,False,1,0,,,,45.0,1,1,1,s4_ok,16.0,1,1,1,s4_ok,1,False,1,cand_ok,0,recall_miss,0,recall_miss,5,1
mcr,mcr_200b,287,Autoimmune hepatitis,all_miss_but_recalled,,0,0,0,0,0,,0,0,,1209,177,24,3,2,1.694915254237288,1.1299435028248588,20,2,False,False,False,1,0,,,,51.0,1,1,0,rank_miss_s4,16.0,1,1,0,rank_miss_s4,1,False,1,cand_ok,0,recall_miss,0,recall_miss,5,1
mcr,mcr_200b,288,cystic lymphangioma,,,0,0,0,0,0,,0,0,,1610,230,23,4,4,1.7391304347826086,1.7391304347826086,19,2,False,False,False,1,0,,,,50.0,0,0,0,recall_miss_s2,17.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_200b,289,Takayasu arteritis,,,1,1,1,1,1,,0,0,,1945,272,28,4,2,1.4705882352941175,0.7352941176470588,18,2,False,False,False,1,0,,,,50.0,1,1,1,s4_ok,18.0,1,1,1,s4_ok,1,False,1,cand_ok,1,cand_ok,1,cand_ok,5,1
mcr,mcr_200b,290,functional neurological disorder,,,0,0,0,0,0,,0,0,,2528,366,30,4,0,1.092896174863388,0.0,32,3,False,False,False,1,0,,,,52.0,0,0,0,recall_miss_s2,19.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_200b,291,Necrolytic acral erythema,,,0,0,0,0,0,,0,0,,1520,218,17,2,4,0.9174311926605505,1.834862385321101,25,3,False,False,False,1,0,,,,47.0,0,0,0,recall_miss_s2,17.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_200b,292,Anaplastic large-cell lymphoma,,,1,1,1,0,0,,0,0,,1254,177,18,3,1,1.694915254237288,0.5649717514124294,30,4,False,False,False,1,0,,,,46.0,0,0,0,recall_miss_s2,18.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,2
mcr,mcr_200b,293,Hemangiosarcoma,,,0,0,0,0,0,,0,0,,1766,246,19,0,3,0.0,1.2195121951219512,15,1,False,False,False,1,0,,,,51.0,0,0,0,recall_miss_s2,18.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_200b,294,Undifferentiated embryonal sarcoma of the liver,all_miss_but_recalled,,0,0,0,0,0,,0,0,,1334,194,18,2,3,1.0309278350515463,1.5463917525773196,47,6,False,False,False,1,0,,,,46.0,1,1,0,rank_miss_s4,15.0,1,1,0,rank_miss_s4,3,False,1,cand_ok,0,recall_miss,0,recall_miss,5,2
mcr,mcr_200b,295,gallbladder carcinoma,,,1,1,1,1,1,,0,0,,1994,287,23,5,3,1.7421602787456445,1.0452961672473868,21,2,False,False,False,1,0,,,,48.0,0,0,0,recall_miss_s2,18.0,0,0,0,recall_miss_s2,,False,0,recall_miss,1,cand_ok,1,cand_ok,5,0
mcr,mcr_200b,296,Sweet’s syndrome,,,1,1,1,1,1,,0,0,,1642,251,23,3,6,1.1952191235059761,2.3904382470119523,16,2,False,False,False,1,0,,,,49.0,0,0,0,recall_miss_s2,19.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,1
mcr,mcr_200b,297,puffy hand syndrome,,,0,0,0,0,0,,0,0,,1750,241,24,2,0,0.8298755186721992,0.0,19,3,False,False,False,1,0,,,,53.0,0,0,0,recall_miss_s2,17.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_200b,298,Warthin tumor,all_miss_but_recalled,,0,0,0,0,0,,0,0,,1030,154,17,2,0,1.2987012987012987,0.0,13,2,False,False,False,1,0,,,,48.0,1,0,0,prune_miss_s3,18.0,1,0,0,prune_miss_s3,3,False,0,recall_miss,0,recall_miss,1,cand_ok,5,0
mcr,mcr_200b,299,Pancreatic adenocarcinoma,,,1,1,0,1,0,,0,0,,1383,198,24,4,3,2.0202020202020203,1.5151515151515151,25,2,False,False,False,1,0,,,,51.0,0,0,0,recall_miss_s2,18.0,1,1,1,s4_ok,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,1
mcr,mcr_200b,300,Perniosis,,,0,0,0,0,0,,0,0,,1223,176,18,1,1,0.5681818181818182,0.5681818181818182,9,1,False,False,False,1,0,,,,49.0,0,0,0,recall_miss_s2,18.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_200b,301,water reflex epilepsy,,,0,1,0,0,0,,0,0,v0,2176,334,27,2,6,0.5988023952095809,1.7964071856287425,21,3,False,False,False,1,0,,,,54.0,0,0,0,recall_miss_s2,20.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_200b,302,septic arthritis,all_miss_but_recalled,,0,0,0,0,0,,0,0,,1729,266,28,4,1,1.5037593984962405,0.37593984962406013,16,2,False,False,False,1,0,,,,52.0,1,1,0,rank_miss_s4,20.0,1,1,0,rank_miss_s4,4,False,0,recall_miss,1,cand_ok,1,cand_ok,5,1
mcr,mcr_200b,303,GastricSchwannoma,all_miss_but_recalled,,0,0,0,0,0,,0,0,,2391,343,31,3,3,0.8746355685131195,0.8746355685131195,17,1,False,False,False,1,0,,,,43.0,1,0,0,prune_miss_s3,16.0,1,1,0,rank_miss_s4,5,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_200b,305,amitraz poisoning,,,1,1,1,1,1,,0,0,,1433,222,21,1,5,0.45045045045045046,2.2522522522522523,17,2,False,False,False,1,0,,,,48.0,1,1,1,s4_ok,18.0,1,1,1,s4_ok,1,False,1,cand_ok,1,cand_ok,1,cand_ok,5,1
mcr,mcr_200b,306,Disseminated strongyloidiasis,,,0,0,0,0,0,,0,0,,2413,336,26,8,3,2.380952380952381,0.8928571428571428,29,2,False,False,False,1,0,,,,56.0,0,0,0,recall_miss_s2,19.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_200b,307,Leiomyoma,,,0,0,0,0,0,,0,0,,1321,199,18,5,1,2.512562814070352,0.5025125628140703,9,1,False,False,False,1,0,,,,49.0,0,0,0,recall_miss_s2,18.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
mcr,mcr_200b,308,Metastatic breast carcinoma,,,0,0,0,0,0,,0,0,,1266,180,15,1,0,0.5555555555555556,0.0,27,3,False,False,False,1,0,,,,54.0,0,0,0,recall_miss_s2,20.0,0,0,0,recall_miss_s2,,False,0,recall_miss,0,recall_miss,0,recall_miss,5,0
