vig_chars,vig_words,vig_sents,vig_lab_hits,vig_diff_hits,vig_lab_dens,vig_diff_dens,gold_chars,gold_words,gold_has_eponym,gold_has_subtype,gold_has_paren,gold_comma_parts,n_options,gold_in_options,max_opt_gold_overlap,n_opts_near_gold,has_pe_section,has_tests_section,dataset,slice,case_id,y_e7_chain_fail,y_base_win_chain,y_s4_miss,journal_len,title_len
1627,212,13,6,0,2.8301886792452833,0.0,29,5,0,0,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,767,1,1,0,,
1690,230,20,2,1,0.8695652173913043,0.43478260869565216,30,4,0,0,0,1,4,1,1.0,1,1,1,da,d2_heldout200b,769,1,0,1,,
1424,190,11,6,0,3.1578947368421053,0.0,80,11,0,1,0,3,4,1,1.0,1,0,1,da,d2_heldout200b,770,1,1,0,,
1626,224,21,3,0,1.3392857142857142,0.0,74,9,0,1,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,771,1,0,0,,
2286,302,18,2,0,0.6622516556291391,0.0,81,10,0,1,1,1,4,1,1.0,1,0,1,da,d2_heldout200b,773,1,0,1,,
2198,297,23,12,0,4.040404040404041,0.0,170,20,0,1,1,4,4,1,1.0,1,0,1,da,d2_heldout200b,774,1,0,0,,
1663,220,19,6,0,2.727272727272727,0.0,100,12,0,1,0,1,4,1,1.0,2,0,1,da,d2_heldout200b,775,0,0,0,,
1116,152,10,2,0,1.3157894736842104,0.0,50,9,0,0,1,1,4,1,1.0,1,0,1,da,d2_heldout200b,777,1,0,0,,
1858,266,22,5,0,1.8796992481203008,0.0,55,7,0,0,0,1,4,1,1.0,1,0,1,da,d2_heldout200b,778,1,1,0,,
1653,247,21,2,1,0.8097165991902834,0.4048582995951417,10,1,0,0,0,1,,,,,,,mcr,mcr_v1,1,1,0,0,45,88
2266,318,38,2,5,0.628930817610063,1.5723270440251573,15,2,0,0,0,1,,,,,,,mcr,mcr_v1,2,1,0,0,31,91
2145,307,27,3,4,0.9771986970684038,1.3029315960912053,45,4,0,1,0,1,,,,,,,mcr,mcr_v1,3,1,0,0,35,147
1617,237,31,3,1,1.2658227848101267,0.42194092827004215,25,3,0,0,0,1,,,,,,,mcr,mcr_v1,4,0,0,0,23,109
1619,242,31,6,2,2.479338842975207,0.8264462809917356,13,1,0,0,0,1,,,,,,,mcr,mcr_v1,5,1,0,0,13,83
1704,252,22,1,3,0.3968253968253968,1.1904761904761905,31,3,0,0,0,1,,,,,,,mcr,mcr_v1,6,1,0,0,41,83
1482,217,17,2,1,0.9216589861751152,0.4608294930875576,19,2,0,0,0,1,,,,,,,mcr,mcr_v1,7,1,0,0,31,82
1400,200,21,3,3,1.5,1.5,34,5,0,0,0,1,,,,,,,mcr,mcr_v1,8,1,1,0,31,141
3289,473,45,6,2,1.2684989429175475,0.42283298097251587,45,5,0,0,0,1,,,,,,,mcr,mcr_v1,11,1,1,0,24,59
2288,337,45,3,0,0.8902077151335311,0.0,26,3,0,0,0,1,,,,,,,mcr,mcr_v1,12,0,0,0,26,64
1094,166,16,1,1,0.6024096385542169,0.6024096385542169,17,2,0,0,0,1,,,,,,,mcr,mcr_v1,13,0,0,0,31,49
1019,155,18,1,0,0.6451612903225806,0.0,23,2,0,0,0,1,,,,,,,mcr,mcr_v1,15,1,0,0,25,48
1433,193,18,1,2,0.5181347150259068,1.0362694300518136,28,1,0,0,0,1,,,,,,,mcr,mcr_v1,16,1,1,0,32,100
1961,262,27,5,2,1.9083969465648856,0.7633587786259541,26,3,0,0,0,1,,,,,,,mcr,mcr_v1,17,1,0,0,24,112
1263,182,20,3,0,1.6483516483516485,0.0,10,1,0,0,0,1,,,,,,,mcr,mcr_v1,18,1,0,0,22,89
1534,218,20,3,6,1.3761467889908259,2.7522935779816518,14,1,0,0,0,1,,,,,,,mcr,mcr_v1,19,1,1,1,23,200
2781,419,42,4,2,0.9546539379474941,0.47732696897374705,29,5,0,1,0,1,,,,,,,mcr,mcr_v1,20,1,1,0,31,118
1167,184,17,2,3,1.0869565217391304,1.6304347826086956,17,2,0,0,0,1,,,,,,,mcr,mcr_v1,21,1,1,1,22,89
1024,154,18,0,0,0.0,0.0,17,2,0,0,0,1,,,,,,,mcr,mcr_v1,22,0,0,0,24,75
1780,272,23,3,2,1.1029411764705883,0.7352941176470588,22,1,0,0,0,1,,,,,,,mcr,mcr_v1,23,1,0,0,18,99
1574,224,17,2,6,0.8928571428571428,2.6785714285714284,35,4,0,0,0,1,,,,,,,mcr,mcr_v1,24,0,0,0,45,85
2210,319,24,2,6,0.6269592476489028,1.8808777429467085,45,6,0,1,0,1,,,,,,,mcr,mcr_v1,26,1,0,0,30,60
2623,384,46,2,0,0.5208333333333333,0.0,21,3,0,0,0,1,,,,,,,mcr,mcr_v1,27,1,0,0,31,102
2168,298,26,3,1,1.006711409395973,0.33557046979865773,26,3,0,0,0,1,,,,,,,mcr,mcr_v1,28,1,0,1,21,180
2115,300,20,1,6,0.33333333333333337,2.0,26,3,0,0,0,1,,,,,,,mcr,mcr_v1,29,1,0,0,21,78
1180,165,23,1,0,0.6060606060606061,0.0,25,3,1,0,0,1,,,,,,,mcr,mcr_v1,30,1,0,0,25,46
1728,229,21,1,3,0.43668122270742354,1.3100436681222707,29,4,1,0,0,1,,,,,,,mcr,mcr_v1,33,0,0,0,22,143
1232,177,18,1,0,0.5649717514124294,0.0,12,1,0,0,0,1,,,,,,,mcr,mcr_v1,34,0,0,0,24,33
2152,301,29,5,3,1.6611295681063125,0.9966777408637874,17,2,0,0,0,1,,,,,,,mcr,mcr_v1,35,1,0,0,22,87
2062,277,23,2,2,0.7220216606498195,0.7220216606498195,21,2,0,0,0,1,,,,,,,mcr,mcr_v1,38,0,0,0,22,118
2465,366,32,2,3,0.546448087431694,0.819672131147541,30,3,0,0,0,1,,,,,,,mcr,mcr_v1,39,0,0,0,36,82
1611,230,28,5,1,2.1739130434782608,0.43478260869565216,24,2,0,0,0,1,,,,,,,mcr,mcr_v1,40,0,0,0,30,164
1716,247,19,4,3,1.6194331983805668,1.214574898785425,14,2,0,0,0,1,,,,,,,mcr,mcr_v1,41,1,1,1,31,95
2382,369,26,1,2,0.27100271002710025,0.5420054200542005,31,3,0,0,0,1,,,,,,,mcr,mcr_v1,42,1,0,0,25,52
1894,275,25,9,3,3.272727272727273,1.090909090909091,15,2,0,0,0,1,,,,,,,mcr,mcr_v1,43,1,0,0,26,59
842,122,17,1,0,0.819672131147541,0.0,20,2,0,0,0,1,,,,,,,mcr,mcr_v1,44,1,0,0,24,74
1459,205,20,2,1,0.975609756097561,0.4878048780487805,18,2,0,0,0,1,,,,,,,mcr,mcr_v1,45,1,0,1,46,56
1528,197,28,5,0,2.5380710659898478,0.0,11,1,0,0,0,1,,,,,,,mcr,mcr_v1,46,0,0,0,24,110
1696,245,23,7,2,2.857142857142857,0.8163265306122449,38,5,0,0,0,1,,,,,,,mcr,mcr_v1,47,1,0,0,31,117
1268,190,17,0,4,0.0,2.1052631578947367,33,2,0,0,0,1,,,,,,,mcr,mcr_v1,48,1,1,1,25,71
1221,178,16,4,4,2.247191011235955,2.247191011235955,17,1,0,0,0,1,,,,,,,mcr,mcr_v1,49,1,0,0,45,61
1877,260,23,1,0,0.38461538461538464,0.0,35,4,0,0,0,1,,,,,,,mcr,mcr_v1,50,0,0,0,58,95
1362,186,17,1,0,0.5376344086021506,0.0,21,2,0,0,0,1,,,,,,,mcr,mcr_v1,52,0,0,0,58,109
875,126,19,1,0,0.7936507936507936,0.0,10,1,0,0,0,1,,,,,,,mcr,mcr_v1,53,1,0,0,22,40
1315,195,20,2,0,1.0256410256410255,0.0,20,2,0,0,0,1,,,,,,,mcr,mcr_v1,54,0,0,0,38,167
1403,188,20,2,0,1.0638297872340425,0.0,44,4,0,0,0,1,,,,,,,mcr,mcr_v1,55,1,0,0,27,90
1810,250,22,2,2,0.8,0.8,36,5,0,0,0,1,,,,,,,mcr,mcr_v1,56,1,0,0,31,96
1084,164,20,2,1,1.2195121951219512,0.6097560975609756,28,5,0,0,0,1,,,,,,,mcr,mcr_v1,58,1,0,0,35,128
2521,377,30,11,9,2.9177718832891246,2.3872679045092835,22,2,0,0,0,1,,,,,,,mcr,mcr_v1,60,1,0,1,42,90
1851,244,23,7,6,2.8688524590163933,2.459016393442623,15,1,0,0,0,1,,,,,,,mcr,mcr_v1,61,1,0,0,32,99
1204,178,18,3,0,1.6853932584269662,0.0,12,1,0,0,0,1,,,,,,,mcr,mcr_v1,62,1,1,0,45,59
1483,204,19,3,2,1.4705882352941175,0.9803921568627451,21,2,0,0,0,1,,,,,,,mcr,mcr_v1,63,0,0,0,23,103
1540,217,18,2,0,0.9216589861751152,0.0,25,4,0,0,0,1,,,,,,,mcr,mcr_v1,64,1,0,0,32,81
1253,170,25,4,0,2.3529411764705883,0.0,11,1,0,0,0,1,,,,,,,mcr,mcr_v1,65,1,0,0,21,84
1585,225,19,3,5,1.3333333333333335,2.2222222222222223,22,3,0,0,0,1,,,,,,,mcr,mcr_v1,66,1,0,0,11,79
1159,167,20,0,2,0.0,1.1976047904191618,57,7,0,0,0,1,,,,,,,mcr,mcr_v1,67,1,0,0,26,57
1396,207,19,3,4,1.4492753623188406,1.932367149758454,26,2,0,0,0,1,,,,,,,mcr,mcr_v1,68,1,0,0,45,113
1200,176,19,5,3,2.840909090909091,1.7045454545454544,14,2,0,0,0,1,,,,,,,mcr,mcr_v1,69,1,1,1,45,71
1905,270,22,11,2,4.074074074074074,0.7407407407407408,22,2,0,0,0,1,,,,,,,mcr,mcr_v1,72,1,0,0,42,91
2409,342,21,5,2,1.461988304093567,0.5847953216374269,29,3,0,0,0,1,,,,,,,mcr,mcr_v1,73,1,0,0,22,84
1966,268,25,1,2,0.3731343283582089,0.7462686567164178,53,4,0,0,0,1,,,,,,,mcr,mcr_v1,74,1,0,1,36,107
1447,211,23,6,0,2.843601895734597,0.0,21,1,0,0,0,1,,,,,,,mcr,mcr_v1,75,1,0,0,12,125
1702,235,30,1,4,0.425531914893617,1.702127659574468,25,4,0,0,0,1,,,,,,,mcr,mcr_v1,76,1,1,1,23,68
1134,171,17,2,0,1.1695906432748537,0.0,28,3,0,0,0,1,,,,,,,mcr,mcr_v1,77,1,0,0,22,97
1490,218,20,1,0,0.45871559633027525,0.0,10,1,0,0,0,1,,,,,,,mcr,mcr_v1,78,1,1,1,24,54
1275,187,20,1,6,0.53475935828877,3.2085561497326207,14,1,0,0,0,1,,,,,,,mcr,mcr_v1,80,1,1,0,21,90
2686,385,41,10,1,2.5974025974025974,0.2597402597402597,23,2,0,0,0,1,,,,,,,mcr,mcr_v1,81,1,0,0,42,126
1968,300,27,1,1,0.33333333333333337,0.33333333333333337,32,3,0,0,0,1,,,,,,,mcr,mcr_v1,82,1,1,1,25,112
1428,205,19,3,0,1.4634146341463417,0.0,46,6,0,0,0,1,,,,,,,mcr,mcr_v1,84,1,0,0,23,121
1525,220,20,4,2,1.8181818181818181,0.9090909090909091,28,3,0,0,0,1,,,,,,,mcr,mcr_v1,85,1,0,0,45,92
1250,181,20,1,0,0.5524861878453038,0.0,22,3,0,0,0,1,,,,,,,mcr,mcr_v1,86,1,0,0,14,85
2073,308,25,9,4,2.922077922077922,1.2987012987012987,47,6,0,0,0,1,,,,,,,mcr,mcr_v1,87,1,1,0,21,127
1442,218,17,2,3,0.9174311926605505,1.3761467889908259,23,3,0,0,0,1,,,,,,,mcr,mcr_v1,90,1,0,1,36,64
1580,215,19,4,2,1.8604651162790697,0.9302325581395349,12,1,0,0,0,1,,,,,,,mcr,mcr_v1,91,1,0,1,32,69
1583,210,27,2,6,0.9523809523809524,2.857142857142857,14,2,0,0,0,1,,,,,,,mcr,mcr_v1,93,1,0,0,21,51
1283,195,18,2,2,1.0256410256410255,1.0256410256410255,10,1,0,0,0,1,,,,,,,mcr,mcr_v1,94,1,0,0,21,107
1887,261,23,5,3,1.9157088122605364,1.1494252873563218,12,1,0,0,0,1,,,,,,,mcr,mcr_v1,95,0,0,0,39,119
1608,254,22,4,4,1.574803149606299,1.574803149606299,21,1,0,0,0,1,,,,,,,mcr,mcr_v1,96,1,0,0,22,56
1367,201,21,2,0,0.9950248756218906,0.0,27,3,0,0,0,1,,,,,,,mcr,mcr_v1,97,1,1,1,45,72
1628,220,22,0,1,0.0,0.45454545454545453,14,1,0,0,0,1,,,,,,,mcr,mcr_v1,99,1,0,1,21,119
1704,256,16,4,6,1.5625,2.34375,35,3,0,0,0,1,,,,,,,mcr,mcr_v1,100,1,0,0,22,50
1888,269,22,1,0,0.37174721189591076,0.0,29,3,0,0,0,1,,,,,,,mcr,mcr_v1,104,0,0,0,21,135
1537,221,20,6,2,2.7149321266968327,0.904977375565611,11,2,0,0,0,1,,,,,,,mcr,mcr_v1,105,0,0,0,7,113
1439,200,20,1,6,0.5,3.0,20,2,0,0,0,1,,,,,,,mcr,mcr_v1,106,1,0,0,32,73
2005,276,20,9,0,3.260869565217391,0.0,19,2,0,0,0,1,,,,,,,mcr,mcr_v1,107,1,1,0,22,143
2778,389,29,7,3,1.7994858611825193,0.7712082262210797,13,1,0,0,0,1,,,,,,,mcr,mcr_v1,109,1,0,0,22,112
1491,225,19,0,3,0.0,1.3333333333333335,24,5,0,0,0,1,,,,,,,mcr,mcr_v1,111,0,0,0,24,76
2913,407,31,3,1,0.7371007371007371,0.2457002457002457,22,3,0,0,0,1,,,,,,,mcr,mcr_v1,112,1,0,0,26,59
1542,224,19,4,2,1.7857142857142856,0.8928571428571428,22,2,0,0,0,1,,,,,,,mcr,mcr_v1,113,1,0,0,45,77
1626,269,19,0,4,0.0,1.486988847583643,10,1,0,0,0,1,,,,,,,mcr,mcr_v1,114,1,0,0,32,125
2209,315,22,2,2,0.6349206349206349,0.6349206349206349,35,4,0,1,0,1,,,,,,,mcr,mcr_v1,116,1,1,1,30,85
2696,367,29,7,4,1.9073569482288828,1.08991825613079,25,2,0,0,0,1,,,,,,,mcr,mcr_v1,117,0,0,0,7,185
1804,285,36,4,0,1.4035087719298245,0.0,16,1,0,0,0,1,,,,,,,mcr,mcr_v1,119,1,0,0,28,140
953,147,17,0,7,0.0,4.761904761904762,14,1,0,0,0,1,,,,,,,mcr,mcr_v1,121,1,0,0,51,92
1587,217,19,2,5,0.9216589861751152,2.3041474654377883,40,5,0,0,0,1,,,,,,,mcr,mcr_v1,122,1,0,0,11,68
1136,167,20,3,0,1.7964071856287425,0.0,21,2,0,0,0,1,,,,,,,mcr,mcr_v1,123,1,1,1,45,75
2403,335,34,9,0,2.6865671641791042,0.0,22,3,0,0,0,1,,,,,,,mcr,mcr_v1,124,1,0,0,31,153
2261,304,27,0,0,0.0,0.0,14,2,0,0,0,1,,,,,,,mcr,mcr_v1,125,0,0,0,29,102
1714,231,19,4,2,1.7316017316017316,0.8658008658008658,52,8,0,0,0,1,,,,,,,mcr,mcr_v1,126,1,1,0,17,95
1725,246,22,2,1,0.8130081300813009,0.40650406504065045,16,1,0,0,0,1,,,,,,,mcr,mcr_v1,128,1,0,0,18,60
1795,251,23,3,3,1.1952191235059761,1.1952191235059761,26,2,0,0,0,1,,,,,,,mcr,mcr_v2,129,1,0,0,31,61
2198,346,26,4,2,1.1560693641618496,0.5780346820809248,26,4,0,0,0,1,,,,,,,mcr,mcr_v2,130,1,0,0,51,56
1596,229,21,4,2,1.7467248908296942,0.8733624454148471,37,3,0,0,0,1,,,,,,,mcr,mcr_v2,131,1,0,1,31,142
1470,200,22,4,2,2.0,1.0,46,5,0,0,0,1,,,,,,,mcr,mcr_v2,132,1,0,0,17,77
1421,201,23,4,0,1.9900497512437811,0.0,22,1,0,0,0,1,,,,,,,mcr,mcr_v2,133,1,0,0,32,55
1978,267,20,2,4,0.7490636704119851,1.4981273408239701,12,1,0,0,0,1,,,,,,,mcr,mcr_v2,134,1,0,0,12,64
1295,183,17,0,3,0.0,1.639344262295082,21,2,0,0,0,1,,,,,,,mcr,mcr_v2,135,1,0,0,32,40
2500,338,26,6,3,1.7751479289940828,0.8875739644970414,23,2,0,0,0,1,,,,,,,mcr,mcr_v2,136,1,0,0,31,111
1806,264,25,3,0,1.1363636363636365,0.0,23,3,0,0,0,1,,,,,,,mcr,mcr_v2,137,1,0,0,46,120
1952,271,21,4,6,1.4760147601476015,2.214022140221402,27,2,0,0,0,1,,,,,,,mcr,mcr_v2,138,1,0,0,23,115
1770,266,26,5,0,1.8796992481203008,0.0,30,4,0,1,0,1,,,,,,,mcr,mcr_v2,139,1,1,1,29,103
1110,162,20,3,0,1.8518518518518516,0.0,18,2,0,0,0,1,,,,,,,mcr,mcr_v2,140,1,0,0,24,78
2016,297,21,3,3,1.0101010101010102,1.0101010101010102,59,6,0,1,0,1,,,,,,,mcr,mcr_v2,141,1,0,0,29,47
1377,210,19,3,5,1.4285714285714286,2.380952380952381,12,1,0,0,0,1,,,,,,,mcr,mcr_v2,142,1,1,1,24,81
1514,204,24,4,0,1.9607843137254901,0.0,26,3,0,0,0,1,,,,,,,mcr,mcr_v2,143,1,0,0,33,58
2059,278,26,4,0,1.4388489208633095,0.0,28,3,0,0,0,1,,,,,,,mcr,mcr_v2,144,0,0,0,28,156
1811,259,21,5,3,1.9305019305019304,1.1583011583011582,25,3,0,0,0,1,,,,,,,mcr,mcr_v2,145,1,0,0,11,132
2001,292,25,3,3,1.0273972602739725,1.0273972602739725,29,5,0,0,0,1,,,,,,,mcr,mcr_v2,146,1,0,0,24,90
1333,196,17,5,3,2.5510204081632653,1.530612244897959,14,1,0,0,0,1,,,,,,,mcr,mcr_v2,147,1,0,0,31,132
1446,212,18,2,3,0.9433962264150944,1.4150943396226416,19,2,0,0,0,1,,,,,,,mcr,mcr_v2,150,1,0,0,25,68
2301,325,25,8,4,2.4615384615384617,1.2307692307692308,18,1,0,0,0,1,,,,,,,mcr,mcr_v2,151,1,0,0,58,162
1039,153,16,0,0,0.0,0.0,23,3,0,0,0,1,,,,,,,mcr,mcr_v2,152,1,1,1,27,74
1890,254,27,4,4,1.574803149606299,1.574803149606299,16,1,0,0,0,1,,,,,,,mcr,mcr_v2,153,1,0,0,36,107
1659,238,25,3,1,1.2605042016806722,0.42016806722689076,22,2,0,0,0,1,,,,,,,mcr,mcr_v2,154,0,0,0,21,123
1133,172,17,2,0,1.1627906976744187,0.0,14,1,0,0,0,1,,,,,,,mcr,mcr_v2,156,1,1,1,18,70
1990,271,21,6,3,2.214022140221402,1.107011070110701,27,2,0,0,0,1,,,,,,,mcr,mcr_v2,159,1,0,1,33,105
1630,254,20,1,7,0.39370078740157477,2.7559055118110236,20,1,0,0,0,1,,,,,,,mcr,mcr_v2,161,1,0,0,46,111
1291,201,17,0,3,0.0,1.4925373134328357,16,2,0,0,0,1,,,,,,,mcr,mcr_v2,162,0,0,0,21,77
1447,218,18,5,1,2.293577981651376,0.45871559633027525,18,2,0,0,0,1,,,,,,,mcr,mcr_v2,163,1,0,1,41,91
2111,296,33,6,5,2.027027027027027,1.6891891891891893,44,7,0,0,0,1,,,,,,,mcr,mcr_v2,164,1,0,0,16,119
1601,240,25,5,1,2.083333333333333,0.4166666666666667,14,1,0,0,0,1,,,,,,,mcr,mcr_v2,165,1,1,0,24,46
1748,255,17,2,1,0.7843137254901961,0.39215686274509803,31,3,0,0,0,1,,,,,,,mcr,mcr_v2,166,1,1,0,22,44
1192,176,18,1,0,0.5681818181818182,0.0,10,1,0,0,0,1,,,,,,,mcr,mcr_v2,167,1,0,0,22,72
2782,386,34,7,1,1.8134715025906734,0.2590673575129534,32,2,0,0,0,1,,,,,,,mcr,mcr_v2,168,1,0,0,22,176
1852,273,27,4,0,1.465201465201465,0.0,20,2,0,0,0,1,,,,,,,mcr,mcr_v2,169,0,0,0,21,68
1611,229,23,8,2,3.4934497816593884,0.8733624454148471,29,4,0,0,0,1,,,,,,,mcr,mcr_v2,170,0,0,0,21,106
2054,276,25,5,3,1.8115942028985508,1.0869565217391304,19,3,0,0,0,1,,,,,,,mcr,mcr_v2,171,1,0,0,26,206
1544,212,18,1,0,0.4716981132075472,0.0,12,1,0,0,0,1,,,,,,,mcr,mcr_v2,172,0,0,0,16,143
1306,196,18,2,2,1.0204081632653061,1.0204081632653061,25,3,0,0,0,1,,,,,,,mcr,mcr_v2,173,0,0,0,31,100
1675,227,24,2,0,0.881057268722467,0.0,20,2,0,0,0,1,,,,,,,mcr,mcr_v2,174,1,1,1,21,76
2265,330,24,1,3,0.30303030303030304,0.9090909090909091,17,2,0,0,0,1,,,,,,,mcr,mcr_v2,175,1,1,1,25,62
1536,218,18,3,2,1.3761467889908259,0.9174311926605505,27,5,1,0,0,1,,,,,,,mcr,mcr_v2,177,1,0,0,17,48
2024,266,21,0,0,0.0,0.0,11,1,0,0,0,1,,,,,,,mcr,mcr_v2,178,1,1,1,26,94
2083,299,35,1,1,0.33444816053511706,0.33444816053511706,32,3,0,0,0,1,,,,,,,mcr,mcr_v2,179,1,0,0,42,108
1360,189,18,4,4,2.1164021164021163,2.1164021164021163,12,1,0,0,0,1,,,,,,,mcr,mcr_v2,182,1,0,1,8,100
1518,228,24,1,2,0.43859649122807015,0.8771929824561403,30,4,0,0,0,1,,,,,,,mcr,mcr_v2,183,1,0,0,19,119
1198,165,15,0,0,0.0,0.0,26,3,0,0,0,1,,,,,,,mcr,mcr_v2,184,1,0,0,17,123
1609,216,25,3,1,1.3888888888888888,0.4629629629629629,25,2,0,0,0,1,,,,,,,mcr,mcr_v2,186,0,0,0,21,127
628,94,13,0,0,0.0,0.0,10,1,0,0,0,1,,,,,,,mcr,mcr_v2,187,1,0,0,22,53
1266,193,15,4,5,2.072538860103627,2.5906735751295336,11,1,0,0,0,1,,,,,,,mcr,mcr_v2,188,1,0,1,24,82
1368,187,15,0,7,0.0,3.7433155080213902,9,1,0,0,0,1,,,,,,,mcr,mcr_v2,189,0,0,0,24,124
1726,248,26,2,2,0.8064516129032258,0.8064516129032258,49,8,0,0,0,1,,,,,,,mcr,mcr_v2,190,1,0,1,23,138
2471,363,35,6,0,1.6528925619834711,0.0,13,1,0,0,0,1,,,,,,,mcr,mcr_v2,192,1,0,0,21,129
1363,196,17,0,1,0.0,0.5102040816326531,17,2,0,0,0,1,,,,,,,mcr,mcr_v2,194,0,0,0,24,70
1776,261,18,6,2,2.2988505747126435,0.7662835249042145,20,2,0,0,0,1,,,,,,,mcr,mcr_v2,196,1,0,0,27,72
1378,203,17,5,1,2.4630541871921183,0.49261083743842365,22,2,0,0,0,1,,,,,,,mcr,mcr_v2,197,1,1,1,31,114
1246,167,15,2,0,1.1976047904191618,0.0,34,4,0,0,0,1,,,,,,,mcr,mcr_v2,198,1,0,0,21,102
1880,256,28,6,0,2.34375,0.0,22,2,0,0,0,1,,,,,,,mcr,mcr_v2,199,1,0,0,13,89
1537,229,22,2,3,0.8733624454148471,1.3100436681222707,21,1,0,0,0,1,,,,,,,mcr,mcr_v2,200,1,0,0,21,89
1634,226,19,4,3,1.7699115044247788,1.3274336283185841,19,1,0,0,0,1,,,,,,,mcr,mcr_v2,201,1,0,0,13,138
1038,162,21,0,1,0.0,0.6172839506172839,20,3,0,0,0,1,,,,,,,mcr,mcr_v2,202,1,0,0,51,142
1085,172,17,0,0,0.0,0.0,20,2,0,0,0,1,,,,,,,mcr,mcr_v2,203,1,0,0,41,40
1768,261,23,4,1,1.532567049808429,0.38314176245210724,20,2,0,0,0,1,,,,,,,mcr,mcr_v2,204,1,0,0,31,79
1565,223,21,1,7,0.4484304932735426,3.1390134529147984,13,1,0,0,0,1,,,,,,,mcr,mcr_v2,205,1,1,0,33,64
1179,192,25,0,1,0.0,0.5208333333333333,11,1,0,0,0,1,,,,,,,mcr,mcr_v2,206,1,0,0,22,75
2535,366,29,4,4,1.092896174863388,1.092896174863388,20,3,0,0,0,1,,,,,,,mcr,mcr_v2,207,1,0,0,25,123
2339,318,24,0,2,0.0,0.628930817610063,18,2,0,0,0,1,,,,,,,mcr,mcr_v2,208,1,1,0,36,107
2200,312,30,10,4,3.205128205128205,1.282051282051282,8,1,0,0,0,1,,,,,,,mcr,mcr_v2,209,1,1,0,21,37
1563,221,20,1,5,0.4524886877828055,2.262443438914027,24,2,0,0,0,1,,,,,,,mcr,mcr_v2,210,1,0,0,25,120
1406,201,17,1,1,0.4975124378109453,0.4975124378109453,13,2,0,0,0,1,,,,,,,mcr,mcr_v2,211,1,1,1,28,150
2226,308,24,6,1,1.948051948051948,0.3246753246753247,24,3,0,1,0,1,,,,,,,mcr,mcr_v2,212,1,1,0,41,72
1533,226,20,1,2,0.4424778761061947,0.8849557522123894,26,3,0,0,0,1,,,,,,,mcr,mcr_v2,213,1,0,0,17,78
1631,205,19,2,1,0.975609756097561,0.4878048780487805,21,2,0,0,0,1,,,,,,,mcr,mcr_v2,214,1,0,1,21,68
2017,307,30,0,2,0.0,0.6514657980456027,16,1,0,0,0,1,,,,,,,mcr,mcr_v2,215,1,0,0,32,89
1623,235,19,1,2,0.425531914893617,0.851063829787234,33,4,0,0,0,1,,,,,,,mcr,mcr_v2,217,1,0,0,12,124
2496,356,18,14,2,3.932584269662921,0.5617977528089888,23,3,1,0,0,1,,,,,,,mcr,mcr_v2,218,0,0,0,24,108
1594,223,26,8,2,3.587443946188341,0.8968609865470852,16,2,0,0,0,1,,,,,,,mcr,mcr_v2,220,0,0,0,31,65
2731,398,35,5,5,1.256281407035176,1.256281407035176,28,4,0,0,0,1,,,,,,,mcr,mcr_v2,221,1,0,0,31,114
1321,197,22,3,0,1.5228426395939088,0.0,39,4,0,0,0,1,,,,,,,mcr,mcr_v2,222,1,0,0,31,71
1622,234,29,6,1,2.564102564102564,0.4273504273504274,29,4,0,0,0,1,,,,,,,mcr,mcr_v2,223,1,0,0,21,62
1425,228,25,0,0,0.0,0.0,16,2,0,0,0,1,,,,,,,mcr,mcr_v2,224,0,0,0,18,95
1473,218,18,2,1,0.9174311926605505,0.45871559633027525,12,2,0,0,0,1,,,,,,,mcr,mcr_v2,226,1,0,0,33,92
1400,203,20,1,0,0.49261083743842365,0.0,18,2,0,0,0,1,,,,,,,mcr,mcr_v2,227,1,1,1,31,96
2025,279,26,7,3,2.5089605734767026,1.0752688172043012,35,3,0,0,0,1,,,,,,,mcr,mcr_v2,229,0,0,0,26,74
1954,277,25,6,3,2.166064981949458,1.083032490974729,12,1,0,0,0,1,,,,,,,mcr,mcr_v2,230,1,1,0,26,161
1370,194,20,4,1,2.0618556701030926,0.5154639175257731,12,2,0,0,0,1,,,,,,,mcr,mcr_v2,231,1,0,0,32,81
1432,205,22,2,0,0.975609756097561,0.0,21,2,0,0,0,1,,,,,,,mcr,mcr_v2,232,1,0,0,17,74
1958,281,20,0,4,0.0,1.4234875444839856,29,4,0,0,0,1,,,,,,,mcr,mcr_v2,233,1,0,0,42,48
1026,151,21,3,0,1.9867549668874174,0.0,21,1,0,0,0,1,,,,,,,mcr,mcr_v2,234,1,0,0,22,71
1702,256,21,8,7,3.125,2.734375,35,3,0,0,0,1,,,,,,,mcr,mcr_v2,235,1,0,0,22,122
1274,172,20,1,0,0.5813953488372093,0.0,21,2,0,0,0,1,,,,,,,mcr,mcr_v2,236,0,0,0,22,54
1145,172,15,2,4,1.1627906976744187,2.3255813953488373,19,2,0,0,0,1,,,,,,,mcr,mcr_v2,237,1,1,1,25,143
1538,228,17,3,5,1.3157894736842104,2.1929824561403506,20,3,0,0,0,1,,,,,,,mcr,mcr_v2,240,1,0,0,31,62
1626,241,18,3,2,1.2448132780082988,0.8298755186721992,32,3,0,0,0,1,,,,,,,mcr,mcr_v2,241,0,0,0,23,128
1396,186,17,4,5,2.1505376344086025,2.6881720430107525,27,2,0,0,0,1,,,,,,,mcr,mcr_v2,242,1,0,0,22,103
