experiment_id,arm_id,scope,intention_n,served_n,unserved_n,served_rate,clinical_relation_counts_served,safe_exact_n_ita,safe_exact_rate_ita,safe_exact_n_served,safe_exact_rate_served,legacy_chain_n_ita,legacy_chain_rate_ita,legacy_chain_n_served,legacy_chain_rate_served,clinical_complete_n_ita,clinical_complete_rate_ita,clinical_complete_n_served,clinical_complete_rate_served,compatible_partial_n_ita,compatible_partial_rate_ita,compatible_partial_n_served,compatible_partial_rate_served,complete_or_compatible_partial_n_ita,complete_or_compatible_partial_rate_ita,complete_or_compatible_partial_n_served,complete_or_compatible_partial_rate_served,task_evaluable_n_ita,task_evaluable_n_served,task_coverage_ita,task_coverage_served,task_n_ita,task_rate_ita,task_rate_observed,task_n_served,task_rate_served,task_rate_served_observed
E12,s1_k5_first,ALL,300,300,0,1.0,"{""complete_equivalent"": 29, ""conflicting_subtype_or_scope"": 64, ""manifestation_or_related"": 33, ""not_equivalent"": 85, ""partial_parent_or_component"": 88, ""uncertain"": 1}",21,0.07,21,0.07,57,0.19,57,0.19,29,0.09666666666666666,29,0.09666666666666666,88,0.29333333333333333,88,0.29333333333333333,117,0.39,117,0.39,168,168,0.56,0.56,38,,0.2261904761904762,38,,0.2261904761904762
E12,s1_k5_first,DA,150,150,0,1.0,"{""complete_equivalent"": 1, ""conflicting_subtype_or_scope"": 33, ""manifestation_or_related"": 11, ""not_equivalent"": 35, ""partial_parent_or_component"": 70}",0,0.0,0,0.0,30,0.2,30,0.2,1,0.006666666666666667,1,0.006666666666666667,70,0.4666666666666667,70,0.4666666666666667,71,0.47333333333333333,71,0.47333333333333333,92,92,0.6133333333333333,0.6133333333333333,18,,0.1956521739130435,18,,0.1956521739130435
E12,s1_k5_first,MCR,150,150,0,1.0,"{""complete_equivalent"": 28, ""conflicting_subtype_or_scope"": 31, ""manifestation_or_related"": 22, ""not_equivalent"": 50, ""partial_parent_or_component"": 18, ""uncertain"": 1}",21,0.14,21,0.14,27,0.18,27,0.18,28,0.18666666666666668,28,0.18666666666666668,18,0.12,18,0.12,46,0.30666666666666664,46,0.30666666666666664,76,76,0.5066666666666667,0.5066666666666667,20,,0.2631578947368421,20,,0.2631578947368421
E12,s1_k5_pairwise,ALL,300,298,2,0.9933333333333333,"{""complete_equivalent"": 32, ""conflicting_subtype_or_scope"": 58, ""manifestation_or_related"": 33, ""not_equivalent"": 73, ""partial_parent_or_component"": 99, ""uncertain"": 3}",21,0.07,21,0.07046979865771812,57,0.19,57,0.1912751677852349,32,0.10666666666666667,32,0.10738255033557047,99,0.33,99,0.33221476510067116,131,0.43666666666666665,131,0.4395973154362416,175,173,0.5833333333333334,0.5805369127516778,44,,0.25142857142857145,44,,0.2543352601156069
E12,s1_k5_pairwise,DA,150,149,1,0.9933333333333333,"{""complete_equivalent"": 2, ""conflicting_subtype_or_scope"": 34, ""manifestation_or_related"": 10, ""not_equivalent"": 25, ""partial_parent_or_component"": 77, ""uncertain"": 1}",0,0.0,0,0.0,25,0.16666666666666666,25,0.16778523489932887,2,0.013333333333333334,2,0.013422818791946308,77,0.5133333333333333,77,0.5167785234899329,79,0.5266666666666666,79,0.5302013422818792,106,105,0.7066666666666667,0.7046979865771812,25,,0.2358490566037736,25,,0.23809523809523808
E12,s1_k5_pairwise,MCR,150,149,1,0.9933333333333333,"{""complete_equivalent"": 30, ""conflicting_subtype_or_scope"": 24, ""manifestation_or_related"": 23, ""not_equivalent"": 48, ""partial_parent_or_component"": 22, ""uncertain"": 2}",21,0.14,21,0.14093959731543623,32,0.21333333333333335,32,0.21476510067114093,30,0.2,30,0.20134228187919462,22,0.14666666666666667,22,0.1476510067114094,52,0.3466666666666667,52,0.348993288590604,69,68,0.46,0.4563758389261745,19,,0.2753623188405797,19,,0.27941176470588236
E12,s1_k5_pointwise,ALL,300,298,2,0.9933333333333333,"{""complete_equivalent"": 29, ""conflicting_subtype_or_scope"": 53, ""manifestation_or_related"": 38, ""not_equivalent"": 75, ""partial_parent_or_component"": 99, ""uncertain"": 4}",17,0.056666666666666664,17,0.05704697986577181,53,0.17666666666666667,53,0.17785234899328858,29,0.09666666666666666,29,0.09731543624161074,99,0.33,99,0.33221476510067116,128,0.4266666666666667,128,0.42953020134228187,172,170,0.5733333333333334,0.5704697986577181,38,,0.22093023255813954,38,,0.2235294117647059
E12,s1_k5_pointwise,DA,150,149,1,0.9933333333333333,"{""complete_equivalent"": 2, ""conflicting_subtype_or_scope"": 29, ""manifestation_or_related"": 13, ""not_equivalent"": 26, ""partial_parent_or_component"": 78, ""uncertain"": 1}",0,0.0,0,0.0,28,0.18666666666666668,28,0.18791946308724833,2,0.013333333333333334,2,0.013422818791946308,78,0.52,78,0.5234899328859061,80,0.5333333333333333,80,0.5369127516778524,100,99,0.6666666666666666,0.6644295302013423,22,,0.22,22,,0.2222222222222222
E12,s1_k5_pointwise,MCR,150,149,1,0.9933333333333333,"{""complete_equivalent"": 27, ""conflicting_subtype_or_scope"": 24, ""manifestation_or_related"": 25, ""not_equivalent"": 49, ""partial_parent_or_component"": 21, ""uncertain"": 3}",17,0.11333333333333333,17,0.11409395973154363,25,0.16666666666666666,25,0.16778523489932887,27,0.18,27,0.18120805369127516,21,0.14,21,0.14093959731543623,48,0.32,48,0.3221476510067114,72,71,0.48,0.47651006711409394,16,,0.2222222222222222,16,,0.22535211267605634
E14x,mosaic_adaptive4v2_v1,ALL,300,300,0,1.0,"{""complete_equivalent"": 49, ""conflicting_subtype_or_scope"": 58, ""manifestation_or_related"": 23, ""not_equivalent"": 79, ""partial_parent_or_component"": 88, ""uncertain"": 3}",31,0.10333333333333333,31,0.10333333333333333,72,0.24,72,0.24,49,0.16333333333333333,49,0.16333333333333333,88,0.29333333333333333,88,0.29333333333333333,137,0.45666666666666667,137,0.45666666666666667,178,178,0.5933333333333334,0.5933333333333334,41,,0.2303370786516854,41,,0.2303370786516854
E14x,mosaic_adaptive4v2_v1,DA,100,100,0,1.0,"{""complete_equivalent"": 3, ""conflicting_subtype_or_scope"": 14, ""manifestation_or_related"": 3, ""not_equivalent"": 24, ""partial_parent_or_component"": 55, ""uncertain"": 1}",1,0.01,1,0.01,27,0.27,27,0.27,3,0.03,3,0.03,55,0.55,55,0.55,58,0.58,58,0.58,67,67,0.67,0.67,9,,0.13432835820895522,9,,0.13432835820895522
E14x,mosaic_adaptive4v2_v1,MCR,200,200,0,1.0,"{""complete_equivalent"": 46, ""conflicting_subtype_or_scope"": 44, ""manifestation_or_related"": 20, ""not_equivalent"": 55, ""partial_parent_or_component"": 33, ""uncertain"": 2}",30,0.15,30,0.15,45,0.225,45,0.225,46,0.23,46,0.23,33,0.165,33,0.165,79,0.395,79,0.395,111,111,0.555,0.555,32,,0.2882882882882883,32,,0.2882882882882883
E14x,mosaic_lite_v1,ALL,300,300,0,1.0,"{""complete_equivalent"": 48, ""conflicting_subtype_or_scope"": 63, ""manifestation_or_related"": 27, ""not_equivalent"": 77, ""partial_parent_or_component"": 85}",34,0.11333333333333333,34,0.11333333333333333,81,0.27,81,0.27,48,0.16,48,0.16,85,0.2833333333333333,85,0.2833333333333333,133,0.44333333333333336,133,0.44333333333333336,175,175,0.5833333333333334,0.5833333333333334,44,,0.25142857142857145,44,,0.25142857142857145
E14x,mosaic_lite_v1,DA,100,100,0,1.0,"{""complete_equivalent"": 6, ""conflicting_subtype_or_scope"": 14, ""manifestation_or_related"": 5, ""not_equivalent"": 20, ""partial_parent_or_component"": 55}",3,0.03,3,0.03,34,0.34,34,0.34,6,0.06,6,0.06,55,0.55,55,0.55,61,0.61,61,0.61,66,66,0.66,0.66,13,,0.19696969696969696,13,,0.19696969696969696
E14x,mosaic_lite_v1,MCR,200,200,0,1.0,"{""complete_equivalent"": 42, ""conflicting_subtype_or_scope"": 49, ""manifestation_or_related"": 22, ""not_equivalent"": 57, ""partial_parent_or_component"": 30}",31,0.155,31,0.155,47,0.235,47,0.235,42,0.21,42,0.21,30,0.15,30,0.15,72,0.36,72,0.36,109,109,0.545,0.545,31,,0.28440366972477066,31,,0.28440366972477066
E4,collapse_obligation_ledger,ALL,400,400,0,1.0,"{""complete_equivalent"": 65, ""conflicting_subtype_or_scope"": 74, ""manifestation_or_related"": 33, ""not_equivalent"": 81, ""partial_parent_or_component"": 143, ""uncertain"": 4}",37,0.0925,37,0.0925,91,0.2275,91,0.2275,65,0.1625,65,0.1625,143,0.3575,143,0.3575,208,0.52,208,0.52,237,237,0.5925,0.5925,66,,0.27848101265822783,66,,0.27848101265822783
E4,collapse_obligation_ledger,DA,200,200,0,1.0,"{""complete_equivalent"": 10, ""conflicting_subtype_or_scope"": 36, ""manifestation_or_related"": 13, ""not_equivalent"": 24, ""partial_parent_or_component"": 115, ""uncertain"": 2}",3,0.015,3,0.015,43,0.215,43,0.215,10,0.05,10,0.05,115,0.575,115,0.575,125,0.625,125,0.625,138,138,0.69,0.69,32,,0.2318840579710145,32,,0.2318840579710145
E4,collapse_obligation_ledger,MCR,200,200,0,1.0,"{""complete_equivalent"": 55, ""conflicting_subtype_or_scope"": 38, ""manifestation_or_related"": 20, ""not_equivalent"": 57, ""partial_parent_or_component"": 28, ""uncertain"": 2}",34,0.17,34,0.17,48,0.24,48,0.24,55,0.275,55,0.275,28,0.14,28,0.14,83,0.415,83,0.415,99,99,0.495,0.495,34,,0.3434343434343434,34,,0.3434343434343434
E4,e7_contrast,ALL,400,400,0,1.0,"{""complete_equivalent"": 61, ""conflicting_subtype_or_scope"": 73, ""manifestation_or_related"": 38, ""not_equivalent"": 74, ""partial_parent_or_component"": 146, ""uncertain"": 8}",33,0.0825,33,0.0825,83,0.2075,83,0.2075,61,0.1525,61,0.1525,146,0.365,146,0.365,207,0.5175,207,0.5175,246,246,0.615,0.615,70,,0.2845528455284553,70,,0.2845528455284553
E4,e7_contrast,DA,200,200,0,1.0,"{""complete_equivalent"": 12, ""conflicting_subtype_or_scope"": 39, ""manifestation_or_related"": 12, ""not_equivalent"": 20, ""partial_parent_or_component"": 112, ""uncertain"": 5}",3,0.015,3,0.015,41,0.205,41,0.205,12,0.06,12,0.06,112,0.56,112,0.56,124,0.62,124,0.62,142,142,0.71,0.71,38,,0.2676056338028169,38,,0.2676056338028169
E4,e7_contrast,MCR,200,200,0,1.0,"{""complete_equivalent"": 49, ""conflicting_subtype_or_scope"": 34, ""manifestation_or_related"": 26, ""not_equivalent"": 54, ""partial_parent_or_component"": 34, ""uncertain"": 3}",30,0.15,30,0.15,42,0.21,42,0.21,49,0.245,49,0.245,34,0.17,34,0.17,83,0.415,83,0.415,104,104,0.52,0.52,32,,0.3076923076923077,32,,0.3076923076923077
E4,evidence_count_control,ALL,400,400,0,1.0,"{""complete_equivalent"": 31, ""conflicting_subtype_or_scope"": 78, ""manifestation_or_related"": 55, ""not_equivalent"": 111, ""partial_parent_or_component"": 122, ""uncertain"": 3}",17,0.0425,17,0.0425,68,0.17,68,0.17,31,0.0775,31,0.0775,122,0.305,122,0.305,153,0.3825,153,0.3825,215,215,0.5375,0.5375,46,,0.21395348837209302,46,,0.21395348837209302
E4,evidence_count_control,DA,200,200,0,1.0,"{""complete_equivalent"": 4, ""conflicting_subtype_or_scope"": 36, ""manifestation_or_related"": 25, ""not_equivalent"": 41, ""partial_parent_or_component"": 92, ""uncertain"": 2}",1,0.005,1,0.005,43,0.215,43,0.215,4,0.02,4,0.02,92,0.46,92,0.46,96,0.48,96,0.48,111,111,0.555,0.555,24,,0.21621621621621623,24,,0.21621621621621623
E4,evidence_count_control,MCR,200,200,0,1.0,"{""complete_equivalent"": 27, ""conflicting_subtype_or_scope"": 42, ""manifestation_or_related"": 30, ""not_equivalent"": 70, ""partial_parent_or_component"": 30, ""uncertain"": 1}",16,0.08,16,0.08,25,0.125,25,0.125,27,0.135,27,0.135,30,0.15,30,0.15,57,0.285,57,0.285,104,104,0.52,0.52,22,,0.21153846153846154,22,,0.21153846153846154
E4,forest_evidence_integrator,ALL,400,400,0,1.0,"{""complete_equivalent"": 69, ""conflicting_subtype_or_scope"": 75, ""manifestation_or_related"": 36, ""not_equivalent"": 79, ""partial_parent_or_component"": 138, ""uncertain"": 3}",41,0.1025,41,0.1025,97,0.2425,97,0.2425,69,0.1725,69,0.1725,138,0.345,138,0.345,207,0.5175,207,0.5175,239,239,0.5975,0.5975,70,,0.2928870292887029,70,,0.2928870292887029
E4,forest_evidence_integrator,DA,200,200,0,1.0,"{""complete_equivalent"": 13, ""conflicting_subtype_or_scope"": 39, ""manifestation_or_related"": 15, ""not_equivalent"": 22, ""partial_parent_or_component"": 109, ""uncertain"": 2}",3,0.015,3,0.015,46,0.23,46,0.23,13,0.065,13,0.065,109,0.545,109,0.545,122,0.61,122,0.61,141,141,0.705,0.705,34,,0.24113475177304963,34,,0.24113475177304963
E4,forest_evidence_integrator,MCR,200,200,0,1.0,"{""complete_equivalent"": 56, ""conflicting_subtype_or_scope"": 36, ""manifestation_or_related"": 21, ""not_equivalent"": 57, ""partial_parent_or_component"": 29, ""uncertain"": 1}",38,0.19,38,0.19,51,0.255,51,0.255,56,0.28,56,0.28,29,0.145,29,0.145,85,0.425,85,0.425,98,98,0.49,0.49,36,,0.3673469387755102,36,,0.3673469387755102
E4,pairwise_tournament,ALL,400,400,0,1.0,"{""complete_equivalent"": 69, ""conflicting_subtype_or_scope"": 72, ""manifestation_or_related"": 36, ""not_equivalent"": 78, ""partial_parent_or_component"": 141, ""uncertain"": 4}",38,0.095,38,0.095,95,0.2375,95,0.2375,69,0.1725,69,0.1725,141,0.3525,141,0.3525,210,0.525,210,0.525,249,249,0.6225,0.6225,75,,0.30120481927710846,75,,0.30120481927710846
E4,pairwise_tournament,DA,200,200,0,1.0,"{""complete_equivalent"": 11, ""conflicting_subtype_or_scope"": 34, ""manifestation_or_related"": 16, ""not_equivalent"": 24, ""partial_parent_or_component"": 112, ""uncertain"": 3}",2,0.01,2,0.01,45,0.225,45,0.225,11,0.055,11,0.055,112,0.56,112,0.56,123,0.615,123,0.615,141,141,0.705,0.705,39,,0.2765957446808511,39,,0.2765957446808511
E4,pairwise_tournament,MCR,200,200,0,1.0,"{""complete_equivalent"": 58, ""conflicting_subtype_or_scope"": 38, ""manifestation_or_related"": 20, ""not_equivalent"": 54, ""partial_parent_or_component"": 29, ""uncertain"": 1}",36,0.18,36,0.18,50,0.25,50,0.25,58,0.29,58,0.29,29,0.145,29,0.145,87,0.435,87,0.435,108,108,0.54,0.54,36,,0.3333333333333333,36,,0.3333333333333333
E5,add_component5,ALL,200,166,34,0.83,"{""complete_equivalent"": 120, ""conflicting_subtype_or_scope"": 13, ""manifestation_or_related"": 2, ""not_equivalent"": 5, ""partial_parent_or_component"": 23, ""uncertain"": 3}",110,0.55,110,0.6626506024096386,117,0.585,117,0.7048192771084337,120,0.6,120,0.7228915662650602,23,0.115,23,0.13855421686746988,143,0.715,143,0.8614457831325302,143,109,0.715,0.6566265060240963,80,,0.5594405594405595,80,,0.7339449541284404
E5,add_component5,DA,100,90,10,0.9,"{""complete_equivalent"": 60, ""conflicting_subtype_or_scope"": 10, ""manifestation_or_related"": 1, ""partial_parent_or_component"": 18, ""uncertain"": 1}",57,0.57,57,0.6333333333333333,59,0.59,59,0.6555555555555556,60,0.6,60,0.6666666666666666,18,0.18,18,0.2,78,0.78,78,0.8666666666666667,81,71,0.81,0.7888888888888889,49,,0.6049382716049383,49,,0.6901408450704225
E5,add_component5,MCR,100,76,24,0.76,"{""complete_equivalent"": 60, ""conflicting_subtype_or_scope"": 3, ""manifestation_or_related"": 1, ""not_equivalent"": 5, ""partial_parent_or_component"": 5, ""uncertain"": 2}",53,0.53,53,0.6973684210526315,58,0.58,58,0.7631578947368421,60,0.6,60,0.7894736842105263,5,0.05,5,0.06578947368421052,65,0.65,65,0.8552631578947368,62,38,0.62,0.5,31,,0.5,31,,0.8157894736842105
E5,add_parent5,ALL,200,166,34,0.83,"{""complete_equivalent"": 108, ""conflicting_subtype_or_scope"": 13, ""manifestation_or_related"": 2, ""not_equivalent"": 6, ""partial_parent_or_component"": 35, ""uncertain"": 2}",96,0.48,96,0.5783132530120482,105,0.525,105,0.6325301204819277,108,0.54,108,0.6506024096385542,35,0.175,35,0.21084337349397592,143,0.715,143,0.8614457831325302,145,111,0.725,0.6686746987951807,64,,0.4413793103448276,64,,0.5765765765765766
E5,add_parent5,DA,100,90,10,0.9,"{""complete_equivalent"": 57, ""conflicting_subtype_or_scope"": 10, ""partial_parent_or_component"": 22, ""uncertain"": 1}",48,0.48,48,0.5333333333333333,50,0.5,50,0.5555555555555556,57,0.57,57,0.6333333333333333,22,0.22,22,0.24444444444444444,79,0.79,79,0.8777777777777778,83,73,0.83,0.8111111111111111,40,,0.4819277108433735,40,,0.547945205479452
E5,add_parent5,MCR,100,76,24,0.76,"{""complete_equivalent"": 51, ""conflicting_subtype_or_scope"": 3, ""manifestation_or_related"": 2, ""not_equivalent"": 6, ""partial_parent_or_component"": 13, ""uncertain"": 1}",48,0.48,48,0.631578947368421,55,0.55,55,0.7236842105263158,51,0.51,51,0.6710526315789473,13,0.13,13,0.17105263157894737,64,0.64,64,0.8421052631578947,62,38,0.62,0.5,24,,0.3870967741935484,24,,0.631578947368421
E5,add_sibling5,ALL,200,165,35,0.825,"{""complete_equivalent"": 100, ""conflicting_subtype_or_scope"": 28, ""manifestation_or_related"": 1, ""not_equivalent"": 9, ""partial_parent_or_component"": 24, ""uncertain"": 3}",92,0.46,92,0.5575757575757576,98,0.49,98,0.593939393939394,100,0.5,100,0.6060606060606061,24,0.12,24,0.14545454545454545,124,0.62,124,0.7515151515151515,138,103,0.69,0.6242424242424243,64,,0.463768115942029,64,,0.6213592233009708
E5,add_sibling5,DA,100,89,11,0.89,"{""complete_equivalent"": 53, ""conflicting_subtype_or_scope"": 16, ""partial_parent_or_component"": 19, ""uncertain"": 1}",47,0.47,47,0.5280898876404494,50,0.5,50,0.5617977528089888,53,0.53,53,0.5955056179775281,19,0.19,19,0.21348314606741572,72,0.72,72,0.8089887640449438,79,68,0.79,0.7640449438202247,42,,0.5316455696202531,42,,0.6176470588235294
E5,add_sibling5,MCR,100,76,24,0.76,"{""complete_equivalent"": 47, ""conflicting_subtype_or_scope"": 12, ""manifestation_or_related"": 1, ""not_equivalent"": 9, ""partial_parent_or_component"": 5, ""uncertain"": 2}",45,0.45,45,0.5921052631578947,48,0.48,48,0.631578947368421,47,0.47,47,0.618421052631579,5,0.05,5,0.06578947368421052,52,0.52,52,0.6842105263157895,59,35,0.59,0.4605263157894737,22,,0.3728813559322034,22,,0.6285714285714286
E5,add_synonym5,ALL,200,165,35,0.825,"{""complete_equivalent"": 127, ""conflicting_subtype_or_scope"": 10, ""not_equivalent"": 5, ""partial_parent_or_component"": 22, ""uncertain"": 1}",109,0.545,109,0.6606060606060606,112,0.56,112,0.6787878787878788,127,0.635,127,0.7696969696969697,22,0.11,22,0.13333333333333333,149,0.745,149,0.9030303030303031,141,106,0.705,0.6424242424242425,80,,0.5673758865248227,80,,0.7547169811320755
E5,add_synonym5,DA,100,89,11,0.89,"{""complete_equivalent"": 61, ""conflicting_subtype_or_scope"": 8, ""partial_parent_or_component"": 19, ""uncertain"": 1}",52,0.52,52,0.5842696629213483,54,0.54,54,0.6067415730337079,61,0.61,61,0.6853932584269663,19,0.19,19,0.21348314606741572,80,0.8,80,0.898876404494382,77,66,0.77,0.7415730337078652,45,,0.5844155844155844,45,,0.6818181818181818
E5,add_synonym5,MCR,100,76,24,0.76,"{""complete_equivalent"": 66, ""conflicting_subtype_or_scope"": 2, ""not_equivalent"": 5, ""partial_parent_or_component"": 3}",57,0.57,57,0.75,58,0.58,58,0.7631578947368421,66,0.66,66,0.868421052631579,3,0.03,3,0.039473684210526314,69,0.69,69,0.9078947368421053,64,40,0.64,0.5263157894736842,35,,0.546875,35,,0.875
E5,add_unrelated5,ALL,200,166,34,0.83,"{""complete_equivalent"": 114, ""conflicting_subtype_or_scope"": 16, ""not_equivalent"": 11, ""partial_parent_or_component"": 22, ""uncertain"": 3}",106,0.53,106,0.6385542168674698,109,0.545,109,0.6566265060240963,114,0.57,114,0.6867469879518072,22,0.11,22,0.13253012048192772,136,0.68,136,0.8192771084337349,143,109,0.715,0.6566265060240963,73,,0.5104895104895105,73,,0.6697247706422018
E5,add_unrelated5,DA,100,90,10,0.9,"{""complete_equivalent"": 60, ""conflicting_subtype_or_scope"": 8, ""partial_parent_or_component"": 21, ""uncertain"": 1}",54,0.54,54,0.6,56,0.56,56,0.6222222222222222,60,0.6,60,0.6666666666666666,21,0.21,21,0.23333333333333334,81,0.81,81,0.9,82,72,0.82,0.8,47,,0.573170731707317,47,,0.6527777777777778
E5,add_unrelated5,MCR,100,76,24,0.76,"{""complete_equivalent"": 54, ""conflicting_subtype_or_scope"": 8, ""not_equivalent"": 11, ""partial_parent_or_component"": 1, ""uncertain"": 2}",52,0.52,52,0.6842105263157895,53,0.53,53,0.6973684210526315,54,0.54,54,0.7105263157894737,1,0.01,1,0.013157894736842105,55,0.55,55,0.7236842105263158,61,37,0.61,0.4868421052631579,26,,0.4262295081967213,26,,0.7027027027027027
E5,base4,ALL,200,200,0,1.0,"{""complete_equivalent"": 148, ""conflicting_subtype_or_scope"": 17, ""manifestation_or_related"": 2, ""not_equivalent"": 10, ""partial_parent_or_component"": 19, ""uncertain"": 4}",136,0.68,136,0.68,139,0.695,139,0.695,148,0.74,148,0.74,19,0.095,19,0.095,167,0.835,167,0.835,137,137,0.685,0.685,98,,0.7153284671532847,98,,0.7153284671532847
E5,base4,DA,100,100,0,1.0,"{""complete_equivalent"": 68, ""conflicting_subtype_or_scope"": 12, ""manifestation_or_related"": 1, ""partial_parent_or_component"": 18, ""uncertain"": 1}",60,0.6,60,0.6,61,0.61,61,0.61,68,0.68,68,0.68,18,0.18,18,0.18,86,0.86,86,0.86,79,79,0.79,0.79,53,,0.6708860759493671,53,,0.6708860759493671
E5,base4,MCR,100,100,0,1.0,"{""complete_equivalent"": 80, ""conflicting_subtype_or_scope"": 5, ""manifestation_or_related"": 1, ""not_equivalent"": 10, ""partial_parent_or_component"": 1, ""uncertain"": 3}",76,0.76,76,0.76,78,0.78,78,0.78,80,0.8,80,0.8,1,0.01,1,0.01,81,0.81,81,0.81,58,58,0.58,0.58,45,,0.7758620689655172,45,,0.7758620689655172
E5,nested_width6,ALL,200,166,34,0.83,"{""complete_equivalent"": 101, ""conflicting_subtype_or_scope"": 25, ""manifestation_or_related"": 1, ""not_equivalent"": 14, ""partial_parent_or_component"": 24, ""uncertain"": 1}",96,0.48,96,0.5783132530120482,100,0.5,100,0.6024096385542169,101,0.505,101,0.608433734939759,24,0.12,24,0.14457831325301204,125,0.625,125,0.7530120481927711,147,113,0.735,0.6807228915662651,66,,0.4489795918367347,66,,0.584070796460177
E5,nested_width6,DA,100,90,10,0.9,"{""complete_equivalent"": 54, ""conflicting_subtype_or_scope"": 15, ""partial_parent_or_component"": 20, ""uncertain"": 1}",50,0.5,50,0.5555555555555556,52,0.52,52,0.5777777777777777,54,0.54,54,0.6,20,0.2,20,0.2222222222222222,74,0.74,74,0.8222222222222222,81,71,0.81,0.7888888888888889,42,,0.5185185185185185,42,,0.5915492957746479
E5,nested_width6,MCR,100,76,24,0.76,"{""complete_equivalent"": 47, ""conflicting_subtype_or_scope"": 10, ""manifestation_or_related"": 1, ""not_equivalent"": 14, ""partial_parent_or_component"": 4}",46,0.46,46,0.6052631578947368,48,0.48,48,0.631578947368421,47,0.47,47,0.618421052631579,4,0.04,4,0.05263157894736842,51,0.51,51,0.6710526315789473,66,42,0.66,0.5526315789473685,24,,0.36363636363636365,24,,0.5714285714285714
E5,nested_width8,ALL,200,164,36,0.82,"{""complete_equivalent"": 89, ""conflicting_subtype_or_scope"": 28, ""manifestation_or_related"": 2, ""not_equivalent"": 15, ""partial_parent_or_component"": 26, ""uncertain"": 4}",82,0.41,82,0.5,87,0.435,87,0.5304878048780488,89,0.445,89,0.5426829268292683,26,0.13,26,0.15853658536585366,115,0.575,115,0.7012195121951219,140,104,0.7,0.6341463414634146,55,,0.39285714285714285,55,,0.5288461538461539
E5,nested_width8,DA,100,89,11,0.89,"{""complete_equivalent"": 49, ""conflicting_subtype_or_scope"": 13, ""not_equivalent"": 2, ""partial_parent_or_component"": 23, ""uncertain"": 2}",43,0.43,43,0.48314606741573035,47,0.47,47,0.5280898876404494,49,0.49,49,0.550561797752809,23,0.23,23,0.25842696629213485,72,0.72,72,0.8089887640449438,78,67,0.78,0.7528089887640449,36,,0.46153846153846156,36,,0.5373134328358209
E5,nested_width8,MCR,100,75,25,0.75,"{""complete_equivalent"": 40, ""conflicting_subtype_or_scope"": 15, ""manifestation_or_related"": 2, ""not_equivalent"": 13, ""partial_parent_or_component"": 3, ""uncertain"": 2}",39,0.39,39,0.52,40,0.4,40,0.5333333333333333,40,0.4,40,0.5333333333333333,3,0.03,3,0.04,43,0.43,43,0.5733333333333334,62,37,0.62,0.49333333333333335,19,,0.3064516129032258,19,,0.5135135135135135
E5,remove_non_gold3,ALL,200,200,0,1.0,"{""complete_equivalent"": 158, ""conflicting_subtype_or_scope"": 14, ""manifestation_or_related"": 3, ""not_equivalent"": 8, ""partial_parent_or_component"": 15, ""uncertain"": 2}",152,0.76,152,0.76,154,0.77,154,0.77,158,0.79,158,0.79,15,0.075,15,0.075,173,0.865,173,0.865,138,138,0.69,0.69,108,,0.782608695652174,108,,0.782608695652174
E5,remove_non_gold3,DA,100,100,0,1.0,"{""complete_equivalent"": 73, ""conflicting_subtype_or_scope"": 11, ""manifestation_or_related"": 2, ""partial_parent_or_component"": 13, ""uncertain"": 1}",69,0.69,69,0.69,69,0.69,69,0.69,73,0.73,73,0.73,13,0.13,13,0.13,86,0.86,86,0.86,83,83,0.83,0.83,60,,0.7228915662650602,60,,0.7228915662650602
E5,remove_non_gold3,MCR,100,100,0,1.0,"{""complete_equivalent"": 85, ""conflicting_subtype_or_scope"": 3, ""manifestation_or_related"": 1, ""not_equivalent"": 8, ""partial_parent_or_component"": 2, ""uncertain"": 1}",83,0.83,83,0.83,85,0.85,85,0.85,85,0.85,85,0.85,2,0.02,2,0.02,87,0.87,87,0.87,55,55,0.55,0.55,48,,0.8727272727272727,48,,0.8727272727272727
E6,flat_facts,ALL,300,255,45,0.85,"{""complete_equivalent"": 58, ""conflicting_subtype_or_scope"": 84, ""manifestation_or_related"": 4, ""not_equivalent"": 41, ""partial_parent_or_component"": 61, ""uncertain"": 7}",3,0.01,3,0.011764705882352941,37,0.12333333333333334,37,0.1450980392156863,58,0.19333333333333333,58,0.22745098039215686,61,0.20333333333333334,61,0.23921568627450981,119,0.39666666666666667,119,0.4666666666666667,180,135,0.6,0.5294117647058824,41,,0.22777777777777777,41,,0.3037037037037037
E6,flat_facts,DA,150,124,26,0.8266666666666667,"{""complete_equivalent"": 22, ""conflicting_subtype_or_scope"": 46, ""manifestation_or_related"": 2, ""not_equivalent"": 5, ""partial_parent_or_component"": 48, ""uncertain"": 1}",0,0.0,0,0.0,2,0.013333333333333334,2,0.016129032258064516,22,0.14666666666666667,22,0.1774193548387097,48,0.32,48,0.3870967741935484,70,0.4666666666666667,70,0.5645161290322581,100,74,0.6666666666666666,0.5967741935483871,31,,0.31,31,,0.4189189189189189
