dataset,slice,case_id,gold,layer,e7_fail_code,e7_locus,APHHM_fail_code,vig_chars,vig_words,vig_sents,vig_lab_hits,vig_diff_hits,vig_lab_dens,vig_diff_dens,vig_histo_dens,vig_imaging_dens,vig_course_dens,vig_histo_hits,vig_imaging_hits,gold_chars,gold_words,gold_has_eponym,gold_has_subtype,gold_has_paren,gold_comma_parts,n_options,gold_in_options,max_opt_gold_overlap,n_opts_near_gold,n_option_near_pairs,max_distractor_gold_jaccard,champion_option_echo,e7_s2_n,e7_s3_n,e7_s2_rank_gold,e7_s2_near_n,e7_s3_near_n,e7_champ_gold_jaccard,e7_mapper_rescue,e7_correct,B06_correct,B07_correct
mcr,mcr_v2,212,Neurofibromatosis type 2,base_win_recall,s2_miss,s2_miss,na,2226,308,24,6,1,1.948051948051948,0.3246753246753247,0.3246753246753247,0.974025974025974,1.948051948051948,1,3,24,3,0,1,0,1,0,,,,0,0.0,,49.0,5.0,,1.0,1.0,1.0,0,0,1,0
mcr,mcr_v2,213,morbilliform drug eruption,,s2_miss,s2_miss,na,1533,226,20,1,2,0.4424778761061947,0.8849557522123894,0.0,0.0,2.2123893805309733,0,0,26,3,0,0,0,1,0,,,,0,0.0,,47.0,5.0,,3.0,1.0,0.5,0,0,1,0
mcr,mcr_v2,214,Urticarial vasculitis,all_miss_but_recalled,rationale_overfit,s3_hit_s4_miss,na,1631,205,19,2,1,0.975609756097561,0.4878048780487805,0.0,0.4878048780487805,2.4390243902439024,0,1,21,2,0,0,0,1,0,,,,0,0.0,,48.0,5.0,1.0,3.0,1.0,0.0,0,0,0,0
mcr,mcr_v2,215,ClearCellSarcoma,,s2_miss,s2_miss,na,2017,307,30,0,2,0.0,0.6514657980456027,0.3257328990228013,0.0,1.6286644951140066,1,0,16,1,0,0,0,1,0,,,,0,0.0,,52.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,217,Herpes simplex virus reactivation,,s2_miss,s2_miss,na,1623,235,19,1,2,0.425531914893617,0.851063829787234,0.0,0.851063829787234,2.978723404255319,0,2,33,4,0,0,0,1,0,,,,0,0.0,,50.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,218,Erdheim-Chester disease,,ok,ok,na,2496,356,18,14,2,3.932584269662921,0.5617977528089888,0.5617977528089888,3.0898876404494384,1.404494382022472,2,11,23,3,1,0,0,1,0,,,,0,0.0,,50.0,5.0,11.0,9.0,1.0,1.0,0,1,1,1
mcr,mcr_v2,220,Kawasaki disease,,ok,ok,na,1594,223,26,8,2,3.587443946188341,0.8968609865470852,0.0,0.4484304932735426,1.7937219730941705,0,1,16,2,0,0,0,1,0,,,,0,0.0,,55.0,5.0,1.0,5.0,0.0,1.0,0,1,1,1
mcr,mcr_v2,221,giant cell-rich osteosarcoma,,s2_miss,s2_miss,na,2731,398,35,5,5,1.256281407035176,1.256281407035176,0.25125628140703515,0.5025125628140703,1.256281407035176,1,2,28,4,0,0,0,1,0,,,,0,0.0,,50.0,5.0,,1.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,222,fibromatosis-like metaplastic carcinoma,,s2_miss,s2_miss,na,1321,197,22,3,0,1.5228426395939088,0.0,0.0,1.5228426395939085,1.5228426395939085,0,3,39,4,0,0,0,1,0,,,,0,0.0,,51.0,5.0,,15.0,2.0,0.167,0,0,0,0
mcr,mcr_v2,223,COVID-19-related coagulopathy,,s2_miss,s2_miss,na,1622,234,29,6,1,2.564102564102564,0.4273504273504274,0.0,0.8547008547008547,2.5641025641025643,0,2,29,4,0,0,0,1,0,,,,0,0.0,,51.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,224,mucosal melanoma,,ok,ok,na,1425,228,25,0,0,0.0,0.0,0.0,0.0,2.192982456140351,0,0,16,2,0,0,0,1,0,,,,0,0.0,,47.0,5.0,34.0,6.0,1.0,0.5,0,1,0,1
mcr,mcr_v2,226,Glomus tumor,all_miss_but_recalled,s2_gold_low_rank,s2_hit_s3_drop,na,1473,218,18,2,1,0.9174311926605505,0.45871559633027525,0.0,0.45871559633027525,1.834862385321101,0,1,12,2,0,0,0,1,0,,,,0,0.0,,42.0,5.0,16.0,6.0,1.0,0.25,0,0,0,0
mcr,mcr_v2,227,pulmonary embolism,base_win_rank,rationale_overfit,s3_hit_s4_miss,na,1400,203,20,1,0,0.49261083743842365,0.0,0.0,0.0,2.4630541871921183,0,0,18,2,0,0,0,1,0,,,,0,0.0,,48.0,5.0,6.0,1.0,0.0,0.0,0,0,1,0
mcr,mcr_v2,229,Idiopathic retroperitoneal fibrosis,,ok,ok,na,2025,279,26,7,3,2.5089605734767026,1.0752688172043012,0.35842293906810035,1.7921146953405018,2.150537634408602,1,5,35,3,0,0,0,1,0,,,,0,0.0,,46.0,5.0,1.0,22.0,2.0,0.667,0,1,1,1
mcr,mcr_v2,230,Mucormycosis,all_miss_but_recalled,s2_miss,s2_miss,na,1954,277,25,6,3,2.166064981949458,1.083032490974729,0.0,1.0830324909747293,1.444043321299639,0,3,12,1,0,0,0,1,0,,,,0,0.0,,62.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,231,urachal cyst,,s2_miss,s2_miss,na,1370,194,20,4,1,2.0618556701030926,0.5154639175257731,0.0,1.5463917525773196,3.0927835051546393,0,3,12,2,0,0,0,1,0,,,,0,0.0,,52.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,232,eccrine chromhidrosis,,s2_miss,s2_miss,na,1432,205,22,2,0,0.975609756097561,0.0,0.4878048780487805,0.0,3.4146341463414633,1,0,21,2,0,0,0,1,0,,,,0,0.0,,52.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,233,double-outlet right ventricle,,s2_miss,s2_miss,na,1958,281,20,0,4,0.0,1.4234875444839856,0.0,0.0,0.7117437722419929,0,0,29,4,0,0,0,1,0,,,,0,0.0,,42.0,5.0,,8.0,2.0,1.0,1,1,1,0
mcr,mcr_v2,234,SpindleCellHemangioma,,s2_miss,s2_miss,na,1026,151,21,3,0,1.9867549668874174,0.0,0.0,1.3245033112582782,1.9867549668874172,0,2,21,1,0,0,0,1,0,,,,0,0.0,,48.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,235,Nonketotic hyperglycemia hemichorea,,s2_miss,s2_miss,na,1702,256,21,8,7,3.125,2.734375,0.0,0.78125,2.734375,0,2,35,3,0,0,0,1,0,,,,0,0.0,,48.0,5.0,,1.0,1.0,0.0,0,0,1,0
mcr,mcr_v2,236,Eosinophilic mastitis,,ok,ok,na,1274,172,20,1,0,0.5813953488372093,0.0,0.5813953488372093,0.0,1.744186046511628,1,0,21,2,0,0,0,1,0,,,,0,0.0,,46.0,5.0,2.0,10.0,2.0,1.0,0,1,1,1
mcr,mcr_v2,237,Peripheral odontoma,all_miss_but_recalled,rationale_overfit,s3_hit_s4_miss,na,1145,172,15,2,4,1.1627906976744187,2.3255813953488373,0.5813953488372093,0.5813953488372093,1.1627906976744187,1,1,19,2,0,0,0,1,0,,,,0,0.0,,43.0,5.0,1.0,2.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,240,IgG4-related disease,,s2_miss,s2_miss,na,1538,228,17,3,5,1.3157894736842104,2.1929824561403506,0.43859649122807015,1.7543859649122806,1.3157894736842106,1,4,20,3,0,0,0,1,0,,,,0,0.0,,50.0,5.0,,3.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,241,Perianal mucinous adenocarcinoma,,ok,ok,na,1626,241,18,3,2,1.2448132780082988,0.8298755186721992,0.4149377593360996,0.8298755186721992,1.6597510373443984,1,2,32,3,0,0,0,1,0,,,,0,0.0,,43.0,5.0,1.0,14.0,3.0,0.667,0,1,1,1
mcr,mcr_v2,242,Intraventricular hemorrhage,,s2_miss,s2_miss,na,1396,186,17,4,5,2.1505376344086025,2.6881720430107525,0.0,2.150537634408602,2.150537634408602,0,4,27,2,0,0,0,1,0,,,,0,0.0,,48.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,243,spermatocytic seminoma,all_miss_but_recalled,rationale_overfit,s3_hit_s4_miss,na,1391,192,21,1,4,0.5208333333333333,2.083333333333333,0.0,1.0416666666666667,1.5625,0,2,22,2,0,0,0,1,0,,,,0,0.0,,50.0,5.0,1.0,1.0,1.0,0.0,0,0,0,0
mcr,mcr_v2,244,Hydranencephaly,,s2_miss,s2_miss,na,1272,183,21,2,3,1.092896174863388,1.639344262295082,0.0,1.092896174863388,2.73224043715847,0,2,15,1,0,0,0,1,0,,,,0,0.0,,48.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,245,ovarian cyst adenofibroma,all_miss_but_recalled,s2_miss,s2_miss,na,1550,224,23,1,2,0.4464285714285714,0.8928571428571428,0.0,0.44642857142857145,2.232142857142857,0,1,25,3,0,0,0,1,0,,,,0,0.0,,47.0,5.0,,3.0,1.0,0.25,0,0,0,0
mcr,mcr_v2,246,Liponeurocytoma,all_miss_but_recalled,s2_gold_low_rank,s2_hit_s3_drop,na,1708,234,18,3,4,1.282051282051282,1.7094017094017095,0.0,2.1367521367521367,1.2820512820512822,0,5,15,1,0,0,0,1,0,,,,0,0.0,,52.0,5.0,11.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_v2,247,Diffuse large B-cell lymphoma of the central nervous system,,s2_miss,s2_miss,na,1462,225,18,6,4,2.666666666666667,1.7777777777777777,0.4444444444444444,3.111111111111111,2.2222222222222223,1,7,59,10,0,0,0,1,0,,,,0,0.0,,48.0,5.0,,3.0,1.0,0.0,0,0,0,0
mcr,mcr_200b,249,Organizing pneumonia,base_win_recall,s2_miss,s2_miss,na,2613,362,33,7,2,1.9337016574585635,0.5524861878453038,0.5524861878453039,0.8287292817679558,1.6574585635359116,2,3,20,2,0,0,0,1,0,,,,0,0.0,,54.0,5.0,,21.0,3.0,0.25,0,0,0,1
mcr,mcr_200b,250,Toxocariasis,base_win_recall,s2_miss,s2_miss,na,2788,382,32,5,5,1.3089005235602094,1.3089005235602094,0.0,0.5235602094240838,1.3089005235602094,0,2,12,1,0,0,0,1,0,,,,0,0.0,,51.0,5.0,,0.0,0.0,0.0,0,0,1,0
mcr,mcr_200b,251,twin anemia polycythemia sequence,,s2_gold_low_rank,s2_hit_s3_drop,na,1937,283,25,5,2,1.76678445229682,0.7067137809187279,0.0,1.7667844522968197,3.5335689045936394,0,5,33,4,0,0,0,1,0,,,,0,0.0,,51.0,5.0,9.0,4.0,1.0,1.0,1,1,1,1
mcr,mcr_200b,252,Visceral leishmaniasis,,ok,ok,na,1863,277,28,3,2,1.083032490974729,0.7220216606498195,0.0,0.7220216606498195,1.444043321299639,0,2,22,2,0,0,0,1,0,,,,0,0.0,,57.0,5.0,1.0,1.0,0.0,1.0,0,1,1,1
mcr,mcr_200b,254,Intimal sarcoma of the pulmonary artery,,s2_miss,s2_miss,na,1289,192,19,2,1,1.0416666666666665,0.5208333333333333,0.0,1.5625,2.6041666666666665,0,3,39,6,0,0,0,1,0,,,,0,0.0,,52.0,5.0,,39.0,5.0,0.125,0,0,0,0
mcr,mcr_200b,257,collar button abscess,all_miss_but_recalled,rationale_overfit,s3_hit_s4_miss,na,983,163,18,1,0,0.6134969325153374,0.0,0.0,0.0,3.067484662576687,0,0,21,3,0,0,0,1,0,,,,0,0.0,,48.0,5.0,5.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,258,Tuberculous hemorrhagic meningoencephalitis,,s2_miss,s2_miss,na,1507,208,17,4,1,1.9230769230769231,0.4807692307692308,0.0,1.4423076923076923,1.9230769230769231,0,3,43,3,0,0,0,1,0,,,,0,0.0,,53.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,259,Klippel-Trenaunay syndrome,,ok,ok,na,1657,246,22,1,0,0.40650406504065045,0.0,0.0,0.4065040650406504,0.8130081300813008,0,1,26,3,1,0,0,1,0,,,,0,0.0,,46.0,5.0,5.0,18.0,4.0,1.0,0,1,1,1
mcr,mcr_200b,260,syphilitic aortitis,e7_win_recall,ok,ok,na,1976,248,22,0,1,0.0,0.4032258064516129,0.0,0.0,1.6129032258064515,0,0,19,2,0,0,0,1,0,,,,0,0.0,,51.0,5.0,4.0,17.0,2.0,1.0,0,1,0,0
mcr,mcr_200b,261,Granulomatous pneumonitis,,s2_miss,s2_miss,na,2019,268,23,4,3,1.4925373134328357,1.1194029850746268,0.373134328358209,0.746268656716418,1.492537313432836,1,2,25,2,0,0,0,1,0,,,,0,0.0,,49.0,5.0,,2.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,262,Schwannoma,,s2_miss,s2_miss,na,1106,145,20,1,0,0.6896551724137931,0.0,0.0,0.0,2.0689655172413794,0,0,10,1,0,0,0,1,0,,,,0,0.0,,46.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,263,sarcoidosis,,ok,ok,na,1881,258,27,5,4,1.937984496124031,1.550387596899225,0.3875968992248062,0.7751937984496124,3.10077519379845,1,2,11,1,0,0,0,1,0,,,,0,0.0,,50.0,5.0,5.0,0.0,0.0,1.0,0,1,1,0
mcr,mcr_200b,264,Benign cystic mesothelioma,,s2_miss,s2_miss,na,1673,248,27,2,3,0.8064516129032258,1.2096774193548387,0.0,1.2096774193548387,1.6129032258064515,0,3,26,3,0,0,0,1,0,,,,0,0.0,,49.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,265,Intestinal T-cell lymphoma not otherwise specified,base_win_recall,s2_miss,s2_miss,na,2375,316,28,2,1,0.6329113924050633,0.31645569620253167,0.0,0.6329113924050633,3.7974683544303796,0,2,50,7,0,0,0,1,0,,,,0,0.0,,49.0,5.0,,10.0,2.0,0.0,0,0,1,1
mcr,mcr_200b,266,Aortic Dissection,all_miss_but_recalled,s2_gold_low_rank,s2_hit_s3_drop,na,1425,200,18,4,5,2.0,2.5,0.0,1.5,2.0,0,3,17,2,0,0,0,1,0,,,,0,0.0,,51.0,5.0,11.0,1.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,267,T-cell lymphoma,all_miss_but_recalled,rationale_overfit,s3_hit_s4_miss,na,1889,266,29,1,4,0.37593984962406013,1.5037593984962405,0.0,0.0,1.5037593984962405,0,0,15,3,0,0,0,1,0,,,,0,0.0,,48.0,5.0,3.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,268,pustular psoriasis,all_miss_but_recalled,s3_why_ignored_gold,s2_hit_s3_drop,na,1308,171,16,1,1,0.5847953216374269,0.5847953216374269,0.0,0.0,2.3391812865497075,0,0,18,2,0,0,0,1,0,,,,0,0.0,,49.0,5.0,3.0,2.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,269,Osteoid osteoma,all_miss_but_recalled,s2_gold_low_rank,s2_hit_s3_drop,na,1998,290,22,8,4,2.7586206896551726,1.3793103448275863,0.6896551724137931,1.7241379310344827,3.103448275862069,2,5,15,2,0,0,0,1,0,,,,0,0.0,,51.0,5.0,24.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,270,epidermal inclusion cyst,,s2_miss,s2_miss,na,1715,262,24,3,3,1.1450381679389312,1.1450381679389312,0.3816793893129771,1.5267175572519085,1.9083969465648856,1,4,24,3,0,0,0,1,0,,,,0,0.0,,53.0,5.0,,0.0,0.0,0.25,0,0,0,0
mcr,mcr_200b,271,solid persistent facial edema,,s2_miss,s2_miss,na,1285,186,17,2,4,1.0752688172043012,2.1505376344086025,0.5376344086021505,1.075268817204301,3.225806451612903,1,2,29,4,0,0,0,1,0,,,,0,0.0,,44.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,272,sclerosing hemangioma,all_miss_but_recalled,rationale_overfit,s3_hit_s4_miss,na,1927,277,27,5,3,1.8050541516245486,1.083032490974729,0.0,1.8050541516245486,0.7220216606498195,0,5,21,2,0,0,0,1,0,,,,0,0.0,,46.0,5.0,4.0,1.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,274,tricuspid valve aneurysm,,s2_miss,s2_miss,na,1598,222,19,1,0,0.45045045045045046,0.0,0.0,0.45045045045045046,0.9009009009009009,0,1,24,3,0,0,0,1,0,,,,0,0.0,,42.0,5.0,,21.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,275,Ischemic colitis,all_miss_but_recalled,rationale_overfit,s3_hit_s4_miss,na,2165,306,25,4,2,1.3071895424836601,0.6535947712418301,0.6535947712418301,0.6535947712418301,1.9607843137254901,2,2,16,2,0,0,0,1,0,,,,0,0.0,,47.0,5.0,4.0,27.0,3.0,0.0,0,0,0,0
mcr,mcr_200b,276,Inflammatory cap polyp,,s2_miss,s2_miss,na,1459,217,22,3,2,1.3824884792626728,0.9216589861751152,0.0,0.4608294930875576,1.8433179723502304,0,1,22,3,0,0,0,1,0,,,,0,0.0,,46.0,5.0,,4.0,1.0,0.0,0,0,0,0
mcr,mcr_200b,277,Wilms tumor,all_miss_but_recalled,rationale_overfit,s3_hit_s4_miss,na,2127,312,24,6,4,1.9230769230769231,1.282051282051282,0.0,1.6025641025641026,1.6025641025641026,0,5,11,2,0,0,0,1,0,,,,0,0.0,,44.0,5.0,3.0,5.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,278,Refeeding syndrome,,ok,ok,na,2309,341,33,2,5,0.5865102639296188,1.466275659824047,0.0,0.0,1.7595307917888563,0,0,18,2,0,0,0,1,0,,,,0,0.0,,45.0,5.0,3.0,9.0,1.0,1.0,0,1,1,1
mcr,mcr_200b,279,Leiomyosarcoma,,s2_miss,s2_miss,na,1129,174,18,0,2,0.0,1.1494252873563218,0.5747126436781609,0.0,2.8735632183908044,1,0,14,1,0,0,0,1,0,,,,0,0.0,,44.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,280,Invasive papillary carcinoma,all_miss_but_recalled,rationale_overfit,s3_hit_s4_miss,na,1795,249,21,6,2,2.4096385542168677,0.8032128514056224,0.40160642570281124,1.2048192771084338,1.2048192771084338,1,3,28,3,0,0,0,1,0,,,,0,0.0,,47.0,5.0,5.0,30.0,3.0,0.0,0,0,0,0
mcr,mcr_200b,283,dermoid cyst,,ok,ok,na,2111,302,18,3,1,0.9933774834437087,0.33112582781456956,0.0,1.3245033112582782,1.3245033112582782,0,4,12,2,0,0,0,1,0,,,,0,0.0,,48.0,5.0,1.0,0.0,0.0,1.0,0,1,1,1
mcr,mcr_200b,284,hibernoma,all_miss_but_recalled,s2_gold_low_rank,s2_hit_s3_drop,na,1519,220,19,5,3,2.272727272727273,1.3636363636363635,1.3636363636363635,0.9090909090909091,0.9090909090909091,3,2,9,1,0,0,0,1,0,,,,0,0.0,,42.0,5.0,23.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,285,Pycnodysostosis,,ok,ok,na,1578,212,22,1,1,0.4716981132075472,0.4716981132075472,0.0,0.0,1.4150943396226414,0,0,15,1,0,0,0,1,0,,,,0,0.0,,45.0,5.0,1.0,0.0,0.0,1.0,0,1,1,1
mcr,mcr_200b,287,Autoimmune hepatitis,all_miss_but_recalled,parent_vs_subtype,s3_hit_s4_miss,na,1209,177,24,3,2,1.694915254237288,1.1299435028248588,0.0,1.1299435028248588,1.694915254237288,0,2,20,2,0,0,0,1,0,,,,0,0.0,,51.0,5.0,1.0,14.0,2.0,0.0,0,0,0,0
mcr,mcr_200b,288,cystic lymphangioma,,s2_miss,s2_miss,na,1610,230,23,4,4,1.7391304347826086,1.7391304347826086,0.0,1.7391304347826086,2.608695652173913,0,4,19,2,0,0,0,1,0,,,,0,0.0,,50.0,5.0,,10.0,1.0,0.25,0,0,0,0
mcr,mcr_200b,289,Takayasu arteritis,,ok,ok,na,1945,272,28,4,2,1.4705882352941175,0.7352941176470588,0.0,0.0,1.4705882352941178,0,0,18,2,0,0,0,1,0,,,,0,0.0,,50.0,5.0,1.0,2.0,1.0,1.0,0,1,1,1
mcr,mcr_200b,290,functional neurological disorder,,s2_miss,s2_miss,na,2528,366,30,4,0,1.092896174863388,0.0,0.0,1.366120218579235,2.185792349726776,0,5,32,3,0,0,0,1,0,,,,0,0.0,,52.0,5.0,,1.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,291,Necrolytic acral erythema,,s2_miss,s2_miss,na,1520,218,17,2,4,0.9174311926605505,1.834862385321101,0.45871559633027525,0.0,1.3761467889908257,1,0,25,3,0,0,0,1,0,,,,0,0.0,,47.0,5.0,,3.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,292,Anaplastic large-cell lymphoma,,s2_miss,s2_miss,na,1254,177,18,3,1,1.694915254237288,0.5649717514124294,0.0,0.5649717514124294,2.2598870056497176,0,1,30,4,0,0,0,1,0,,,,0,0.0,,46.0,5.0,,37.0,5.0,1.0,1,1,1,0
mcr,mcr_200b,293,Hemangiosarcoma,,s2_miss,s2_miss,na,1766,246,19,0,3,0.0,1.2195121951219512,0.8130081300813008,0.0,0.8130081300813008,2,0,15,1,0,0,0,1,0,,,,0,0.0,,51.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,294,Undifferentiated embryonal sarcoma of the liver,all_miss_but_recalled,rationale_overfit,s3_hit_s4_miss,na,1334,194,18,2,3,1.0309278350515463,1.5463917525773196,0.5154639175257731,0.5154639175257731,3.6082474226804124,1,1,47,6,0,0,0,1,0,,,,0,0.0,,46.0,5.0,3.0,6.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,295,gallbladder carcinoma,,s2_miss,s2_miss,na,1994,287,23,5,3,1.7421602787456445,1.0452961672473868,0.0,1.7421602787456445,2.0905923344947737,0,5,21,2,0,0,0,1,0,,,,0,0.0,,48.0,5.0,,20.0,2.0,0.333,1,1,1,1
mcr,mcr_200b,296,Sweet’s syndrome,,s2_miss,s2_miss,na,1642,251,23,3,6,1.1952191235059761,2.3904382470119523,0.796812749003984,0.398406374501992,1.9920318725099602,2,1,16,2,0,0,0,1,0,,,,0,0.0,,49.0,5.0,,7.0,1.0,1.0,1,1,1,1
mcr,mcr_200b,297,puffy hand syndrome,,s2_miss,s2_miss,na,1750,241,24,2,0,0.8298755186721992,0.0,0.4149377593360996,0.0,4.564315352697095,1,0,19,3,0,0,0,1,0,,,,0,0.0,,53.0,5.0,,6.0,1.0,0.0,0,0,0,0
mcr,mcr_200b,298,Warthin tumor,all_miss_but_recalled,s2_near_crowd_out,s2_hit_s3_drop,na,1030,154,17,2,0,1.2987012987012987,0.0,0.0,1.2987012987012987,3.896103896103896,0,2,13,2,0,0,0,1,0,,,,0,0.0,,48.0,5.0,3.0,6.0,1.0,0.0,0,0,0,0
mcr,mcr_200b,299,Pancreatic adenocarcinoma,,s2_miss,s2_miss,na,1383,198,24,4,3,2.0202020202020203,1.5151515151515151,0.0,2.0202020202020203,1.5151515151515151,0,4,25,2,0,0,0,1,0,,,,0,0.0,,51.0,5.0,,14.0,2.0,0.667,1,1,0,1
mcr,mcr_200b,300,Perniosis,,s2_miss,s2_miss,na,1223,176,18,1,1,0.5681818181818182,0.5681818181818182,0.0,0.0,3.409090909090909,0,0,9,1,0,0,0,1,0,,,,0,0.0,,49.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,301,water reflex epilepsy,,s2_miss,s2_miss,na,2176,334,27,2,6,0.5988023952095809,1.7964071856287425,0.0,0.2994011976047904,0.8982035928143712,0,1,21,3,0,0,0,1,0,,,,0,0.0,,54.0,5.0,,4.0,2.0,0.2,0,0,0,0
mcr,mcr_200b,302,septic arthritis,all_miss_but_recalled,rationale_overfit,s3_hit_s4_miss,na,1729,266,28,4,1,1.5037593984962405,0.37593984962406013,0.0,0.37593984962406013,2.6315789473684212,0,1,16,2,0,0,0,1,0,,,,0,0.0,,52.0,5.0,4.0,9.0,2.0,0.0,0,0,0,0
mcr,mcr_200b,303,GastricSchwannoma,all_miss_but_recalled,s3_why_ignored_gold,s2_hit_s3_drop,na,2391,343,31,3,3,0.8746355685131195,0.8746355685131195,0.0,1.1661807580174928,1.1661807580174928,0,4,17,1,0,0,0,1,0,,,,0,0.0,,43.0,5.0,5.0,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,305,amitraz poisoning,,ok,ok,na,1433,222,21,1,5,0.45045045045045046,2.2522522522522523,0.0,0.0,0.9009009009009009,0,0,17,2,0,0,0,1,0,,,,0,0.0,,48.0,5.0,1.0,11.0,1.0,1.0,0,1,1,1
mcr,mcr_200b,306,Disseminated strongyloidiasis,,s2_miss,s2_miss,na,2413,336,26,8,3,2.380952380952381,0.8928571428571428,0.2976190476190476,0.8928571428571429,2.9761904761904763,1,3,29,2,0,0,0,1,0,,,,0,0.0,,56.0,5.0,,1.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,307,Leiomyoma,,s2_miss,s2_miss,na,1321,199,18,5,1,2.512562814070352,0.5025125628140703,0.0,2.512562814070352,2.0100502512562812,0,5,9,1,0,0,0,1,0,,,,0,0.0,,49.0,5.0,,0.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,308,Metastatic breast carcinoma,,s2_miss,s2_miss,na,1266,180,15,1,0,0.5555555555555556,0.0,0.0,0.5555555555555556,5.0,0,1,27,3,0,0,0,1,0,,,,0,0.0,,54.0,5.0,,1.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,309,Graves disease,,s2_miss,s2_miss,na,2084,318,24,1,4,0.3144654088050315,1.257861635220126,0.0,0.0,1.8867924528301887,0,0,14,2,0,0,0,1,0,,,,0,0.0,,50.0,5.0,,1.0,1.0,1.0,1,1,0,1
mcr,mcr_200b,310,ExtraskeletalMyxoidChondrosarcoma,,label_drift,s3_hit_s4_miss,na,1696,253,18,1,4,0.3952569169960474,1.5810276679841897,0.0,0.7905138339920948,1.5810276679841897,0,2,33,1,0,0,0,1,0,,,,0,0.0,,47.0,5.0,2.0,0.0,0.0,0.0,0,0,0,1
mcr,mcr_200b,311,Pulmonary syphilis,,s2_miss,s2_miss,na,2311,330,28,6,3,1.8181818181818181,0.9090909090909091,0.6060606060606061,0.6060606060606061,1.5151515151515151,2,2,18,2,0,0,0,1,0,,,,0,0.0,,54.0,5.0,,1.0,0.0,0.0,0,0,0,0
mcr,mcr_200b,312,Hepatic cystadenoma,,s2_miss,s2_miss,na,1908,274,20,3,3,1.094890510948905,1.094890510948905,0.0,1.094890510948905,1.094890510948905,0,3,19,2,0,0,0,1,0,,,,0,0.0,,49.0,5.0,,10.0,1.0,0.0,0,0,0,1
mcr,mcr_200b,313,Syphilis,,ok,ok,na,1887,295,23,1,4,0.3389830508474576,1.3559322033898304,0.0,0.0,2.0338983050847457,0,0,8,1,0,0,0,1,0,,,,0,0.0,,52.0,5.0,1.0,0.0,0.0,0.5,0,1,1,1
mcr,mcr_200b,314,invasive fungal rhinosinusitis,,s2_miss,s2_miss,na,2539,353,22,3,3,0.84985835694051,0.84985835694051,0.0,1.13314447592068,2.26628895184136,0,4,30,3,0,0,0,1,0,,,,0,0.0,,54.0,5.0,,3.0,1.0,0.0,0,0,0,0
mcr,mcr_200b,315,Large cell neuroendocrine carcinoma,all_miss_but_recalled,s2_gold_low_rank,s2_hit_s3_drop,na,2195,311,25,2,4,0.6430868167202572,1.2861736334405145,0.3215434083601286,0.3215434083601286,1.2861736334405145,1,1,35,4,0,0,0,1,0,,,,0,0.0,,55.0,5.0,20.0,20.0,4.0,0.167,0,0,0,0
mcr,mcr_200b,316,Cerebrospinal fluid hypovolemia syndrome,,s2_miss,s2_miss,na,1441,211,18,1,2,0.47393364928909953,0.9478672985781991,0.0,0.0,1.8957345971563981,0,0,40,4,0,0,0,1,0,,,,0,0.0,,44.0,5.0,,17.0,2.0,0.0,0,0,0,0
